ID,NodeFrom,NodeTo,R,G,X,B,S,Tap,Shift
1,54,55,0.0000125,0,0.00025,0,100000,1,0
2,54,56,0.0000125,0,0.00025,0,100000,1,0
3,54,57,0.0000125,0,0.00025,0,100000,1,0
4,54,58,0.0000125,0,0.00025,0,100000,1,0
5,74,76,0.0000125,0,0.00025,0,100000,1,0
6,74,77,0.0000125,0,0.00025,0,100000,1,0
7,78,79,0.0000125,0,0.00025,0,100000,1,0
8,59,60,0.0000125,0,0.00025,0,100000,1,0
9,60,61,0.0000125,0,0.00025,0,100000,1,0
10,82,83,0.0000125,0,0.00025,0,100000,1,0
11,92,93,0.0000125,0,0.00025,0,100000,1,0
12,85,63,0.0000125,0,0.00025,0,100000,1,0
13,85,64,0.0000125,0,0.00025,0,100000,1,0
14,91,69,0.0000125,0,0.00025,0,100000,1,0
15,91,70,0.0000125,0,0.00025,0,100000,1,0
16,72,95,0.0000125,0,0.00025,0,100000,1,0
17,72,96,0.0000125,0,0.00025,0,100000,1,0
18,72,97,0.0000125,0,0.00025,0,100000,1,0
19,433,434,0.0000125,0,0.00025,0,100000,1,0
20,65,66,0.0000125,0,0.00025,0,100000,1,0
21,65,67,0.0000125,0,0.00025,0,100000,1,0
22,445,446,0.0000125,0,0.00025,0,100000,1,0
23,445,446,0.0000125,0,0.00025,0,100000,1,0
24,444,445,0.0000125,0,0.00025,0,100000,1,0
25,444,445,0.0000125,0,0.00025,0,100000,1,0
26,120,122,0.0000125,0,0.00025,0,100000,1,0
27,133,134,0.0000125,0,0.00025,0,100000,1,0
28,139,140,0.0000125,0,0.00025,0,100000,1,0
29,139,140,0.0000125,0,0.00025,0,100000,1,0
30,139,141,0.0000125,0,0.00025,0,100000,1,0
31,139,141,0.0000125,0,0.00025,0,100000,1,0
32,108,109,0.0000125,0,0.00025,0,100000,1,0
33,108,109,0.0000125,0,0.00025,0,100000,1,0
34,151,152,0.0000125,0,0.00025,0,100000,1,0
35,156,157,0.0000125,0,0.00025,0,100000,1,0
36,153,154,0.0000125,0,0.00025,0,100000,1,0
37,153,155,0.0000125,0,0.00025,0,100000,1,0
38,173,174,0.0000125,0,0.00025,0,100000,1,0
39,173,175,0.0000125,0,0.00025,0,100000,1,0
40,173,176,0.0000125,0,0.00025,0,100000,1,0
41,186,187,0.0000125,0,0.00025,0,100000,1,0
42,186,187,0.0000125,0,0.00025,0,100000,1,0
43,186,187,0.0000125,0,0.00025,0,100000,1,0
44,190,191,0.0000125,0,0.00025,0,100000,1,0
45,188,189,0.0000125,0,0.00025,0,100000,1,0
46,199,51,0.0000125,0,0.00025,0,100000,1,0
47,50,51,0.0000125,0,0.00025,0,100000,1,0
48,50,52,0.0000125,0,0.00025,0,100000,1,0
49,116,117,0.0000125,0,0.00025,0,100000,1,0
50,115,118,0.0000125,0,0.00025,0,100000,1,0
51,183,184,0.0000125,0,0.00025,0,100000,1,0
52,183,185,0.0000125,0,0.00025,0,100000,1,0
53,200,201,0.0000125,0,0.00025,0,100000,1,0
54,205,206,0.0000125,0,0.00025,0,100000,1,0
55,207,208,0.0000125,0,0.00025,0,100000,1,0
56,207,209,0.0000125,0,0.00025,0,100000,1,0
57,438,439,0.0000125,0,0.00025,0,100000,1,0
58,266,267,0.0000125,0,0.00025,0,100000,1,0
59,266,268,0.0000125,0,0.00025,0,100000,1,0
60,276,277,0.0000125,0,0.00025,0,100000,1,0
61,276,278,0.0000125,0,0.00025,0,100000,1,0
62,272,274,0.0000125,0,0.00025,0,100000,1,0
63,272,275,0.0000125,0,0.00025,0,100000,1,0
64,272,273,0.0000125,0,0.00025,0,100000,1,0
65,102,103,0.0000125,0,0.00025,0,100000,1,0
66,146,147,0.0000125,0,0.00025,0,100000,1,0
67,192,193,0.0000125,0,0.00025,0,100000,1,0
68,244,245,0.0000125,0,0.00025,0,100000,1,0
69,244,246,0.0000125,0,0.00025,0,100000,1,0
70,398,402,0.0000125,0,0.00025,0,100000,1,0
71,398,403,0.0000125,0,0.00025,0,100000,1,0
72,303,404,0.0000125,0,0.00025,0,100000,1,0
73,304,404,0.0000125,0,0.00025,0,100000,1,0
74,400,404,0.0000125,0,0.00025,0,100000,1,0
75,477,308,0.0000125,0,0.00025,0,100000,1,0
76,477,483,0.0000125,0,0.00025,0,100000,1,0
77,478,482,0.0000125,0,0.00025,0,100000,1,0
78,203,204,0.0000125,0,0.00025,0,100000,1,0
79,326,327,0,0,0,0,100000,1,0
80,330,333,0.0000125,0,0.00025,0,100000,1,0
81,330,334,0.0000125,0,0.00025,0,100000,1,0
82,336,337,0.0000125,0,0.00025,0,100000,1,0
83,336,338,0.0000125,0,0.00025,0,100000,1,0
84,325,347,0.0000125,0,0.00025,0,100000,1,0
85,350,351,0.0000125,0,0.00025,0,100000,1,0
86,356,357,0.0000125,0,0.00025,0,100000,1,0
87,356,358,0.0000125,0,0.00025,0,100000,1,0
88,356,359,0.0000125,0,0.00025,0,100000,1,0
89,369,370,0.0000125,0,0.00025,0,100000,1,0
90,371,372,0.0000125,0,0.00025,0,100000,1,0
91,371,373,0.0000125,0,0.00025,0,100000,1,0
92,371,374,0.0000125,0,0.00025,0,100000,1,0
93,371,375,0.0000125,0,0.00025,0,100000,1,0
94,377,378,0.0000125,0,0.00025,0,100000,1,0
95,377,379,0.0000125,0,0.00025,0,100000,1,0
96,395,396,0.0000125,0,0.00025,0,100000,1,0
97,392,393,0.0000125,0,0.00025,0,100000,1,0
98,408,409,0.0000125,0,0.00025,0,100000,1,0
99,408,410,0.0000125,0,0.00025,0,100000,1,0
100,408,411,0.0000125,0,0.00025,0,100000,1,0
101,406,413,0.0000125,0,0.00025,0,100000,1,0
102,415,416,0.0000125,0,0.00025,0,100000,1,0
103,430,431,0.0000125,0,0.00025,0,100000,1,0
104,435,436,0.0000125,0,0.00025,0,100000,1,0
105,225,227,0.0000125,0,0.00025,0,100000,1,0
106,225,228,0.0000125,0,0.00025,0,100000,1,0
107,223,225,0.0000125,0,0.00025,0,100000,1,0
108,223,225,0.0000125,0,0.00025,0,100000,1,0
109,224,226,0.0000125,0,0.00025,0,100000,1,0
110,448,449,0.0000125,0,0.00025,0,100000,1,0
111,448,449,0.0000125,0,0.00025,0,100000,1,0
112,447,448,0.0000125,0,0.00025,0,100000,1,0
113,447,448,0.0000125,0,0.00025,0,100000,1,0
114,456,457,0.0000125,0,0.00025,0,100000,1,0
115,464,465,0.0000125,0,0.00025,0,100000,1,0
116,464,466,0.0000125,0,0.00025,0,100000,1,0
117,471,472,0.0000125,0,0.00025,0,100000,1,0
118,469,470,0.0000125,0,0.00025,0,100000,1,0
119,491,492,0.0000125,0,0.00025,0,100000,1,0
120,491,492,0.0000125,0,0.00025,0,100000,1,0
121,126,129,0.0000125,0,0.00025,0,100000,1,0
122,126,130,0.0000125,0,0.00025,0,100000,1,0
123,126,127,0.0000125,0,0.00025,0,100000,1,0
124,127,128,0.0000125,0,0.00025,0,100000,1,0
125,127,128,0.0000125,0,0.00025,0,100000,1,0
126,127,128,0.0000125,0,0.00025,0,100000,1,0
127,763,764,0.0000125,0,0.00025,0,100000,1,0
128,763,765,0.0000125,0,0.00025,0,100000,1,0
129,762,763,0.0000125,0,0.00025,0,100000,1,0
130,762,763,0.0000125,0,0.00025,0,100000,1,0
131,517,520,0.0000125,0,0.00025,0,100000,1,0
132,515,516,0.0000125,0,0.00025,0,100000,1,0
133,515,516,0.0000125,0,0.00025,0,100000,1,0
134,515,517,0.0000125,0,0.00025,0,100000,1,0
135,515,517,0.0000125,0,0.00025,0,100000,1,0
136,760,761,0.0000125,0,0.00025,0,100000,1,0
137,536,537,0.0000125,0,0.00025,0,100000,1,0
138,580,581,0.0000125,0,0.00025,0,100000,1,0
139,580,567,0.0000125,0,0.00025,0,100000,1,0
140,582,583,0.0000125,0,0.00025,0,100000,1,0
141,582,584,0.0000125,0,0.00025,0,100000,1,0
142,582,585,0.0000125,0,0.00025,0,100000,1,0
143,595,596,0.0000125,0,0.00025,0,100000,1,0
144,637,638,0.0000125,0,0.00025,0,100000,1,0
145,629,630,0.0000125,0,0.00025,0,100000,1,0
146,641,642,0.0000125,0,0.00025,0,100000,1,0
147,643,644,0.0000125,0,0.00025,0,100000,1,0
148,656,659,0.0000125,0,0.00025,0,100000,1,0
149,657,659,0.0000125,0,0.00025,0,100000,1,0
150,658,661,0.0000125,0,0.00025,0,100000,1,0
151,656,659,0.0000125,0,0.00025,0,100000,1,0
152,657,660,0.0000125,0,0.00025,0,100000,1,0
153,651,652,0.0000125,0,0.00025,0,100000,1,0
154,651,653,0.0000125,0,0.00025,0,100000,1,0
155,625,626,0.0000125,0,0.00025,0,100000,1,0
156,625,627,0.0000125,0,0.00025,0,100000,1,0
157,625,628,0.0000125,0,0.00025,0,100000,1,0
158,682,683,0.0000125,0,0.00025,0,100000,1,0
159,682,683,0.0000125,0,0.00025,0,100000,1,0
160,738,739,0.0000125,0,0.00025,0,100000,1,0
161,738,740,0.0000125,0,0.00025,0,100000,1,0
162,1015,1016,0.0000125,0,0.00025,0,100000,1,0
163,836,838,0.0000125,0,0.00025,0,100000,1,0
164,839,843,0.0000125,0,0.00025,0,100000,1,0
165,840,842,0.0000125,0,0.00025,0,100000,1,0
166,841,844,0.0000125,0,0.00025,0,100000,1,0
167,790,791,0.0000125,0,0.00025,0,100000,1,0
168,851,852,0.0000125,0,0.00025,0,100000,1,0
169,606,607,0.0000125,0,0.00025,0,100000,1,0
170,604,605,0.0000125,0,0.00025,0,100000,1,0
171,927,928,0.0000125,0,0.00025,0,100000,1,0
172,927,929,0.0000125,0,0.00025,0,100000,1,0
173,927,930,0.0000125,0,0.00025,0,100000,1,0
174,834,835,0.0000125,0,0.00025,0,100000,1,0
175,873,874,0.0000125,0,0.00025,0,100000,1,0
176,858,859,0.0000125,0,0.00025,0,100000,1,0
177,879,880,0.0000125,0,0.00025,0,100000,1,0
178,506,507,0.0000125,0,0.00025,0,100000,1,0
179,1088,1089,0.0000125,0,0.00025,0,100000,1,0
180,1242,1245,0.0000125,0,0.00025,0,100000,1,0
181,1242,1245,0.0000125,0,0.00025,0,100000,1,0
182,1252,1253,0.0000125,0,0.00025,0,100000,1,0
183,1249,1250,0.0000125,0,0.00025,0,100000,1,0
184,1261,1263,0.0000125,0,0.00025,0,100000,1,0
185,1261,1264,0.0000125,0,0.00025,0,100000,1,0
186,1261,1262,0.0000125,0,0.00025,0,100000,1,0
187,1287,1288,0.0000125,0,0.00025,0,100000,1,0
188,1290,1292,0.0000125,0,0.00025,0,100000,1,0
189,1290,1293,0.0000125,0,0.00025,0,100000,1,0
190,1291,1294,0.0000125,0,0.00025,0,100000,1,0
191,1270,1271,0.0000125,0,0.00025,0,100000,1,0
192,1274,1275,0.0000125,0,0.00025,0,100000,1,0
193,1295,1296,0.0000125,0,0.00025,0,100000,1,0
194,1318,1319,0.0000125,0,0.00025,0,100000,1,0
195,1318,1320,0.0000125,0,0.00025,0,100000,1,0
196,1316,1325,0.0000125,0,0.00025,0,100000,1,0
197,1316,1326,0.0000125,0,0.00025,0,100000,1,0
198,1329,1331,0.0000125,0,0.00025,0,100000,1,0
199,1330,1332,0.0000125,0,0.00025,0,100000,1,0
200,1346,1347,0.0000125,0,0.00025,0,100000,1,0
201,1346,1349,0.0000125,0,0.00025,0,100000,1,0
202,1355,1356,0.0000125,0,0.00025,0,100000,1,0
203,1355,1356,0.0000125,0,0.00025,0,100000,1,0
204,1355,1356,0.0000125,0,0.00025,0,100000,1,0
205,1357,1360,0.0000125,0,0.00025,0,100000,1,0
206,1358,1361,0.0000125,0,0.00025,0,100000,1,0
207,1357,1362,0.0000125,0,0.00025,0,100000,1,0
208,1358,1363,0.0000125,0,0.00025,0,100000,1,0
209,1359,1364,0.0000125,0,0.00025,0,100000,1,0
210,1367,1368,0.0000125,0,0.00025,0,100000,1,0
211,1367,1369,0.0000125,0,0.00025,0,100000,1,0
212,1365,1366,0.0000125,0,0.00025,0,100000,1,0
213,1311,1312,0.0000125,0,0.00025,0,100000,1,0
214,1303,1304,0.0000125,0,0.00025,0,100000,1,0
215,1303,1305,0.0000125,0,0.00025,0,100000,1,0
216,1303,1306,0.0000125,0,0.00025,0,100000,1,0
217,1303,1307,0.0000125,0,0.00025,0,100000,1,0
218,1303,1308,0.0000125,0,0.00025,0,100000,1,0
219,1309,1310,0.0000125,0,0.00025,0,100000,1,0
220,1381,1382,0.0000125,0,0.00025,0,100000,1,0
221,1385,1387,0.0000125,0,0.00025,0,100000,1,0
222,1385,1388,0.0000125,0,0.00025,0,100000,1,0
223,1385,1386,0.0000125,0,0.00025,0,100000,1,0
224,1397,1398,0.0000125,0,0.00025,0,100000,1,0
225,1397,1398,0.0000125,0,0.00025,0,100000,1,0
226,1410,1412,0.0000125,0,0.00025,0,100000,1,0
227,1410,1411,0.0000125,0,0.00025,0,100000,1,0
228,1416,1418,0.0000125,0,0.00025,0,100000,1,0
229,1416,1417,0.0000125,0,0.00025,0,100000,1,0
230,1422,1423,0.0000125,0,0.00025,0,100000,1,0
231,1444,1445,0.0000125,0,0.00025,0,100000,1,0
232,1454,1455,0.0000125,0,0.00025,0,100000,1,0
233,1428,1429,0.0000125,0,0.00025,0,100000,1,0
234,1427,1428,0.0000125,0,0.00025,0,100000,1,0
235,1462,1464,0.0000125,0,0.00025,0,100000,1,0
236,1462,1463,0.0000125,0,0.00025,0,100000,1,0
237,1462,1464,0.0000125,0,0.00025,0,100000,1,0
238,1469,1470,0.0000125,0,0.00025,0,100000,1,0
239,1471,1472,0.0000125,0,0.00025,0,100000,1,0
240,1531,1532,0.0000125,0,0.00025,0,100000,1,0
241,1518,1521,0.0000125,0,0.00025,0,100000,1,0
242,1518,1520,0.0000125,0,0.00025,0,100000,1,0
243,1527,1528,0.0000125,0,0.00025,0,100000,1,0
244,1529,1530,0.0000125,0,0.00025,0,100000,1,0
245,1482,1484,0.0000125,0,0.00025,0,100000,1,0
246,1482,1483,0.0000125,0,0.00025,0,100000,1,0
247,1565,1566,0.0000125,0,0.00025,0,100000,1,0
248,1565,1567,0.0000125,0,0.00025,0,100000,1,0
249,1559,1560,0.0000125,0,0.00025,0,100000,1,0
250,1584,1586,0.0000125,0,0.00025,0,100000,1,0
251,1584,1585,0.0000125,0,0.00025,0,100000,1,0
252,1735,1599,0.0000125,0,0.00025,0,100000,1,0
253,1608,1609,0.0000125,0,0.00025,0,100000,1,0
254,1608,1610,0.0000125,0,0.00025,0,100000,1,0
255,1608,1611,0.0000125,0,0.00025,0,100000,1,0
256,1608,1612,0.0000125,0,0.00025,0,100000,1,0
257,1737,1738,0.0000125,0,0.00025,0,100000,1,0
258,1620,1621,0.0000125,0,0.00025,0,100000,1,0
259,1626,1627,0.0000125,0,0.00025,0,100000,1,0
260,1645,1646,0.0000125,0,0.00025,0,100000,1,0
261,1645,1647,0.0000125,0,0.00025,0,100000,1,0
262,1631,1632,0.0000125,0,0.00025,0,100000,1,0
263,1641,1642,0.0000125,0,0.00025,0,100000,1,0
264,1727,1701,0.0000125,0,0.00025,0,100000,1,0
265,1676,1678,0.0000125,0,0.00025,0,100000,1,0
266,1676,1677,0.0000125,0,0.00025,0,100000,1,0
267,1684,1685,0.0000125,0,0.00025,0,100000,1,0
268,1684,1687,0.0000125,0,0.00025,0,100000,1,0
269,1684,1686,0.0000125,0,0.00025,0,100000,1,0
270,1728,1729,0.0000125,0,0.00025,0,100000,1,0
271,1712,1713,0.0000125,0,0.00025,0,100000,1,0
272,1714,1715,0.0000125,0,0.00025,0,100000,1,0
273,1733,1734,0.0000125,0,0.00025,0,100000,1,0
274,1731,1732,0.0000125,0,0.00025,0,100000,1,0
275,1789,1791,0.0000125,0,0.00025,0,100000,1,0
276,1789,1790,0.0000125,0,0.00025,0,100000,1,0
277,1789,1793,0.0000125,0,0.00025,0,100000,1,0
278,1789,1792,0.0000125,0,0.00025,0,100000,1,0
279,1771,1772,0.0000125,0,0.00025,0,100000,1,0
280,1769,1770,0.0000125,0,0.00025,0,100000,1,0
281,1743,1746,0.0000125,0,0.00025,0,100000,1,0
282,1743,1744,0.0000125,0,0.00025,0,100000,1,0
283,1743,1745,0.0000125,0,0.00025,0,100000,1,0
284,1773,1774,0.0000125,0,0.00025,0,100000,1,0
285,1748,1749,0.0000125,0,0.00025,0,100000,1,0
286,1767,1768,0.0000125,0,0.00025,0,100000,1,0
287,1812,1813,0.0000125,0,0.00025,0,100000,1,0
288,1755,1758,0.0000125,0,0.00025,0,100000,1,0
289,1755,1756,0.0000125,0,0.00025,0,100000,1,0
290,1755,1757,0.0000125,0,0.00025,0,100000,1,0
291,1816,1817,0.0000125,0,0.00025,0,100000,1,0
292,1816,1817,0.0000125,0,0.00025,0,100000,1,0
293,1818,1819,0.0000125,0,0.00025,0,100000,1,0
294,1818,1820,0.0000125,0,0.00025,0,100000,1,0
295,1818,1821,0.0000125,0,0.00025,0,100000,1,0
296,1831,1832,0.0000125,0,0.00025,0,100000,1,0
297,1828,1836,0.0000125,0,0.00025,0,100000,1,0
298,1834,1835,0.0000125,0,0.00025,0,100000,1,0
299,1829,1830,0.0000125,0,0.00025,0,100000,1,0
300,1842,1843,0.0000125,0,0.00025,0,100000,1,0
301,1848,1849,0.0000125,0,0.00025,0,100000,1,0
302,1850,1851,0.0000125,0,0.00025,0,100000,1,0
303,1864,1867,0.0000125,0,0.00025,0,100000,1,0
304,1864,1866,0.0000125,0,0.00025,0,100000,1,0
305,1864,1865,0.0000125,0,0.00025,0,100000,1,0
306,1878,1879,0.0000125,0,0.00025,0,100000,1,0
307,1878,1880,0.0000125,0,0.00025,0,100000,1,0
308,1927,1928,0.0000125,0,0.00025,0,100000,1,0
309,1936,1937,0.0000125,0,0.00025,0,100000,1,0
310,1936,1937,0.0000125,0,0.00025,0,100000,1,0
311,1935,1936,0.0000125,0,0.00025,0,100000,1,0
312,1945,1946,0.0000125,0,0.00025,0,100000,1,0
313,1947,1948,0.0000125,0,0.00025,0,100000,1,0
314,1917,1919,0.0000125,0,0.00025,0,100000,1,0
315,1918,1920,0.0000125,0,0.00025,0,100000,1,0
316,1917,1918,0.0000125,0,0.00025,0,100000,1,0
317,1898,1900,0.0000125,0,0.00025,0,100000,1,0
318,1898,1899,0.0000125,0,0.00025,0,100000,1,0
319,1894,1895,0.0000125,0,0.00025,0,100000,1,0
320,1894,1896,0.0000125,0,0.00025,0,100000,1,0
321,1956,1957,0.0000125,0,0.00025,0,100000,1,0
322,1739,1740,0.0000125,0,0.00025,0,100000,1,0
323,1968,1969,0.0000125,0,0.00025,0,100000,1,0
324,1968,1970,0.0000125,0,0.00025,0,100000,1,0
325,1968,1971,0.0000125,0,0.00025,0,100000,1,0
326,1986,1989,0.0000125,0,0.00025,0,100000,1,0
327,1986,1988,0.0000125,0,0.00025,0,100000,1,0
328,1986,1987,0.0000125,0,0.00025,0,100000,1,0
329,1975,1977,0.0000125,0,0.00025,0,100000,1,0
330,1975,1978,0.0000125,0,0.00025,0,100000,1,0
331,2007,2008,0.0000125,0,0.00025,0,100000,1,0
332,2007,2009,0.0000125,0,0.00025,0,100000,1,0
333,2007,2010,0.0000125,0,0.00025,0,100000,1,0
334,1996,1997,0.0000125,0,0.00025,0,100000,1,0
335,1996,1998,0.0000125,0,0.00025,0,100000,1,0
336,2144,2145,0.0000125,0,0.00025,0,100000,1,0
337,2430,2431,0.0000125,0,0.00025,0,100000,1,0
338,2432,2435,0.0000125,0,0.00025,0,100000,1,0
339,2432,2434,0.0000125,0,0.00025,0,100000,1,0
340,2432,2433,0.0000125,0,0.00025,0,100000,1,0
341,2461,2462,0.0000125,0,0.00025,0,100000,1,0
342,2455,2456,0.0000125,0,0.00025,0,100000,1,0
343,2463,2464,0.0000125,0,0.00025,0,100000,1,0
344,2469,2471,0.0000125,0,0.00025,0,100000,1,0
345,2469,2470,0.0000125,0,0.00025,0,100000,1,0
346,2469,2472,0.0000125,0,0.00025,0,100000,1,0
347,2484,2487,0.0000125,0,0.00025,0,100000,1,0
348,2484,2488,0.0000125,0,0.00025,0,100000,1,0
349,2484,2489,0.0000125,0,0.00025,0,100000,1,0
350,2484,2485,0.0000125,0,0.00025,0,100000,1,0
351,2484,2486,0.0000125,0,0.00025,0,100000,1,0
352,2491,2493,0.0000125,0,0.00025,0,100000,1,0
353,2491,2492,0.0000125,0,0.00025,0,100000,1,0
354,2501,2503,0.0000125,0,0.00025,0,100000,1,0
355,2501,2502,0.0000125,0,0.00025,0,100000,1,0
356,2537,2538,0.0000125,0,0.00025,0,100000,1,0
357,2550,2552,0.0000125,0,0.00025,0,100000,1,0
358,2550,2551,0.0000125,0,0.00025,0,100000,1,0
359,2568,2571,0.0000125,0,0.00025,0,100000,1,0
360,2569,2570,0.0000125,0,0.00025,0,100000,1,0
361,2568,2573,0.0000125,0,0.00025,0,100000,1,0
362,2569,2572,0.0000125,0,0.00025,0,100000,1,0
363,2568,2569,0.0000125,0,0.00025,0,100000,1,0
364,2510,2511,0.0000125,0,0.00025,0,100000,1,0
365,2508,2509,0.0000125,0,0.00025,0,100000,1,0
366,2516,2517,0.0000125,0,0.00025,0,100000,1,0
367,2606,2607,0.0000125,0,0.00025,0,100000,1,0
368,2588,2589,0.0000125,0,0.00025,0,100000,1,0
369,2588,2590,0.0000125,0,0.00025,0,100000,1,0
370,2608,2609,0.0000125,0,0.00025,0,100000,1,0
371,2599,2601,0.0000125,0,0.00025,0,100000,1,0
372,2599,2600,0.0000125,0,0.00025,0,100000,1,0
373,2563,2565,0.0000125,0,0.00025,0,100000,1,0
374,2563,2564,0.0000125,0,0.00025,0,100000,1,0
375,2563,2566,0.0000125,0,0.00025,0,100000,1,0
376,2640,2641,0.0000125,0,0.00025,0,100000,1,0
377,2645,2646,0.0000125,0,0.00025,0,100000,1,0
378,2648,2649,0.0000125,0,0.00025,0,100000,1,0
379,2650,2652,0.0000125,0,0.00025,0,100000,1,0
380,2651,2653,0.0000125,0,0.00025,0,100000,1,0
381,2664,2665,0.0000125,0,0.00025,0,100000,1,0
382,2664,2666,0.0000125,0,0.00025,0,100000,1,0
383,2664,2667,0.0000125,0,0.00025,0,100000,1,0
384,2681,2682,0.0000125,0,0.00025,0,100000,1,0
385,2683,2684,0.0000125,0,0.00025,0,100000,1,0
386,2683,2685,0.0000125,0,0.00025,0,100000,1,0
387,2683,2686,0.0000125,0,0.00025,0,100000,1,0
388,2697,2698,0.0000125,0,0.00025,0,100000,1,0
389,2688,2689,0.0000125,0,0.00025,0,100000,1,0
390,2702,2703,0.0000125,0,0.00025,0,100000,1,0
391,2702,2705,0.0000125,0,0.00025,0,100000,1,0
392,2702,2704,0.0000125,0,0.00025,0,100000,1,0
393,2714,2715,0.0000125,0,0.00025,0,100000,1,0
394,2711,2712,0.0000125,0,0.00025,0,100000,1,0
395,2711,2713,0.0000125,0,0.00025,0,100000,1,0
396,2710,2711,0.0000125,0,0.00025,0,100000,1,0
397,2710,2711,0.0000125,0,0.00025,0,100000,1,0
398,2740,2741,0.0000125,0,0.00025,0,100000,1,0
399,2740,2742,0.0000125,0,0.00025,0,100000,1,0
400,2740,2743,0.0000125,0,0.00025,0,100000,1,0
401,2760,2761,0.0000125,0,0.00025,0,100000,1,0
402,2760,2762,0.0000125,0,0.00025,0,100000,1,0
403,2749,2753,0.0000125,0,0.00025,0,100000,1,0
404,2750,2755,0.0000125,0,0.00025,0,100000,1,0
405,2751,2757,0.0000125,0,0.00025,0,100000,1,0
406,2749,2754,0.0000125,0,0.00025,0,100000,1,0
407,2750,2756,0.0000125,0,0.00025,0,100000,1,0
408,2751,2758,0.0000125,0,0.00025,0,100000,1,0
409,2783,2785,0.0000125,0,0.00025,0,100000,1,0
410,2783,2784,0.0000125,0,0.00025,0,100000,1,0
411,2777,2778,0.0000125,0,0.00025,0,100000,1,0
412,2765,2766,0.0000125,0,0.00025,0,100000,1,0
413,2765,2767,0.0000125,0,0.00025,0,100000,1,0
414,2797,2799,0.0000125,0,0.00025,0,100000,1,0
415,2797,2798,0.0000125,0,0.00025,0,100000,1,0
416,2817,2819,0.0000125,0,0.00025,0,100000,1,0
417,2817,2818,0.0000125,0,0.00025,0,100000,1,0
418,2854,2855,0.0000125,0,0.00025,0,100000,1,0
419,2839,2840,0.0000125,0,0.00025,0,100000,1,0
420,2840,2841,0.0000125,0,0.00025,0,100000,1,0
421,2840,2842,0.0000125,0,0.00025,0,100000,1,0
422,2840,2843,0.0000125,0,0.00025,0,100000,1,0
423,2840,2844,0.0000125,0,0.00025,0,100000,1,0
424,2825,2826,0.0000125,0,0.00025,0,100000,1,0
425,2596,2597,0.0000125,0,0.00025,0,100000,1,0
426,2803,2804,0.0000125,0,0.00025,0,100000,1,0
427,2858,2859,0.0000125,0,0.00025,0,100000,1,0
428,2835,2837,0.0000125,0,0.00025,0,100000,1,0
429,2835,2836,0.0000125,0,0.00025,0,100000,1,0
430,2835,2838,0.0000125,0,0.00025,0,100000,1,0
431,2823,2824,0,0,0,0,100000,1,0
432,2829,2830,0.0000125,0,0.00025,0,100000,1,0
433,2875,2876,0.0000125,0,0.00025,0,100000,1,0
434,2874,2878,0.0000125,0,0.00025,0,100000,1,0
435,2874,2877,0.0000125,0,0.00025,0,100000,1,0
436,2874,2875,0.0000125,0,0.00025,0,100000,1,0
437,2899,2900,0.0000125,0,0.00025,0,100000,1,0
438,2899,2902,0.0000125,0,0.00025,0,100000,1,0
439,2899,2901,0.0000125,0,0.00025,0,100000,1,0
440,2907,2909,0.0000125,0,0.00025,0,100000,1,0
441,2907,2910,0.0000125,0,0.00025,0,100000,1,0
442,2907,2908,0.0000125,0,0.00025,0,100000,1,0
443,2907,2911,0.0000125,0,0.00025,0,100000,1,0
444,2915,2916,0.0000125,0,0.00025,0,100000,1,0
445,2941,2942,0.0000125,0,0.00025,0,100000,1,0
446,2919,2920,0.0000125,0,0.00025,0,100000,1,0
447,2919,2921,0.0000125,0,0.00025,0,100000,1,0
448,2930,2931,0.0000125,0,0.00025,0,100000,1,0
449,2943,2944,0.0000125,0,0.00025,0,100000,1,0
450,2943,2945,0.0000125,0,0.00025,0,100000,1,0
451,2951,2952,0.0000125,0,0.00025,0,100000,1,0
452,2953,2954,0.0000125,0,0.00025,0,100000,1,0
453,2956,2959,0.0000125,0,0.00025,0,100000,1,0
454,2936,2938,0.0000125,0,0.00025,0,100000,1,0
455,2936,2939,0.0000125,0,0.00025,0,100000,1,0
456,2964,2965,0.0000125,0,0.00025,0,100000,1,0
457,2995,2996,0.0000125,0,0.00025,0,100000,1,0
458,2995,2997,0.0000125,0,0.00025,0,100000,1,0
459,3037,3039,0.0000125,0,0.00025,0,100000,1,0
460,3037,3040,0.0000125,0,0.00025,0,100000,1,0
461,3000,3001,0.0000125,0,0.00025,0,100000,1,0
462,3053,3054,0.0000125,0,0.00025,0,100000,1,0
463,3055,3056,0.0000125,0,0.00025,0,100000,1,0
464,3055,3057,0.0000125,0,0.00025,0,100000,1,0
465,3055,3058,0.0000125,0,0.00025,0,100000,1,0
466,3014,3016,0.0000125,0,0.00025,0,100000,1,0
467,3014,3017,0.0000125,0,0.00025,0,100000,1,0
468,3014,3015,0.0000125,0,0.00025,0,100000,1,0
469,3071,3072,0.0000125,0,0.00025,0,100000,1,0
470,3120,3122,0.0000125,0,0.00025,0,100000,1,0
471,3120,3123,0.0000125,0,0.00025,0,100000,1,0
472,3120,3121,0.0000125,0,0.00025,0,100000,1,0
473,3087,3088,0.0000125,0,0.00025,0,100000,1,0
474,3093,3094,0.0000125,0,0.00025,0,100000,1,0
475,3093,3095,0.0000125,0,0.00025,0,100000,1,0
476,3106,3113,0.0000125,0,0.00025,0,100000,1,0
477,3109,3112,0.0000125,0,0.00025,0,100000,1,0
