ID,Vsqmin,Vsqmax,Root,G,B,Qmin,Qmax
10120052,0.902502,1.102508,0,0,0,0,0
10120053,0.902502,1.102508,0,0,0,0,0
10120054,0.902502,1.102508,0,0,0,0,0
10120055,0.902502,1.102508,0,0,0,0,0
10120056,0.902502,1.102508,0,0,0,0,0
10120057,0.902502,1.102508,0,0,0,0,0
10120058,0.902502,1.102508,0,0,0,0,0
10120059,0.902502,1.102508,0,0,0,0,0
10120060,0.902502,1.102508,0,0,0,0,0
10120061,0.902502,1.102508,0,0,0,0,0
10120062,0.902502,1.102508,0,0,0,0,0
10120063,0.902502,1.102508,0,0,0,0,0
10150000,0.9025,1.1025,0,0,0,0,0
10150001,0.9025,1.1025,0,0,0,0,0
10150002,0.9025,1.1025,0,0,0,0,0
10150003,0.9025,1.1025,0,0,0,0,0
10150004,0.9025,1.1025,0,0,0,0,0
10150005,0.9025,1.1025,0,0,0,0,0
10150006,0.9025,1.1025,0,0,0,0,0
10150007,0.9025,1.1025,0,0,0,0,0
10150008,0.9025,1.1025,0,0,0,0,0
10150009,0.9025,1.1025,0,0,0,0,0
10150010,0.9025,1.1025,0,0,0,0,0
10150011,0.9025,1.1025,0,0,0,0,0
10150012,0.9025,1.1025,0,0,0,0,0
10150013,0.9025,1.1025,0,0,0,0,0
10150014,0.9025,1.1025,0,0,0,0,0
10150015,0.9025,1.1025,0,0,0,0,0
10150016,0.9025,1.1025,0,0,0,0,0
10150017,0.9025,1.1025,0,0,0,0,0
10150018,0.9025,1.1025,0,0,0,0,0
10150019,0.9025,1.1025,0,0,0,0,0
10150020,0.9025,1.1025,0,0,0,0,0
10150021,0.9025,1.1025,0,0,0,0,0
10150022,0.9025,1.1025,0,0,0,0,0
10150023,0.9025,1.1025,0,0,0,0,0
10150024,0.9025,1.1025,0,0,0,0,0
10150025,0.9025,1.1025,0,0,0,0,0
10200000,0.9025,1.1025,0,0,0,0,0
10200001,0.9025,1.1025,0,0,0,0,0
10200002,0.9025,1.1025,0,0,0,0,0
10200003,0.9025,1.1025,0,0,0,0,0
10200004,0.9025,1.1025,0,0,0,0,0
10200005,0.9025,1.1025,0,0,0,0,0
10200006,0.9025,1.1025,0,0,0,0,0
10200007,0.9025,1.1025,0,0,0,0,0
10200008,0.9025,1.1025,0,0,0,0,0
10200009,0.9025,1.1025,0,0,0,0,0
10200010,0.9025,1.1025,0,0,0,0,0
10200011,0.9025,1.1025,0,0,0,0,0
10200012,0.9025,1.1025,0,0,0,0,0
10200013,0.9025,1.1025,0,0,0,0,0
10200014,0.9025,1.1025,0,0,0,0,0
10200015,0.9025,1.1025,0,0,0,0,0
10200016,0.9025,1.1025,0,0,0,0,0
10200017,0.9025,1.1025,0,0,0,0,0
10200018,0.9025,1.1025,0,0,0,0,0
10200019,0.9025,1.1025,0,0,0,0,0
10200020,0.9025,1.1025,0,0,0,0,0
10200021,0.9025,1.1025,0,0,0,0,0
10200022,0.9025,1.1025,0,0,0,0,0
10220000,0.902502,1.102508,0,0,0,0,0
10220001,0.902502,1.102508,0,0,0,0,0
10220002,0.902502,1.102508,0,0,0,0,0
10220003,0.902502,1.102508,0,0,0,0,0
10220004,0.902502,1.102508,0,0,0,0,0
10220005,0.902502,1.102508,0,0,0,0,0
10220006,0.902502,1.102508,0,0,0,0,0
10220007,0.902502,1.102508,0,0,0,0,0
10220008,0.902502,1.102508,0,0,0,0,0
10220009,0.902502,1.102508,0,0,0,0,0
10220010,0.902502,1.102508,0,0,0,0,0
10220011,0.902502,1.102508,0,0,0,0,0
10220012,0.902502,1.102508,0,0,0,0,0
10220013,0.902502,1.102508,0,0,0,0,0
10220014,0.902502,1.102508,0,0,0,0,0
10220015,0.902502,1.102508,0,0,0,0,0
10220016,0.902502,1.102508,0,0,0,0,0
10220017,0.902502,1.102508,0,0,0,0,0
10220018,0.902502,1.102508,0,0,0,0,0
10220019,0.902502,1.102508,0,0,0,0,0
10220020,0.902502,1.102508,0,0,0,0,0
10220021,0.902502,1.102508,0,0,0,0,0
10220022,0.902502,1.102508,0,0,0,0,0
10220023,0.902502,1.102508,0,0,0,0,0
10220024,0.902502,1.102508,0,0,0,0,0
10220025,0.902502,1.102508,0,0,0,0,0
10220026,0.902502,1.102508,0,0,0,0,0
10220027,0.902502,1.102508,0,0,0,0,0
10220028,0.902502,1.102508,0,0,0,0,0
10240000,0.9025,1.1025,0,0,0,0,0
10240001,0.9025,1.1025,0,0,0,0,0
10240002,0.9025,1.1025,0,0,0,0,0
10240003,0.9025,1.1025,0,0,0,0,0
10240004,0.9025,1.1025,0,0,0,0,0
10240005,0.9025,1.1025,0,0,0,0,0
10240006,0.9025,1.1025,0,0,0,0,0
10240007,0.9025,1.1025,0,0,0,0,0
10240008,0.9025,1.1025,0,0,0,0,0
10240009,0.9025,1.1025,0,0,0,0,0
10240010,0.9025,1.1025,0,0,0,0,0
10240011,0.9025,1.1025,0,0,0,0,0
10240012,0.9025,1.1025,0,0,0,0,0
10240013,0.9025,1.1025,0,0,0,0,0
10240014,0.9025,1.1025,0,0,0,0,0
10240015,0.9025,1.1025,0,0,0,0,0
10240016,0.9025,1.1025,0,0,0,0,0
10240017,0.9025,1.1025,0,0,0,0,0
10240018,0.9025,1.1025,0,0,0,0,0
10240019,0.9025,1.1025,0,0,0,0,0
10240020,0.9025,1.1025,0,0,0,0,0
10240021,0.9025,1.1025,0,0,0,0,0
10240022,0.9025,1.1025,0,0,0,0,0
10280000,0.902494,1.102494,0,0,0,0,0
10280001,0.902494,1.102494,0,0,0,0,0
10280002,0.902494,1.102494,0,0,0,0,0
10280003,0.902494,1.102494,0,0,0,0,0
10280004,0.902494,1.102494,0,0,0,0,0
10280005,0.902494,1.102494,0,0,0,0,0
10280006,0.902494,1.102494,0,0,0,0,0
10280007,0.902494,1.102494,0,0,0,0,0
10280008,0.902494,1.102494,0,0,0,0,0
10280009,0.902494,1.102494,0,0,0,0,0
10280010,0.902494,1.102494,0,0,0,0,0
10280011,0.902494,1.102494,0,0,0,0,0
10280012,0.902494,1.102494,0,0,0,0,0
10280013,0.902494,1.102494,0,0,0,0,0
10280014,0.902494,1.102494,0,0,0,0,0
10280015,0.902494,1.102494,0,0,0,0,0
10280016,0.902494,1.102494,0,0,0,0,0
10280017,0.902494,1.102494,0,0,0,0,0
10280018,0.902494,1.102494,0,0,0,0,0
10280019,0.902494,1.102494,0,0,0,0,0
10280020,0.902494,1.102494,0,0,0,0,0
10280021,0.902494,1.102494,0,0,0,0,0
10280022,0.902494,1.102494,0,0,0,0,0
10280023,0.902494,1.102494,0,0,0,0,0
10280024,0.902494,1.102494,0,0,0,0,0
10280025,0.902494,1.102494,0,0,0,0,0
10280026,0.902494,1.102494,0,0,0,0,0
10340000,0.902494,1.102494,0,0,0,0,0
10340001,0.902494,1.102494,0,0,0,0,0
10340002,0.902494,1.102494,0,0,0,0,0
10340003,0.902494,1.102494,0,0,0,0,0
10340004,0.902494,1.102494,0,0,0,0,0
10340005,0.902494,1.102494,0,0,0,0,0
10340006,0.902494,1.102494,0,0,0,0,0
10340007,0.902494,1.102494,0,0,0,0,0
10340008,0.902494,1.102494,0,0,0,0,0
10340009,0.902494,1.102494,0,0,0,0,0
10340010,0.902494,1.102494,0,0,0,0,0
10340011,0.902494,1.102494,0,0,0,0,0
10340012,0.902494,1.102494,0,0,0,0,0
10340013,0.902494,1.102494,0,0,0,0,0
10340014,0.902494,1.102494,0,0,0,0,0
10340015,0.902494,1.102494,0,0,0,0,0
10340016,0.902494,1.102494,0,0,0,0,0
10340017,0.902494,1.102494,0,0,0,0,0
10340018,0.902494,1.102494,0,0,0,0,0
10340019,0.902494,1.102494,0,0,0,0,0
10340020,0.902494,1.102494,0,0,0,0,0
10340021,0.902494,1.102494,0,0,0,0,0
10340022,0.902494,1.102494,0,0,0,0,0
10340023,0.902494,1.102494,0,0,0,0,0
10340024,0.902494,1.102494,0,0,0,0,0
10340025,0.902494,1.102494,0,0,0,0,0
10340026,0.902494,1.102494,0,0,0,0,0
10340027,0.902494,1.102494,0,0,0,0,0
10340028,0.902494,1.102494,0,0,0,0,0
10340029,0.902494,1.102494,0,0,0,0,0
10340030,0.902494,1.102494,0,0,0,0,0
10340031,0.902494,1.102494,0,0,0,0,0
10340032,0.902494,1.102494,0,0,0,0,0
10340033,0.902494,1.102494,0,0,0,0,0
10340034,0.902494,1.102494,0,0,0,0,0
10340035,0.902494,1.102494,0,0,0,0,0
10340036,0.902494,1.102494,0,0,0,0,0
10340037,0.902494,1.102494,0,0,0,0,0
10340038,0.902494,1.102494,0,0,0,0,0
10340039,0.902494,1.102494,0,0,0,0,0
10340040,0.902494,1.102494,0,0,0,0,0
10340041,0.902494,1.102494,0,0,0,0,0
10340042,0.902494,1.102494,0,0,0,0,0
10340043,0.902494,1.102494,0,0,0,0,0
10340044,0.902494,1.102494,0,0,0,0,0
10340045,0.902494,1.102494,0,0,0,0,0
10340046,0.902494,1.102494,0,0,0,0,0
10340047,0.902494,1.102494,0,0,0,0,0
10340048,0.902494,1.102494,0,0,0,0,0
10340049,0.902494,1.102494,0,0,0,0,0
10340050,0.902494,1.102494,0,0,0,0,0
10340051,0.902494,1.102494,0,0,0,0,0
10340052,0.902494,1.102494,0,0,0,0,0
10340053,0.902494,1.102494,0,0,0,0,0
10340054,0.902494,1.102494,0,0,0,0,0
10340055,0.902494,1.102494,0,0,0,0,0
10340056,0.902494,1.102494,0,0,0,0,0
10340057,0.902494,1.102494,0,0,0,0,0
10340058,0.902494,1.102494,0,0,0,0,0
10340059,0.902494,1.102494,0,0,0,0,0
10340060,0.902494,1.102494,0,0,0,0,0
10340061,0.902494,1.102494,0,0,0,0,0
10340062,0.902494,1.102494,0,0,0,0,0
10340063,0.902494,1.102494,0,0,0,0,0
10340064,0.902494,1.102494,0,0,0,0,0
10340065,0.902494,1.102494,0,0,0,0,0
10340066,0.902494,1.102494,0,0,0,0,0
10340067,0.902494,1.102494,0,0,0,0,0
10340068,0.902494,1.102494,0,0,0,0,0
10340069,0.902494,1.102494,0,0,0,0,0
10340070,0.902494,1.102494,0,0,0,0,0
10340071,0.902494,1.102494,0,0,0,0,0
10340072,0.902494,1.102494,0,0,0,0,0
10340073,0.902494,1.102494,0,0,0,0,0
10340074,0.902494,1.102494,0,0,0,0,0
10340075,0.902494,1.102494,0,0,0,0,0
10340076,0.902494,1.102494,0,0,0,0,0
10340077,0.902494,1.102494,0,0,0,0,0
10340078,0.902494,1.102494,0,0,0,0,0
10340079,0.902494,1.102494,0,0,0,0,0
10340080,0.902494,1.102494,0,0,0,0,0
10340081,0.902494,1.102494,0,0,0,0,0
10340082,0.902494,1.102494,0,0,0,0,0
10340083,0.902494,1.102494,0,0,0,0,0
10410000,0.9025,1.1025,0,0,0,0,0
10410001,0.9025,1.1025,0,0,0,0,0
10410002,0.9025,1.1025,0,0,0,0,0
10410003,0.9025,1.1025,0,0,0,0,0
10410004,0.9025,1.1025,0,0,0,0,0
10410005,0.9025,1.1025,0,0,0,0,0
10410006,0.9025,1.1025,0,0,0,0,0
10410007,0.9025,1.1025,0,0,0,0,0
10410008,0.9025,1.1025,0,0,0,0,0
10410009,0.9025,1.1025,0,0,0,0,0
10410010,0.9025,1.1025,0,0,0,0,0
10410011,0.9025,1.1025,0,0,0,0,0
10410012,0.9025,1.1025,0,0,0,0,0
10410013,0.9025,1.1025,0,0,0,0,0
10410014,0.9025,1.1025,0,0,0,0,0
10410015,0.9025,1.1025,0,0,0,0,0
10410016,0.9025,1.1025,0,0,0,0,0
10410017,0.9025,1.1025,0,0,0,0,0
10410018,0.9025,1.1025,0,0,0,0,0
10410019,0.9025,1.1025,0,0,0,0,0
10410020,0.9025,1.1025,0,0,0,0,0
10410021,0.9025,1.1025,0,0,0,0,0
10410022,0.9025,1.1025,0,0,0,0,0
10410023,0.9025,1.1025,0,0,0,0,0
10410024,0.9025,1.1025,0,0,0,0,0
10410025,0.9025,1.1025,0,0,0,0,0
10460000,0.9025,1.1025,0,0,0,0,0
10460001,0.9025,1.1025,0,0,0,0,0
10460002,0.9025,1.1025,0,0,0,0,0
10460003,0.9025,1.1025,0,0,0,0,0
10460004,0.9025,1.1025,0,0,0,0,0
10460005,0.9025,1.1025,0,0,0,0,0
10460006,0.9025,1.1025,0,0,0,0,0
10460007,0.9025,1.1025,0,0,0,0,0
10460008,0.9025,1.1025,0,0,0,0,0
10460009,0.9025,1.1025,0,0,0,0,0
10460010,0.9025,1.1025,0,0,0,0,0
10460011,0.9025,1.1025,0,0,0,0,0
10460012,0.9025,1.1025,0,0,0,0,0
10460013,0.9025,1.1025,0,0,0,0,0
10460014,0.9025,1.1025,0,0,0,0,0
10460015,0.9025,1.1025,0,0,0,0,0
10460016,0.9025,1.1025,0,0,0,0,0
10460017,0.9025,1.1025,0,0,0,0,0
10460018,0.9025,1.1025,0,0,0,0,0
10460019,0.9025,1.1025,0,0,0,0,0
10460020,0.9025,1.1025,0,0,0,0,0
10460021,0.9025,1.1025,0,0,0,0,0
10460022,0.9025,1.1025,0,0,0,0,0
10460023,0.9025,1.1025,0,0,0,0,0
10460024,0.9025,1.1025,0,0,0,0,0
10460025,0.9025,1.1025,0,0,0,0,0
10460026,0.9025,1.1025,0,0,0,0,0
10460027,0.9025,1.1025,0,0,0,0,0
10460028,0.9025,1.1025,0,0,0,0,0
10460029,0.9025,1.1025,0,0,0,0,0
10460030,0.9025,1.1025,0,0,0,0,0
10460031,0.9025,1.1025,0,0,0,0,0
10460032,0.9025,1.1025,0,0,0,0,0
10460033,0.9025,1.1025,0,0,0,0,0
10460034,0.9025,1.1025,0,0,0,0,0
10460035,0.9025,1.1025,0,0,0,0,0
10460036,0.9025,1.1025,0,0,0,0,0
10490000,0.9025,1.1025,0,0,0,0,0
10490001,0.9025,1.1025,0,0,0,0,0
10490002,0.9025,1.1025,0,0,0,0,0
10490003,0.9025,1.1025,0,0,0,0,0
10490004,0.9025,1.1025,0,0,0,0,0
10490005,0.9025,1.1025,0,0,0,0,0
10490006,0.9025,1.1025,0,0,0,0,0
10490007,0.9025,1.1025,0,0,0,0,0
10490008,0.9025,1.1025,0,0,0,0,0
10490009,0.9025,1.1025,0,0,0,0,0
10490010,0.9025,1.1025,0,0,0,0,0
10490011,0.9025,1.1025,0,0,0,0,0
10490012,0.9025,1.1025,0,0,0,0,0
10490013,0.9025,1.1025,0,0,0,0,0
10490014,0.9025,1.1025,0,0,0,0,0
10490015,0.9025,1.1025,0,0,0,0,0
10490016,0.9025,1.1025,0,0,0,0,0
10490017,0.9025,1.1025,0,0,0,0,0
10490018,0.9025,1.1025,0,0,0,0,0
10490019,0.9025,1.1025,0,0,0,0,0
10490020,0.9025,1.1025,0,0,0,0,0
10490021,0.9025,1.1025,0,0,0,0,0
10490022,0.9025,1.1025,0,0,0,0,0
10610000,0.9025,1.1025,0,0,0,0,0
10610001,0.9025,1.1025,0,0,0,0,0
10610002,0.9025,1.1025,0,0,0,0,0
10610003,0.9025,1.1025,0,0,0,0,0
10610004,0.9025,1.1025,0,0,0,0,0
10610005,0.9025,1.1025,0,0,0,0,0
10610006,0.9025,1.1025,0,0,0,0,0
10610007,0.9025,1.1025,0,0,0,0,0
10610008,0.9025,1.1025,0,0,0,0,0
10610009,0.9025,1.1025,0,0,0,0,0
10610010,0.9025,1.1025,0,0,0,0,0
10610011,0.9025,1.1025,0,0,0,0,0
10610012,0.9025,1.1025,0,0,0,0,0
10610013,0.9025,1.1025,0,0,0,0,0
10610014,0.9025,1.1025,0,0,0,0,0
10610015,0.9025,1.1025,0,0,0,0,0
10610016,0.9025,1.1025,0,0,0,0,0
10610017,0.9025,1.1025,0,0,0,0,0
10610018,0.9025,1.1025,0,0,0,0,0
10610019,0.9025,1.1025,0,0,0,0,0
10610020,0.9025,1.1025,0,0,0,0,0
10610021,0.9025,1.1025,0,0,0,0,0
10610022,0.9025,1.1025,0,0,0,0,0
10670000,0.902502,1.102508,0,0,0,0,0
10670001,0.902502,1.102508,0,0,0,0,0
10670002,0.902502,1.102508,0,0,0,0,0
10670003,0.902502,1.102508,0,0,0,0,0
10670004,0.902502,1.102508,0,0,0,0,0
10670005,0.902502,1.102508,0,0,0,0,0
10670006,0.902502,1.102508,0,0,0,0,0
10670007,0.902502,1.102508,0,0,0,0,0
10670008,0.902502,1.102508,0,0,0,0,0
10670009,0.902502,1.102508,0,0,0,0,0
10670010,0.902502,1.102508,0,0,0,0,0
10670011,0.902502,1.102508,0,0,0,0,0
10670012,0.902502,1.102508,0,0,0,0,0
10670013,0.902502,1.102508,0,0,0,0,0
10670014,0.902502,1.102508,0,0,0,0,0
10670015,0.902502,1.102508,0,0,0,0,0
10670016,0.902502,1.102508,0,0,0,0,0
10670017,0.902502,1.102508,0,0,0,0,0
10670018,0.902502,1.102508,0,0,0,0,0
10670019,0.902502,1.102508,0,0,0,0,0
10670020,0.902502,1.102508,0,0,0,0,0
10670021,0.902502,1.102508,0,0,0,0,0
10670022,0.902502,1.102508,0,0,0,0,0
10670023,0.902502,1.102508,0,0,0,0,0
10670024,0.902502,1.102508,0,0,0,0,0
10670025,0.902502,1.102508,0,0,0,0,0
10670026,0.902502,1.102508,0,0,0,0,0
10670027,0.902502,1.102508,0,0,0,0,0
10670028,0.902502,1.102508,0,0,0,0,0
10670029,0.902502,1.102508,0,0,0,0,0
10670030,0.902502,1.102508,0,0,0,0,0
10670031,0.902502,1.102508,0,0,0,0,0
10670032,0.902502,1.102508,0,0,0,0,0
10670033,0.902502,1.102508,0,0,0,0,0
10670034,0.902502,1.102508,0,0,0,0,0
10670035,0.902502,1.102508,0,0,0,0,0
10670036,0.902502,1.102508,0,0,0,0,0
10670037,0.902502,1.102508,0,0,0,0,0
10670038,0.902502,1.102508,0,0,0,0,0
10670039,0.902502,1.102508,0,0,0,0,0
10670040,0.902502,1.102508,0,0,0,0,0
10700000,0.902502,1.102508,0,0,0,0,0
10700001,0.902502,1.102508,0,0,0,0,0
10700002,0.902502,1.102508,0,0,0,0,0
10700003,0.902502,1.102508,0,0,0,0,0
10700004,0.902502,1.102508,0,0,0,0,0
10700005,0.902502,1.102508,0,0,0,0,0
10700006,0.902502,1.102508,0,0,0,0,0
10700007,0.902502,1.102508,0,0,0,0,0
10700008,0.902502,1.102508,0,0,0,0,0
10700009,0.902502,1.102508,0,0,0,0,0
10700010,0.902502,1.102508,0,0,0,0,0
10700011,0.902502,1.102508,0,0,0,0,0
10700012,0.902502,1.102508,0,0,0,0,0
10700013,0.902502,1.102508,0,0,0,0,0
10700014,0.902502,1.102508,0,0,0,0,0
10700015,0.902502,1.102508,0,0,0,0,0
10700016,0.902502,1.102508,0,0,0,0,0
10700017,0.902502,1.102508,0,0,0,0,0
10700018,0.902502,1.102508,0,0,0,0,0
10700019,0.902502,1.102508,0,0,0,0,0
10700020,0.902502,1.102508,0,0,0,0,0
10700021,0.902502,1.102508,0,0,0,0,0
10700022,0.902502,1.102508,0,0,0,0,0
10700023,0.902502,1.102508,0,0,0,0,0
10700024,0.902502,1.102508,0,0,0,0,0
10700025,0.902502,1.102508,0,0,0,0,0
10700026,0.902502,1.102508,0,0,0,0,0
10700027,0.902502,1.102508,0,0,0,0,0
10700028,0.902502,1.102508,0,0,0,0,0
10700029,0.902502,1.102508,0,0,0,0,0
10700030,0.902502,1.102508,0,0,0,0,0
10700031,0.902502,1.102508,0,0,0,0,0
10700032,0.902502,1.102508,0,0,0,0,0
10700033,0.902502,1.102508,0,0,0,0,0
10700034,0.902502,1.102508,0,0,0,0,0
