Node,forT,P,Q
22650015,90,0.0000000000,0.0000000000
22650015,91,0.0000000000,0.0000000000
22650015,92,0.0000000000,0.0000000000
22650016,89,-0.0039566351,0.0000000000
22650016,90,-0.0039599861,0.0000000000
22650016,91,-0.0039637498,0.0000000000
22650016,92,-0.0039678454,0.0000000000
22650017,89,1.6921477910,0.0000000000
22650017,90,1.8004489413,0.0000000000
22650017,91,1.7503163425,0.0000000000
22650017,92,1.7001837438,0.0000000000
22650018,89,-0.0039343964,0.0000000000
22650018,90,-0.0039375873,0.0000000000
22650018,91,-0.0039411971,0.0000000000
22650018,92,-0.0039451485,0.0000000000
22650019,89,-0.0016500000,0.0000000000
22650019,90,-0.0011000000,0.0000000000
22650019,91,-0.0001113333,0.0000000000
22650019,92,0.0000000000,0.0000000000
22650020,89,-0.0016666667,0.0000000000
22650020,90,-0.0016666667,0.0000000000
22650020,91,-0.0016666667,0.0000000000
22650020,92,-0.0147809524,0.0000000000
22650021,89,-0.0416528345,-0.0123900864
22650021,90,-0.0408941097,-0.0121395388
22650021,91,-0.0401357955,-0.0118889911
22650021,92,-0.0393778056,-0.0116384435
22650022,89,0.0000000000,0.0000000000
22650022,90,0.0000000000,0.0000000000
22650022,91,0.0000000000,0.0000000000
22650022,92,0.0000000000,0.0000000000
22650023,89,-0.0066406963,0.0000000000
22650023,90,-0.0066458334,0.0000000000
22650023,91,-0.0066516543,0.0000000000
22650023,92,-0.0066580388,0.0000000000
22650024,89,-0.0042120008,0.0000000000
22650024,90,-0.0042668937,0.0000000000
22650024,91,-0.0042987863,0.0000000000
22650024,92,-0.0043212350,0.0000000000
22650025,89,0.0000000000,0.0000000000
22650025,90,0.0000000000,0.0000000000
22650025,91,0.0000000000,0.0000000000
22650025,92,0.0000000000,0.0000000000
22650026,89,-0.0067777135,0.0000000000
22650026,90,-0.0066693890,0.0000000000
22650026,91,-0.0066728405,0.0000000000
22650026,92,-0.0069391641,0.0000000000
22650027,89,0.0000000000,0.0000000000
22650027,90,0.0000000000,0.0000000000
22650027,91,0.0000000000,0.0000000000
22650027,92,0.0000000000,0.0000000000
22650028,89,0.0000000000,0.0000000000
22650028,90,0.0000000000,0.0000000000
22650028,91,0.0000000000,0.0000000000
22650028,92,0.0000000000,0.0000000000
22650029,89,-0.0376960317,-0.0123900864
22650029,90,-0.0369337567,-0.0121395388
22650029,91,-0.0361714818,-0.0118889911
22650029,92,-0.0354092068,-0.0116384435
22650030,89,-0.1196445418,-0.0371702593
22650030,90,-0.1173773985,-0.0364186163
22650030,91,-0.1148035629,-0.0356669734
22650030,92,-0.1123729351,-0.0349153304
22650031,89,-0.0029166667,0.0000000000
22650031,90,-0.0029166667,0.0000000000
22650031,91,-0.0029166667,0.0000000000
22650031,92,-0.0029166667,0.0000000000
22650032,89,-0.0376960317,-0.0123900864
22650032,90,-0.0369337567,-0.0121395388
22650032,91,-0.0361714818,-0.0118889911
22650032,92,-0.0354092068,-0.0116384435
22650033,89,-0.0021967834,0.0000000000
22650033,90,-0.0021984574,0.0000000000
22650033,91,-0.0022003689,0.0000000000
22650033,92,-0.0022024773,0.0000000000
22650034,89,0.0000000000,0.0000000000
22650034,90,0.0000000000,0.0000000000
22650034,91,0.0000000000,0.0000000000
22650034,92,0.0000000000,0.0000000000
22650035,89,-0.0484608035,-0.0138900864
22650035,90,-0.0477021425,-0.0136395388
22650035,91,-0.0469440319,-0.0133889911
22650035,92,-0.0461863925,-0.0131384435
22650036,89,0.0000000000,0.0000000000
22650036,90,0.0000000000,0.0000000000
22650036,91,0.0000000000,0.0000000000
22650036,92,0.0000000000,0.0000000000
22650037,89,-0.0427894078,-0.0123900864
22650037,90,-0.0420827206,-0.0121395388
22650037,91,-0.0413531198,-0.0118889911
22650037,92,-0.0406141477,-0.0116384435
22650038,89,-0.0376960317,-0.0123900864
22650038,90,-0.0369337567,-0.0121395388
22650038,91,-0.0361714818,-0.0118889911
22650038,92,-0.0354092068,-0.0116384435
22650039,89,0.7541273575,-0.3221422477
22650039,90,0.8841663384,-0.3156280084
22650039,91,0.8543244919,-0.3091137691
22650039,92,0.8245261146,-0.3025995297
22650040,89,-0.0753920634,-0.0247801729
22650040,90,-0.0738675135,-0.0242790776
22650040,91,-0.0723429635,-0.0237779822
22650040,92,-0.0708184136,-0.0232768869
22650041,89,-0.0894041761,-0.0138900864
22650041,90,-0.0889859823,-0.0136395388
22650041,91,-0.0878376899,-0.0133889911
22650041,92,-0.0945608766,-0.0131384435
22650042,89,8.0365746633,-11.6991812615
22650042,90,11.7673824382,-11.4636664559
22650042,91,11.1083319946,-11.2281516503
22650042,92,10.1361545481,-10.9926368447
22660000,89,-0.0061818188,0.0000000000
22660000,90,-0.0061871826,0.0000000000
22660000,91,-0.0061961440,0.0000000000
22660000,92,-0.0062085300,0.0000000000
22660001,89,-0.0400756257,-0.0126244143
22660001,90,-0.0392989342,-0.0123691282
22660001,91,-0.0385222427,-0.0121138420
22660001,92,-0.0377455511,-0.0118585559
22660002,89,-0.0045547578,0.0000000000
22660002,90,-0.0041979426,0.0000000000
22660002,91,-0.0042015710,0.0000000000
22660002,92,-0.0042055674,0.0000000000
22660003,89,-0.0384089590,-0.0126244143
22660003,90,-0.0376322675,-0.0123691282
22660003,91,-0.0368555760,-0.0121138420
22660003,92,-0.0360788845,-0.0118585559
22660004,89,-0.0811269260,-0.0252488286
22660004,90,-0.0795754481,-0.0247382563
22660004,91,-0.0780242078,-0.0242276840
22660004,92,-0.0764731579,-0.0237171117
22660005,89,0.0000000000,0.0000000000
22660005,90,0.0000000000,0.0000000000
22660005,91,0.0000000000,0.0000000000
22660005,92,0.0000000000,0.0000000000
22660006,89,-0.0785098619,-0.0252488286
22660006,90,-0.0769575189,-0.0247382563
22660006,91,-0.0754053389,-0.0242276840
22660006,92,-0.0738533016,-0.0237171117
22660007,89,-0.0448856968,-0.0126244143
22660007,90,-0.0440998512,-0.0123691282
22660007,91,-0.0430346136,-0.0121138420
22660007,92,-0.0423565563,-0.0118585559
22660008,89,-0.0384089590,-0.0126244143
22660008,90,-0.0376322675,-0.0123691282
22660008,91,-0.0368555760,-0.0121138420
22660008,92,-0.0360788845,-0.0118585559
22660009,89,-0.0384089590,-0.0126244143
22660009,90,-0.0376322675,-0.0123691282
22660009,91,-0.0368555760,-0.0121138420
22660009,92,-0.0360788845,-0.0118585559
22660010,89,1.6893839661,-0.0141244143
22660010,90,1.7984000424,-0.0138691282
22660010,91,1.7494753639,-0.0136138420
22660010,92,1.6999411543,-0.0133585559
22660011,89,0.0000000000,0.0000000000
22660011,90,0.0000000000,0.0000000000
22660011,91,0.0000000000,0.0000000000
22660011,92,0.0000000000,0.0000000000
22660012,89,-0.0396589590,-0.0126244143
22660012,90,-0.0388822675,-0.0123691282
22660012,91,-0.0381055760,-0.0121138420
22660012,92,-0.0373288845,-0.0118585559
22660013,89,-0.0768179180,-0.0252488286
22660013,90,-0.0752645350,-0.0247382563
22660013,91,-0.0737111520,-0.0242276840
22660013,92,-0.0721577689,-0.0237171117
22660014,89,0.2876656717,-0.0252488286
22660014,90,0.3130390085,-0.0247382563
22660014,91,0.3035560667,-0.0242276840
22660014,92,0.2940724022,-0.0237171117
22660015,89,-0.0384089590,-0.0126244143
22660015,90,-0.0376322675,-0.0123691282
22660015,91,-0.0369073093,-0.0121138420
22660015,92,-0.0361588971,-0.0118585559
22660016,89,0.0000000000,0.0000000000
22660016,90,0.0000000000,0.0000000000
22660016,91,0.0000000000,0.0000000000
22660016,92,0.0000000000,0.0000000000
22660017,89,-0.1152268770,-0.0378732430
22660017,90,-0.1128968025,-0.0371073845
22660017,91,-0.1105667280,-0.0363415260
22660017,92,-0.1082366534,-0.0355756676
22660018,89,0.0000000000,0.0000000000
22660018,90,0.0000000000,0.0000000000
22660018,91,0.0000000000,0.0000000000
22660018,92,0.0000000000,0.0000000000
22660019,89,-0.0470459794,-0.0126244143
22660019,90,-0.0459139058,-0.0123691282
22660019,91,-0.0451424917,-0.0121138420
22660019,92,-0.0443716275,-0.0118585559
22660020,89,-0.0768179180,-0.0252488286
22660020,90,-0.0752645350,-0.0247382563
22660020,91,-0.0737111520,-0.0242276840
22660020,92,-0.0721577689,-0.0237171117
22660021,89,-0.0431227712,-0.0126244143
22660021,90,-0.0413586044,-0.0123691282
22660021,91,-0.0404719614,-0.0121138420
22660021,92,-0.0462539612,-0.0118585559
22660022,89,0.0000000000,0.0000000000
22660022,90,0.0000000000,0.0000000000
22660022,91,0.0000000000,0.0000000000
22660022,92,0.0000000000,0.0000000000
22660023,89,0.0000000000,0.0000000000
22660023,90,0.0000000000,0.0000000000
22660023,91,0.0000000000,0.0000000000
22660023,92,0.0000000000,0.0000000000
22660024,89,1.7370139857,0.0000000000
22660024,90,1.8480226575,0.0000000000
22660024,91,1.7966367569,0.0000000000
22660024,92,1.7452508110,0.0000000000
22660025,89,-0.0384089590,-0.0126244143
22660025,90,-0.0376322675,-0.0123691282
22660025,91,-0.0369073093,-0.0121138420
22660025,92,-0.0361588971,-0.0118585559
22660026,89,-0.0406057425,-0.0126244143
22660026,90,-0.0398307249,-0.0123691282
22660026,91,-0.0390559449,-0.0121138420
22660026,92,-0.0382813618,-0.0118585559
22660027,89,-0.0091921520,-0.0015000000
22660027,90,-0.0091932935,-0.0015000000
22660027,91,-0.0091946080,-0.0015000000
22660027,92,-0.0091960708,-0.0015000000
22660028,89,-0.0385074297,-0.0126244143
22660028,90,-0.0377982522,-0.0123691282
22660028,91,-0.0368555760,-0.0121138420
22660028,92,-0.0360788845,-0.0118585559
22660029,89,-0.0384089590,-0.0126244143
22660029,90,-0.0376322675,-0.0123691282
22660029,91,-0.0368555760,-0.0121138420
22660029,92,-0.0360788845,-0.0118585559
22660030,89,-0.0384089590,-0.0126244143
22660030,90,-0.0376322675,-0.0123691282
22660030,91,-0.0368555760,-0.0121138420
22660030,92,-0.0360788845,-0.0118585559
22660031,89,-0.0054768662,0.0000000000
22660031,90,-0.0054654025,0.0000000000
22660031,91,-0.0051741401,0.0000000000
22660031,92,-0.0052697005,0.0000000000
22660032,89,-0.0423556271,-0.0126244143
22660032,90,-0.0415820437,-0.0123691282
22660032,91,-0.0408088836,-0.0121138420
22660032,92,-0.0400360713,-0.0118585559
22660033,89,0.0000000000,0.0000000000
22660033,90,0.0000000000,0.0000000000
22660033,91,0.0000000000,0.0000000000
22660033,92,0.0000000000,0.0000000000
22660034,89,-0.0462067579,-0.0126244143
22660034,90,-0.0454348722,-0.0123691282
22660034,91,-0.0446636451,-0.0121138420
22660034,92,-0.0438929597,-0.0118585559
22660035,89,0.0000000000,0.0000000000
22660035,90,0.0000000000,0.0000000000
22660035,91,0.0000000000,0.0000000000
22660035,92,0.0000000000,0.0000000000
22660036,89,0.0000000000,0.0000000000
22660036,90,0.0000000000,0.0000000000
22660036,91,0.0000000000,0.0000000000
22660036,92,0.0000000000,0.0000000000
22660037,89,0.0000000000,0.0000000000
22660037,90,0.0000000000,0.0000000000
22660037,91,0.0000000000,0.0000000000
22660037,92,0.0000000000,0.0000000000
22660038,89,-0.0001493333,0.0000000000
22660038,90,0.0000000000,0.0000000000
22660038,91,0.0000000000,0.0000000000
22660038,92,0.0000000000,0.0000000000
22660039,89,0.0000000000,0.0000000000
22660039,90,0.0000000000,0.0000000000
22660039,91,0.0000000000,0.0000000000
22660039,92,0.0000000000,0.0000000000
22660040,89,0.9122818012,-0.3787324297
22660040,90,1.0655936620,-0.3710738451
22660040,91,1.0293461946,-0.3634152604
22660040,92,0.9906682840,-0.3557566757
22660041,89,0.0000000000,0.0000000000
22660041,90,0.0000000000,0.0000000000
22660041,91,0.0000000000,0.0000000000
22660041,92,0.0000000000,0.0000000000
22660042,89,0.2982110653,-0.0015000000
22660042,90,0.3219931295,-0.0015000000
22660042,91,0.3109139669,-0.0015000000
22660042,92,0.2995675446,-0.0015000000
22660043,89,-7.6603601431,-11.9209494651
22660043,90,-4.8611690249,-11.6809804787
22660043,91,-5.0630237731,-11.4410114924
22660043,92,-5.5377210711,-11.2010425061
22670000,89,-0.0512425903,-0.0167837341
22670000,90,-0.0501779447,-0.0164443398
22670000,91,-0.0491177769,-0.0161049454
22670000,92,-0.0480595703,-0.0157655511
22670001,89,-0.0538665210,-0.0167837341
22670001,90,-0.0528354172,-0.0164443398
22670001,91,-0.0518045247,-0.0161049454
22670001,92,-0.0510671413,-0.0157655511
22670002,89,-0.0026132307,0.0000000000
22670002,90,-0.0026147104,0.0000000000
22670002,91,-0.0026164204,0.0000000000
22670002,92,-0.0026183271,0.0000000000
22670003,89,0.0000000000,0.0000000000
22670003,90,0.0000000000,0.0000000000
22670003,91,0.0000000000,0.0000000000
22670003,92,0.0000000000,0.0000000000
22670004,89,-0.0036908295,0.0000000000
22670004,90,-0.0036935979,0.0000000000
22670004,91,-0.0036967600,0.0000000000
22670004,92,-0.0037002504,0.0000000000
22670005,89,-0.2076834306,-0.0671349365
22670005,90,-0.2035556828,-0.0657773591
22670005,91,-0.1994282930,-0.0644197817
22670005,92,-0.1953012013,-0.0630622042
22670006,89,-0.0539800855,-0.0167837341
22670006,90,-0.0529475003,-0.0164443398
22670006,91,-0.0519149150,-0.0161049454
22670006,92,-0.0508823298,-0.0157655511
22670007,89,-0.0005600000,0.0000000000
22670007,90,-0.0002666667,0.0000000000
22670007,91,-0.0003600000,0.0000000000
22670007,92,-0.0000517333,0.0000000000
22670008,89,-0.0021965640,0.0000000000
22670008,90,-0.0021980438,0.0000000000
22670008,91,-0.0021997537,0.0000000000
22670008,92,-0.0022016604,0.0000000000
22670009,89,-0.0041215843,0.0000000000
22670009,90,-0.0041513467,0.0000000000
22670009,91,-0.0041715006,0.0000000000
22670009,92,-0.0042408882,0.0000000000
22670010,89,0.6059255909,-0.0167837341
22670010,90,0.5922351405,-0.0164443398
22670010,91,0.5788241324,-0.0161049454
22670010,92,0.5518928473,-0.0157655511
22670011,89,-0.0510634188,-0.0167837341
22670011,90,-0.0500308336,-0.0164443398
22670011,91,-0.0489982484,-0.0161049454
22670011,92,-0.0479656631,-0.0157655511
22670012,89,0.0000000000,0.0000000000
22670012,90,0.0000000000,0.0000000000
22670012,91,0.0000000000,0.0000000000
22670012,92,0.0000000000,0.0000000000
22670013,89,-0.0510634188,-0.0167837341
22670013,90,-0.0500308336,-0.0164443398
22670013,91,-0.0489982484,-0.0161049454
22670013,92,-0.0479656631,-0.0157655511
22670014,89,-0.0583056656,-0.0167837341
22670014,90,-0.0572781062,-0.0164443398
22670014,91,-0.0562512192,-0.0161049454
22670014,92,-0.0552248849,-0.0157655511
22670015,89,-0.0510634188,-0.0167837341
22670015,90,-0.0500308336,-0.0164443398
22670015,91,-0.0489982484,-0.0161049454
22670015,92,-0.0479656631,-0.0157655511
22670016,89,-0.0004166667,0.0000000000
22670016,90,-0.0004166667,0.0000000000
22670016,91,-0.0004166667,0.0000000000
22670016,92,-0.0004166667,0.0000000000
22670017,89,0.0000000000,0.0000000000
22670017,90,0.0000000000,0.0000000000
22670017,91,0.0000000000,0.0000000000
22670017,92,0.0000000000,0.0000000000
22670018,89,0.0000000000,0.0000000000
22670018,90,0.0000000000,0.0000000000
22670018,91,0.0000000000,0.0000000000
22670018,92,0.0000000000,0.0000000000
22670019,89,2.2080961705,0.0000000000
22670019,90,2.1589857193,0.0000000000
22670019,91,2.1098750498,0.0000000000
22670019,92,2.0169870883,0.0000000000
22670020,89,0.0000000000,0.0000000000
22670020,90,0.0000000000,0.0000000000
22670020,91,0.0000000000,0.0000000000
22670020,92,0.0000000000,0.0000000000
22670021,89,-0.0152062589,-0.0030000000
22670021,90,-0.0152092468,-0.0030000000
22670021,91,-0.0152126522,-0.0030000000
22670021,92,-0.0217735476,-0.0030000000
22670022,89,0.0000000000,0.0000000000
22670022,90,0.0000000000,0.0000000000
22670022,91,0.0000000000,0.0000000000
22670022,92,0.0000000000,0.0000000000
22670023,89,0.0000000000,0.0000000000
22670023,90,0.0000000000,0.0000000000
22670023,91,0.0000000000,0.0000000000
22670023,92,0.0000000000,0.0000000000
22670024,89,-0.0510634188,-0.0167837341
22670024,90,-0.0500308336,-0.0164443398
22670024,91,-0.0489982484,-0.0161049454
22670024,92,-0.0479656631,-0.0157655511
22670025,89,-0.0087752772,-0.0015000000
22670025,90,-0.0087763173,-0.0015000000
22670025,91,-0.0087775203,-0.0015000000
22670025,92,-0.0087788660,-0.0015000000
22670026,89,-0.0020833333,0.0000000000
22670026,90,-0.0020833333,0.0000000000
22670026,91,-0.0020833333,0.0000000000
22670026,92,-0.0020833333,0.0000000000
22670027,89,0.3889304556,-0.0167837341
22670027,90,0.3801399019,-0.0164443398
22670027,91,0.3713491361,-0.0161049454
22670027,92,0.3538027664,-0.0157655511
22670028,89,0.0000000000,0.0000000000
22670028,90,0.0000000000,0.0000000000
22670028,91,0.0000000000,0.0000000000
22670028,92,0.0000000000,0.0000000000
22670029,89,2.4860828304,-0.0167837341
22670029,90,2.4306373720,-0.0164443398
22670029,91,2.3751914517,-0.0161049454
22670029,92,2.2694014524,-0.0157655511
22670030,89,-0.1021268377,-0.0335674683
22670030,90,-0.1000616672,-0.0328886795
22670030,91,-0.0979964967,-0.0322098908
22670030,92,-0.0959830596,-0.0315311021
22670031,89,0.9303725541,-0.4195933531
22670031,90,0.9082390254,-0.4111084942
22670031,91,0.8843586870,-0.4026236354
22670031,92,0.8147324238,-0.3941387765
22670032,89,-0.0965283769,-0.0030000000
22670032,90,-0.0965736567,-0.0030000000
22670032,91,-0.0966251260,-0.0030000000
22670032,92,-0.1108460133,-0.0030000000
22670033,89,-1.2950489930,-16.1568172919
22670033,90,-1.4580631174,-15.8316774994
22670033,91,-1.6361308289,-15.5065377069
22670033,92,-3.2971812202,-15.1813979144
22690000,89,-0.0282946064,-0.0034563362
22690000,90,-0.0280151708,-0.0033864434
22690000,91,-0.0277853449,-0.0033165507
22690000,92,-0.0273220023,-0.0032466580
22690001,89,0.6633529871,-0.0103690085
22690001,90,0.6530515316,-0.0101593303
22690001,91,0.6427500762,-0.0099496521
22690001,92,0.6324486208,-0.0097399740
22690002,89,0.6841764872,0.0000000000
22690002,90,0.6733426020,0.0000000000
22690002,91,0.6623965300,0.0000000000
22690002,92,0.6511872399,0.0000000000
22690003,89,0.0000000000,0.0000000000
22690003,90,0.0000000000,0.0000000000
22690003,91,0.0000000000,0.0000000000
22690003,92,0.0000000000,0.0000000000
22690004,89,-0.0111290112,-0.0034563362
22690004,90,-0.0105030338,-0.0033864434
22690004,91,-0.0106637230,-0.0033165507
22690004,92,-0.0104377456,-0.0032466580
22690005,89,0.0000000000,0.0000000000
22690005,90,0.0000000000,0.0000000000
22690005,91,0.0000000000,0.0000000000
22690005,92,0.0000000000,0.0000000000
22690006,89,0.6726186649,-0.0069126723
22690006,90,0.6621045654,-0.0067728869
22690006,91,0.6515904659,-0.0066331014
22690006,92,0.6410763664,-0.0064933160
22690007,89,0.5269865618,-0.0069126723
22690007,90,0.5186545048,-0.0067728869
22690007,91,0.5103216200,-0.0066331014
22690007,92,0.5019880433,-0.0064933160
22690008,89,0.6642971802,-0.0069126723
22690008,90,0.6551700733,-0.0067728869
22690008,91,0.6451325672,-0.0066331014
22690008,92,0.6357666624,-0.0064933160
22690009,89,0.0261779791,-0.0069126723
22690009,90,0.0258010455,-0.0067728869
22690009,91,0.0254241119,-0.0066331014
22690009,92,0.0182275354,-0.0064933160
22690010,89,-0.0429382221,-0.0118690085
22690010,90,-0.0423044743,-0.0116593303
22690010,91,-0.0416713834,-0.0114496521
22690010,92,-0.0410388574,-0.0112399740
22690011,89,-0.0717045587,-0.0207380170
22690011,90,-0.0704352031,-0.0203186607
22690011,91,-0.0691667685,-0.0198993043
22690011,92,-0.0678990985,-0.0194799479
22690012,89,1.2297886815,-0.0069126723
22690012,90,1.2105230718,-0.0067728869
22690012,91,1.1912574622,-0.0066331014
22690012,92,1.1719918526,-0.0064933160
22690013,89,-0.0516232994,-0.0138253447
22690013,90,-0.0507802489,-0.0135457738
22690013,91,-0.0499381729,-0.0132662029
22690013,92,-0.0490968981,-0.0129866319
22690014,89,-0.0326470336,-0.0103690085
22690014,90,-0.0310204347,-0.0101593303
22690014,91,-0.0305645025,-0.0099496521
22690014,92,-0.0302465702,-0.0097399740
22690015,89,-0.0371966848,-0.0103690085
22690015,90,-0.0366559921,-0.0101593303
22690015,91,-0.0356625331,-0.0099496521
22690015,92,-0.0350295512,-0.0097399740
22690016,89,-0.0153756905,-0.0034563362
22690016,90,-0.0147681711,-0.0033864434
22690016,91,-0.0149963744,-0.0033165507
22690016,92,-0.0211615552,-0.0032466580
22690017,89,-0.0272813557,-0.0084126723
22690017,90,-0.0268560676,-0.0082728869
22690017,91,-0.0267241128,-0.0081331014
22690017,92,-0.0334384675,-0.0079933160
22690018,89,-0.0288538404,-0.0069126723
22690018,90,-0.0284341579,-0.0067728869
22690018,91,-0.0280153010,-0.0066331014
22690018,92,-0.0275971402,-0.0064933160
22690019,89,-0.0315523670,-0.0103690085
22690019,90,-0.0309091014,-0.0101593303
22690019,91,-0.0302711691,-0.0099496521
22690019,92,-0.0296332369,-0.0097399740
22690020,89,-0.0624254653,-0.0153253447
22690020,90,-0.0615836965,-0.0150457738
22690020,91,-0.0607431706,-0.0147662029
22690020,92,-0.0664608290,-0.0144866319
22690021,89,-0.0420627115,-0.0138253447
22690021,90,-0.0441068018,-0.0135457738
22690021,91,-0.0420115589,-0.0132662029
22690021,92,-0.0406109825,-0.0129866319
22690022,89,-0.0420627115,-0.0138253447
22690022,90,-0.0412121352,-0.0135457738
22690022,91,-0.0403615589,-0.0132662029
22690022,92,-0.0395109825,-0.0129866319
22690023,89,0.5367581855,-0.0034563362
22690023,90,0.5282123054,-0.0033864434
22690023,91,0.5196655168,-0.0033165507
22690023,92,0.5111179884,-0.0032466580
22690024,89,0.6633529871,-0.0103690085
22690024,90,0.6530515316,-0.0101593303
22690024,91,0.6427500762,-0.0099496521
22690024,92,0.6324486208,-0.0097399740
22690025,89,-0.0176277881,-0.0034563362
22690025,90,-0.0174185305,-0.0033864434
22690025,91,-0.0172097219,-0.0033165507
22690025,92,-0.0172637795,-0.0032466580
22690026,89,-0.0269739703,-0.0069126723
22690026,90,-0.0265533247,-0.0067728869
22690026,91,-0.0261333152,-0.0066331014
22690026,92,-0.0260071630,-0.0064933160
22690027,89,0.0000000000,0.0000000000
22690027,90,0.0000000000,0.0000000000
22690027,91,0.0000000000,0.0000000000
22690027,92,0.0000000000,0.0000000000
22690028,89,-0.0466879485,-0.0138253447
22690028,90,-0.0458385338,-0.0135457738
22690028,91,-0.0449892945,-0.0132662029
22690028,92,-0.0441402055,-0.0129866319
22690029,89,0.0000000000,0.0000000000
22690029,90,0.0000000000,0.0000000000
22690029,91,0.0000000000,0.0000000000
22690029,92,0.0000000000,0.0000000000
22690030,89,-0.0383648399,-0.0103690085
22690030,90,-0.0377315567,-0.0101593303
22690030,91,-0.0370989687,-0.0099496521
22690030,92,-0.0364669750,-0.0097399740
22690031,89,0.0991917898,-0.1659041363
22690031,90,0.0978967791,-0.1625492853
22690031,91,0.0996701411,-0.1591944343
22690031,92,0.0979339444,-0.1558395832
22690032,89,-0.0315470336,-0.0103690085
22690032,90,-0.0309091014,-0.0101593303
22690032,91,-0.0302711691,-0.0099496521
22690032,92,-0.0296332369,-0.0097399740
22690033,89,-0.0210313557,-0.0069126723
22690033,90,-0.0206060676,-0.0067728869
22690033,91,-0.0201807794,-0.0066331014
22690033,92,-0.0197554913,-0.0064933160
22690034,89,-0.0671687888,-0.0084126723
22690034,90,-0.0668453711,-0.0082728869
22690034,91,-0.0660698047,-0.0081331014
22690034,92,-0.0792945095,-0.0079933160
22690035,89,14.6000315235,-3.0762068232
22690035,90,14.3819402447,-3.0149108995
22690035,91,14.1504596695,-2.9536149758
22690035,92,13.7538226870,-2.8923190521
22700000,89,-0.0214352463,0.0000000000
22700000,90,-0.0208442885,0.0000000000
22700000,91,-0.0202694545,0.0000000000
22700000,92,-0.0262488593,0.0000000000
22700001,89,-0.0004166667,0.0000000000
22700001,90,-0.0004166667,0.0000000000
22700001,91,-0.0004166667,0.0000000000
22700001,92,-0.0004166667,0.0000000000
22700002,89,-0.0499940279,-0.0164322423
22700002,90,-0.0489830674,-0.0160999557
22700002,91,-0.0479721070,-0.0157676691
22700002,92,-0.0469611466,-0.0154353825
22700003,89,0.4860133380,0.0000000000
22700003,90,0.4783557718,0.0000000000
22700003,91,0.4706981986,0.0000000000
22700003,92,0.4630406255,0.0000000000
22700004,89,0.0000000000,0.0000000000
22700004,90,0.0000000000,0.0000000000
22700004,91,0.0000000000,0.0000000000
22700004,92,0.0000000000,0.0000000000
22700005,89,-0.0551837333,-0.0164322423
22700005,90,-0.0541759349,-0.0160999557
22700005,91,-0.0531685570,-0.0157676691
22700005,92,-0.0521615231,-0.0154353825
22700006,89,-0.0166646760,-0.0054774141
22700006,90,-0.0163276891,-0.0053666519
22700006,91,-0.0159907023,-0.0052558897
22700006,92,-0.0156537155,-0.0051451275
22700007,89,3.0386698701,-0.0054774141
22700007,90,2.9908719072,-0.0053666519
22700007,91,2.9430736597,-0.0052558897
22700007,92,2.8952752124,-0.0051451275
22700008,89,-0.0199760093,-0.0054774141
22700008,90,-0.0183943558,-0.0053666519
22700008,91,-0.0175073690,-0.0052558897
22700008,92,-0.0161817155,-0.0051451275
22700009,89,-0.0170813426,-0.0054774141
22700009,90,-0.0167443558,-0.0053666519
22700009,91,-0.0164073690,-0.0052558897
22700009,92,-0.0160703822,-0.0051451275
22700010,89,0.0000000000,0.0000000000
22700010,90,0.0000000000,0.0000000000
22700010,91,0.0000000000,0.0000000000
22700010,92,0.0000000000,0.0000000000
22700011,89,-0.0170813426,-0.0054774141
22700011,90,-0.0167443558,-0.0053666519
22700011,91,-0.0164073690,-0.0052558897
22700011,92,-0.0160703822,-0.0051451275
22700012,89,-0.0061429481,0.0000000000
22700012,90,-0.0061474145,0.0000000000
22700012,91,-0.0061525061,0.0000000000
22700012,92,-0.0061581224,0.0000000000
22700013,89,-0.0190680048,-0.0054774141
22700013,90,-0.0187326710,-0.0053666519
22700013,91,-0.0183975496,-0.0052558897
22700013,92,-0.0180626002,-0.0051451275
22700014,89,0.0000000000,0.0000000000
22700014,90,0.0000000000,0.0000000000
22700014,91,0.0000000000,0.0000000000
22700014,92,0.0000000000,0.0000000000
22700015,89,-0.0338573519,-0.0109548282
22700015,90,-0.0330720450,-0.0107333038
22700015,91,-0.0323980713,-0.0105117794
22700015,92,-0.0317240977,-0.0102902550
22700016,89,0.0000000000,0.0000000000
22700016,90,0.0000000000,0.0000000000
22700016,91,0.0000000000,0.0000000000
22700016,92,0.0000000000,0.0000000000
22700017,89,-0.3445548391,-0.0985934539
22700017,90,-0.3376167777,-0.0965997341
22700017,91,-0.3340570968,-0.0946060144
22700017,92,-0.3317203662,-0.0926122947
22700018,89,0.0000000000,0.0000000000
22700018,90,0.0000000000,0.0000000000
22700018,91,0.0000000000,0.0000000000
22700018,92,0.0000000000,0.0000000000
22700019,89,-0.0207742864,-0.0015000000
22700019,90,-0.0207772381,-0.0015000000
22700019,91,-0.0207805684,-0.0015000000
22700019,92,-0.0210467087,-0.0015000000
22700020,89,46.7438895484,-5.3516368524
22700020,90,46.0513205193,-5.2444190362
22700020,91,45.3460214578,-5.1372012201
22700020,92,44.3515572999,-5.0299834040
22710000,89,33.0822158632,-8.7797133845
22710000,90,32.6435626128,-8.6032046272
22710000,91,32.1939047451,-8.4266958699
22710000,92,31.4630769743,-8.2501871126
22720000,89,0.4648797741,-0.0015000000
22720000,90,0.4576211593,-0.0015000000
22720000,91,0.4503559029,-0.0015000000
22720000,92,0.4430906013,-0.0015000000
