Node,QtBids,QBid,QBidSeg,forT,QuantityLoQ,PriceLoQ,QuantityHiQ,PriceHiQ,Xlb,Xub,AlphaOmegaSet,NoNewAct,solution
10060047,157,519,587,3,0,-3,-0.121911183,-3,0,1,0,0,1.26E-08
10060047,157,520,588,4,0,-3,-0.144747534,-3,0,1,0,0,1.11E-08
10060048,158,521,589,1,0,-3,-0.051840982,-3,0,1,0,0,3.39E-08
10060048,158,522,590,2,0,-3,-0.056667212,-3,0,1,0,0,3.05E-08
10060048,158,523,591,3,0,-3,-0.064046582,-3,0,1,0,0,2.71E-08
10060048,158,524,592,4,0,-3,-0.076043761,-3,0,1,0,0,2.09E-08
10060049,159,525,593,1,0,-4.7,-0.291921501,-4.7,0,1,0,0,5.26E-09
10060049,159,525,594,1,-0.291921501,-3,-0.419940834,-3,0,1,0,0,1.25E-08
10060049,159,526,595,2,0,-4.7,-0.319098459,-4.7,0,1,0,0,4.92E-09
10060049,159,526,596,2,-0.319098459,-3,-0.459035983,-3,0,1,0,0,1.12E-08
10060049,159,527,597,3,0,-4.7,-0.360652395,-4.7,0,1,0,0,4.51E-09
10060049,159,527,598,3,-0.360652395,-3,-0.518812992,-3,0,1,0,0,1.00E-08
10060049,159,528,599,4,0,-4.7,-0.428209648,-4.7,0,1,0,0,4.00E-09
10060049,159,528,600,4,-0.428209648,-3,-0.61599682,-3,0,1,0,0,8.93E-09
10060050,160,529,601,1,0,-3,-0.107778205,-3,0,1,0,0,1.50E-08
10060050,160,530,602,2,0,-3,-0.117812011,-3,0,1,0,0,1.35E-08
10060050,160,531,603,3,0,-3,-0.133153836,-3,0,1,0,0,1.17E-08
10060050,160,532,604,4,0,-3,-0.158096156,-3,0,1,0,0,1.04E-08
10060051,161,533,605,1,0,-3,-0.096571987,-3,0,1,0,0,1.66E-08
10060051,161,534,606,2,0,-3,-0.10556253,-3,0,1,0,0,1.49E-08
10060051,161,535,607,3,0,-3,-0.119309192,-3,0,1,0,0,1.28E-08
10060051,161,536,608,4,0,-3,-0.141658139,-3,0,1,0,0,1.04E-08
10060052,162,537,609,1,0,-4.7,-0.975883548,-4.7,0,1,0,0,1.60E-09
10060052,162,537,610,1,-0.975883548,-3,-1.216345959,-3,0,1,0,0,6.24E-09
10060052,162,538,611,2,0,-4.7,-1.066735187,-4.7,0,1,0,0,1.50E-09
10060052,162,538,612,2,-1.066735187,-3,-1.329583879,-3,0,1,0,0,5.77E-09
10060052,162,539,613,3,0,-4.7,-1.205648564,-4.7,0,1,0,0,1.34E-09
10060052,162,539,614,3,-1.205648564,-3,-1.502726182,-3,0,1,0,0,5.28E-09
10060052,162,540,615,4,0,-4.7,-1.43149014,-4.7,0,1,0,0,1.19E-09
10060052,162,540,616,4,-1.43149014,-3,-1.784216211,-3,0,1,0,0,4.69E-09
10060053,163,541,617,1,0,-3,-0.100017237,-3,0,1,0,0,1.54E-08
10060053,163,542,618,2,0,-3,-0.109328522,-3,0,1,0,0,1.40E-08
10060053,163,543,619,3,0,-3,-0.123565602,-3,0,1,0,0,1.20E-08
10060053,163,544,620,4,0,-3,-0.146711858,-3,0,1,0,0,9.16E-09
10060054,164,545,621,1,0,-3,-0.240015283,-3,0,1,0,0,6.27E-09
10060054,164,546,622,2,0,-3,-0.262359939,-3,0,1,0,0,5.80E-09
10060054,164,547,623,3,0,-3,-0.296525218,-3,0,1,0,0,5.30E-09
10060054,164,548,624,4,0,-3,-0.352070195,-3,0,1,0,0,4.71E-09
10060055,165,549,625,1,0,-3,-0.05982219,-3,0,1,0,0,2.83E-08
10060055,165,550,626,2,0,-3,-0.065391445,-3,0,1,0,0,2.68E-08
10060055,165,551,627,3,0,-3,-0.07390691,-3,0,1,0,0,2.27E-08
10060055,165,552,628,4,0,-3,-0.087751121,-3,0,1,0,0,1.77E-08
10060056,166,553,629,1,0,25.1,0.0285,25.1,0,1,0,0,1
10060056,166,553,630,1,0,-4.7,-2.366586692,-4.7,0,1,0,0,5.80E-10
10060056,166,553,631,1,-2.366586692,-3,-10.03540748,-3,0,1,0,0,1.74E-10
10060056,166,554,632,2,0,25.1,0.0285,25.1,0,1,0,0,1
10060056,166,554,633,2,0,-4.7,-2.586908346,-4.7,0,1,0,0,5.32E-10
10060056,166,554,634,2,-2.586908346,-3,-10.96889901,-3,0,1,0,0,1.60E-10
10060056,166,555,635,3,0,25.1,0.0285,25.1,0,1,0,0,1
10060056,166,555,636,3,0,-4.7,-2.923783121,-4.7,0,1,0,0,4.70E-10
10060056,166,555,637,3,-2.923783121,-3,-12.39619823,-3,0,1,0,0,1.41E-10
10060056,166,556,638,4,0,-25.1,-0.095,-25.1,0,1,0,0,0
10060056,166,556,639,4,-0.095,-25.1,-3.56646493,-25.1,0,1,0,0,0
10060056,166,556,640,4,-3.56646493,-25.1,-14.8027338,-25.1,0,1,0,0,0
10060056,166,556,641,4,-14.8027338,-25.1,-14.810949,-25.1,0,1,0,0,2.51E-07
10060057,167,557,642,1,0,-3,-0.222948683,-3,0,1,0,0,6.68E-09
10060057,167,558,643,2,0,-3,-0.243704493,-3,0,1,0,0,6.12E-09
10060057,167,559,644,3,0,-3,-0.275440405,-3,0,1,0,0,5.33E-09
10060057,167,560,645,4,0,-3,-0.327035784,-3,0,1,0,0,4.43E-09
10060058,168,561,646,1,0,-4.7,-0.291567579,-4.7,0,1,0,0,5.09E-09
10060058,168,561,647,1,-0.291567579,-3,-0.350269055,-3,0,1,0,0,2.80E-08
10060058,168,562,648,2,0,-4.7,-0.318711588,-4.7,0,1,0,0,4.68E-09
10060058,168,562,649,2,-0.318711588,-3,-0.382877984,-3,0,1,0,0,2.68E-08
10060058,168,563,650,3,0,-4.7,-0.360215144,-4.7,0,1,0,0,4.08E-09
10060058,168,563,651,3,-0.360215144,-3,-0.432737475,-3,0,1,0,0,2.29E-08
10060058,168,564,652,4,0,-4.7,-0.427690491,-4.7,0,1,0,0,3.39E-09
10060058,168,564,653,4,-0.427690491,-3,-0.513797675,-3,0,1,0,0,1.85E-08
10060059,169,565,654,1,0,-3,-0.299485932,-3,0,1,0,0,4.87E-09
10060059,169,566,655,2,0,-3,-0.327367115,-3,0,1,0,0,4.47E-09
10060059,169,567,656,3,0,-3,-0.369997818,-3,0,1,0,0,3.91E-09
10060059,169,568,657,4,0,-3,-0.439305652,-3,0,1,0,0,3.27E-09
10060060,170,569,658,1,0,-3,-0.422124956,-3,0,1,0,0,3.31E-09
10060060,170,570,659,2,0,-3,-0.46142344,-3,0,1,0,0,3.05E-09
10060060,170,571,660,3,0,-3,-0.521511351,-3,0,1,0,0,2.66E-09
10060060,170,572,661,4,0,-3,-0.619200635,-3,0,1,0,0,2.23E-09
10060061,171,573,662,1,0,-3,-0.047496915,-3,0,1,0,0,3.64E-08
10060061,171,574,663,2,0,-3,-0.051918725,-3,0,1,0,0,3.30E-08
10060061,171,575,664,3,0,-3,-0.058679734,-3,0,1,0,0,2.84E-08
10060061,171,576,665,4,0,-3,-0.069671597,-3,0,1,0,0,2.42E-08
10060062,172,577,666,1,0,-3,-0.117021531,-3,0,1,0,0,1.31E-08
10060062,172,578,667,2,0,-3,-0.127915861,-3,0,1,0,0,1.21E-08
10060062,172,579,668,3,0,-3,-0.144573439,-3,0,1,0,0,1.04E-08
10060062,172,580,669,4,0,-3,-0.171654874,-3,0,1,0,0,8.54E-09
10060063,173,581,670,1,0,-3,-0.244702762,-3,0,1,0,0,5.95E-09
10060063,173,582,671,2,0,-3,-0.267483807,-3,0,1,0,0,5.47E-09
10060063,173,583,672,3,0,-3,-0.302316331,-3,0,1,0,0,4.75E-09
10060063,173,584,673,4,0,-3,-0.358946097,-3,0,1,0,0,3.94E-09
10060064,174,585,674,1,0,-3,-0.121991366,-3,0,1,0,0,1.26E-08
10060064,174,586,675,2,0,-3,-0.133348372,-3,0,1,0,0,1.17E-08
10060064,174,587,676,3,0,-3,-0.150713387,-3,0,1,0,0,1.00E-08
10060064,174,588,677,4,0,-3,-0.178944954,-3,0,1,0,0,8.20E-09
10060065,175,589,678,1,0,-3,-0.055581202,-3,0,1,0,0,2.95E-08
10060065,175,590,679,2,0,-3,-0.060755635,-3,0,1,0,0,2.67E-08
10060065,175,591,680,3,0,-3,-0.068667411,-3,0,1,0,0,2.40E-08
10060065,175,592,681,4,0,-3,-0.081530161,-3,0,1,0,0,1.93E-08
10060066,176,593,682,1,0,-4.7,-0.252718031,-4.7,0,1,0,0,6.00E-09
10060066,176,593,683,1,-0.252718031,-3,-0.520931223,-3,0,1,0,0,5.46E-09
10060066,176,594,684,2,0,-4.7,-0.276245272,-4.7,0,1,0,0,5.50E-09
10060066,176,594,685,2,-0.276245272,-3,-0.569428254,-3,0,1,0,0,5.01E-09
10060066,176,595,686,3,0,-4.7,-0.31221874,-4.7,0,1,0,0,4.79E-09
10060066,176,595,687,3,-0.31221874,-3,-0.643580868,-3,0,1,0,0,4.37E-09
10060066,176,596,688,4,0,-4.7,-0.370703421,-4.7,0,1,0,0,3.98E-09
10060066,176,596,689,4,-0.370703421,-3,-0.764136162,-3,0,1,0,0,3.64E-09
10060067,177,597,690,1,0,-3,-0.112332157,-3,0,1,0,0,1.40E-08
10060067,177,598,691,2,0,-3,-0.122789921,-3,0,1,0,0,1.28E-08
10060067,177,599,692,3,0,-3,-0.138779984,-3,0,1,0,0,1.11E-08
10060067,177,600,693,4,0,-3,-0.164776192,-3,0,1,0,0,9.14E-09
10060068,178,601,694,1,0,-3,-0.06639743,-3,0,1,0,0,2.50E-08
10060068,178,602,695,2,0,-3,-0.072578819,-3,0,1,0,0,2.27E-08
10060068,178,603,696,3,0,-3,-0.082030245,-3,0,1,0,0,1.94E-08
10060068,178,604,697,4,0,-3,-0.097396116,-3,0,1,0,0,1.56E-08
10060069,179,605,698,1,0,25.1,0.009,25.1,0,1,0,0,1
10060069,179,605,699,1,0,-3,-0.120680233,-3,0,1,0,0,1.24E-08
10060069,179,606,700,2,0,25.1,0.009,25.1,0,1,0,0,1
10060069,179,606,701,2,0,-3,-0.131915177,-3,0,1,0,0,1.15E-08
10060069,179,607,702,3,0,25.1,0.009,25.1,0,1,0,0,1
10060069,179,607,703,3,0,-3,-0.149093558,-3,0,1,0,0,9.89E-09
10060069,179,608,704,4,0,-25.1,-0.03,-25.1,0,1,0,0,0
10060069,179,608,705,4,-0.03,-25.1,-0.207021699,-25.1,0,1,0,0,1.26E-08
10060070,180,609,706,1,0,-4.7,-0.274070365,-4.7,0,1,0,0,5.53E-09
10060070,180,609,707,1,-0.274070365,-3,-0.409684143,-3,0,1,0,0,1.15E-08
10060070,180,610,708,2,0,-4.7,-0.29958544,-4.7,0,1,0,0,5.07E-09
10060070,180,610,709,2,-0.29958544,-3,-0.447824427,-3,0,1,0,0,1.05E-08
10060070,180,611,710,3,0,-4.7,-0.338598333,-4.7,0,1,0,0,4.42E-09
10060070,180,611,711,3,-0.338598333,-3,-0.506141434,-3,0,1,0,0,9.08E-09
10060070,180,612,712,4,0,-4.7,-0.402024428,-4.7,0,1,0,0,3.69E-09
10060070,180,612,713,4,-0.402024428,-3,-0.600951632,-3,0,1,0,0,7.41E-09
10060071,181,613,714,1,0,-3,-0.23748958,-3,0,1,0,0,6.09E-09
10060071,181,614,715,2,0,-3,-0.259599101,-3,0,1,0,0,5.60E-09
10060071,181,615,716,3,0,-3,-0.293404855,-3,0,1,0,0,4.87E-09
10060071,181,616,717,4,0,-3,-0.348365328,-3,0,1,0,0,4.04E-09
10060072,182,617,718,1,0,-3,-0.350627478,-3,0,1,0,0,4.05E-09
10060072,182,618,719,2,0,-3,-0.383269776,-3,0,1,0,0,3.72E-09
10060072,182,619,720,3,0,-3,-0.433180287,-3,0,1,0,0,3.26E-09
10060072,182,620,721,4,0,-3,-0.514323434,-3,0,1,0,0,2.72E-09
10060073,183,621,722,1,0,-3,-0.049687257,-3,0,1,0,0,3.42E-08
10060073,183,622,723,2,0,-3,-0.054312981,-3,0,1,0,0,3.10E-08
10060073,183,623,724,3,0,-3,-0.061385777,-3,0,1,0,0,2.65E-08
10060073,183,624,725,4,0,-3,-0.072884534,-3,0,1,0,0,2.24E-08
10060074,184,625,726,1,0,-3,-0.045329379,-3,0,1,0,0,3.78E-08
10060074,184,626,727,2,0,-3,-0.049549399,-3,0,1,0,0,3.43E-08
10060074,184,627,728,3,0,-3,-0.056001867,-3,0,1,0,0,2.94E-08
10060074,184,628,729,4,0,-3,-0.066492112,-3,0,1,0,0,2.49E-08
10060075,185,629,730,1,0,-4.7,-0.291971226,-4.7,0,1,0,0,5.12E-09
10060075,185,629,731,1,-0.291971226,-3,-0.486016156,-3,0,1,0,0,7.69E-09
10060075,185,630,732,2,0,-4.7,-0.319152813,-4.7,0,1,0,0,4.70E-09
10060075,185,630,733,2,-0.319152813,-3,-0.524307335,-3,0,1,0,0,7.31E-09
10060075,185,631,734,3,0,-4.7,-0.360713827,-4.7,0,1,0,0,4.10E-09
10060075,185,631,735,3,-0.360713827,-3,-0.582658018,-3,0,1,0,0,6.65E-09
10060075,185,632,736,4,0,-4.7,-0.428282587,-4.7,0,1,0,0,3.43E-09
10060075,185,632,737,4,-0.428282587,-3,-0.671103061,-3,0,1,0,0,5.99E-09
10060076,186,633,738,1,0,-4.7,-0.290625736,-4.7,0,1,0,0,5.04E-09
10060076,186,633,739,1,-0.290625736,-3,-0.423069195,-3,0,1,0,0,1.15E-08
10060076,186,634,740,2,0,-4.7,-0.317682063,-4.7,0,1,0,0,4.64E-09
10060076,186,634,741,2,-0.317682063,-3,-0.462455585,-3,0,1,0,0,1.05E-08
10060076,186,635,742,3,0,-4.7,-0.359051551,-4.7,0,1,0,0,4.03E-09
10060076,186,635,743,3,-0.359051551,-3,-0.522677904,-3,0,1,0,0,9.05E-09
10060076,186,636,744,4,0,-4.7,-0.426308935,-4.7,0,1,0,0,3.36E-09
10060076,186,636,745,4,-0.426308935,-3,-0.620585707,-3,0,1,0,0,7.42E-09
10060077,187,637,746,1,0,-3,-0.319330678,-3,0,1,0,0,4.54E-09
10060077,187,638,747,2,0,-3,-0.349059343,-3,0,1,0,0,4.17E-09
10060077,187,639,748,3,0,-3,-0.394514872,-3,0,1,0,0,3.65E-09
10060077,187,640,749,4,0,-3,-0.46841523,-3,0,1,0,0,3.08E-09
10060078,188,641,750,1,0,25.1,0.0135,25.1,0,1,0,0,1
10060078,188,641,751,1,0,-3,-0.078463464,-3,0,1,0,0,2.12E-08
10060078,188,642,752,2,0,25.1,0.0135,25.1,0,1,0,0,1
10060078,188,642,753,2,0,-3,-0.085768162,-3,0,1,0,0,1.93E-08
10060078,188,643,754,3,0,25.1,0.0135,25.1,0,1,0,0,1
10060078,188,643,755,3,0,-3,-0.096937143,-3,0,1,0,0,1.65E-08
10060078,188,644,756,4,0,-25.1,-0.045,-25.1,0,1,0,0,0
10060078,188,644,757,4,-0.045,-25.1,-0.160095367,-25.1,0,1,0,0,2.17E-08
10060079,189,645,758,1,0,-3,-0.066922307,-3,0,1,0,0,2.53E-08
10060079,189,646,759,2,0,-3,-0.07315256,-3,0,1,0,0,2.30E-08
10060079,189,647,760,3,0,-3,-0.0826787,-3,0,1,0,0,1.96E-08
10060079,189,648,761,4,0,-3,-0.098166039,-3,0,1,0,0,1.59E-08
10060080,190,649,762,1,0,-3,-0.259869025,-3,0,1,0,0,5.52E-09
10060080,190,650,763,2,0,-3,-0.284062,-3,0,1,0,0,5.07E-09
10060080,190,651,764,3,0,-3,-0.321053385,-3,0,1,0,0,4.41E-09
10060080,190,652,765,4,0,-3,-0.381192969,-3,0,1,0,0,3.67E-09
10060081,191,653,766,1,0,-3,-0.128655701,-3,0,1,0,0,1.14E-08
10060081,191,654,767,2,0,-3,-0.140633135,-3,0,1,0,0,1.04E-08
10060081,191,655,768,3,0,-3,-0.158946793,-3,0,1,0,0,9.08E-09
10060081,191,656,769,4,0,-3,-0.188720639,-3,0,1,0,0,7.50E-09
10060082,192,657,770,1,0,-3,-0.418700063,-3,0,1,0,0,3.21E-09
10060082,192,658,771,2,0,-3,-0.4576797,-3,0,1,0,0,2.96E-09
10060082,192,659,772,3,0,-3,-0.51728009,-3,0,1,0,0,2.61E-09
10060082,192,660,773,4,0,-3,-0.614176776,-3,0,1,0,0,2.22E-09
10060083,193,661,774,1,0,-4.7,-0.292380723,-4.7,0,1,0,0,4.91E-09
10060083,193,661,775,1,-0.292380723,-3,-0.395851389,-3,0,1,0,0,1.46E-08
10060083,193,662,776,2,0,-4.7,-0.319600433,-4.7,0,1,0,0,4.53E-09
10060083,193,662,777,2,-0.319600433,-3,-0.432703888,-3,0,1,0,0,1.34E-08
10060083,193,663,778,3,0,-4.7,-0.361219737,-4.7,0,1,0,0,3.94E-09
10060083,193,663,779,3,-0.361219737,-3,-0.489051855,-3,0,1,0,0,1.17E-08
10060083,193,664,780,4,0,-4.7,-0.428883264,-4.7,0,1,0,0,3.31E-09
10060083,193,664,781,4,-0.428883264,-3,-0.58066084,-3,0,1,0,0,9.55E-09
10060084,194,665,782,1,0,-3,-0.288169144,-3,0,1,0,0,4.76E-09
10060084,194,666,783,2,0,-3,-0.31499677,-3,0,1,0,0,4.39E-09
10060084,194,667,784,3,0,-3,-0.356016571,-3,0,1,0,0,3.84E-09
10060084,194,668,785,4,0,-3,-0.422705444,-3,0,1,0,0,3.25E-09
10060085,195,669,786,1,0,-3,-0.262579513,-3,0,1,0,0,5.35E-09
10060085,195,670,787,2,0,-3,-0.287024827,-3,0,1,0,0,4.93E-09
10060085,195,671,788,3,0,-3,-0.324402039,-3,0,1,0,0,4.29E-09
10060085,195,672,789,4,0,-3,-0.385168891,-3,0,1,0,0,3.59E-09
10060086,196,673,790,1,0,-3,-0.091532807,-3,0,1,0,0,1.69E-08
10060086,196,674,791,2,0,-3,-0.100054219,-3,0,1,0,0,1.54E-08
10060086,196,675,792,3,0,-3,-0.113083572,-3,0,1,0,0,1.32E-08
10060086,196,676,793,4,0,-3,-0.134266338,-3,0,1,0,0,1.09E-08
10060087,197,677,794,1,0,-3,-0.141853358,-3,0,1,0,0,1.04E-08
10060087,197,678,795,2,0,-3,-0.155059452,-3,0,1,0,0,9.56E-09
10060087,197,679,796,3,0,-3,-0.175251748,-3,0,1,0,0,8.27E-09
10060087,197,680,797,4,0,-3,-0.208079831,-3,0,1,0,0,6.82E-09
10060088,198,681,798,1,0,-3,-0.123074422,-3,0,1,0,0,1.25E-08
10060088,198,682,799,2,0,-3,-0.134532257,-3,0,1,0,0,1.16E-08
10060088,198,683,800,3,0,-3,-0.152051441,-3,0,1,0,0,1.00E-08
10060088,198,684,801,4,0,-3,-0.180533652,-3,0,1,0,0,7.98E-09
10060089,199,685,802,1,0,-3,-0.099418051,-3,0,1,0,0,1.64E-08
10060089,199,686,803,2,0,-3,-0.108673554,-3,0,1,0,0,1.50E-08
10060089,199,687,804,3,0,-3,-0.122825342,-3,0,1,0,0,1.27E-08
10060089,199,688,805,4,0,-3,-0.145832932,-3,0,1,0,0,1.03E-08
10060090,200,689,806,1,0,-3,-0.257221922,-3,0,1,0,0,5.85E-09
10060090,200,690,807,2,0,-3,-0.28116846,-3,0,1,0,0,5.34E-09
10060090,200,691,808,3,0,-3,-0.31778304,-3,0,1,0,0,4.77E-09
10060090,200,692,809,4,0,-3,-0.377310024,-3,0,1,0,0,4.12E-09
10060091,201,693,810,1,0,-3,-0.245270779,-3,0,1,0,0,6.17E-09
10060091,201,694,811,2,0,-3,-0.268104704,-3,0,1,0,0,5.62E-09
10060091,201,695,812,3,0,-3,-0.303018083,-3,0,1,0,0,5.02E-09
10060091,201,696,813,4,0,-3,-0.359779302,-3,0,1,0,0,4.33E-09
10060092,202,697,814,1,0,-3,-0.154062695,-3,0,1,0,0,1.01E-08
10060092,202,698,815,2,0,-3,-0.168405439,-3,0,1,0,0,9.24E-09
10060092,202,699,816,3,0,-3,-0.190335688,-3,0,1,0,0,7.89E-09
10060092,202,700,817,4,0,-3,-0.225989288,-3,0,1,0,0,6.71E-09
10060093,203,701,818,1,0,25.1,0.006,25.1,0,1,0,0,0.999999
10060093,203,701,819,1,0,-3,-0.30646366,-3,0,1,0,0,4.87E-09
10060093,203,702,820,2,0,25.1,0.006,25.1,0,1,0,0,0.999999
10060093,203,702,821,2,0,-3,-0.334994447,-3,0,1,0,0,4.46E-09
10060093,203,703,822,3,0,25.1,0.006,25.1,0,1,0,0,0.999999
10060093,203,703,823,3,0,-3,-0.378618404,-3,0,1,0,0,3.91E-09
10060093,203,704,824,4,0,-25.1,-0.02,-25.1,0,1,0,0,0
10060093,203,704,825,4,-0.02,-25.1,-0.469541042,-25.1,0,1,0,0,5.74E-09
10060094,204,705,826,1,0,-3,-0.198490838,-3,0,1,0,0,7.69E-09
10060094,204,706,827,2,0,-3,-0.216969701,-3,0,1,0,0,7.04E-09
10060094,204,707,828,3,0,-3,-0.24522413,-3,0,1,0,0,6.06E-09
10060094,204,708,829,4,0,-3,-0.29115941,-3,0,1,0,0,5.13E-09
10060095,205,709,830,1,0,-3,-0.060607799,-3,0,1,0,0,2.82E-08
10060095,205,710,831,2,0,-3,-0.066250191,-3,0,1,0,0,2.69E-08
10060095,205,711,832,3,0,-3,-0.074877485,-3,0,1,0,0,2.26E-08
10060095,205,712,833,4,0,-3,-0.088903504,-3,0,1,0,0,1.72E-08
10060096,206,713,834,1,0,-3,-0.165307912,-3,0,1,0,0,9.37E-09
10060096,206,714,835,2,0,-3,-0.18069755,-3,0,1,0,0,8.57E-09
10060096,206,715,836,3,0,-3,-0.204228514,-3,0,1,0,0,7.36E-09
10060096,206,716,837,4,0,-3,-0.242484512,-3,0,1,0,0,6.15E-09
10060097,207,717,838,1,0,-4.7,-0.292029725,-4.7,0,1,0,0,5.31E-09
10060097,207,717,839,1,-0.292029725,-3,-0.40595498,-3,0,1,0,0,1.43E-08
10060097,207,718,840,2,0,-4.7,-0.319216759,-4.7,0,1,0,0,4.85E-09
10060097,207,718,841,2,-0.319216759,-3,-0.439954251,-3,0,1,0,0,1.34E-08
10060097,207,719,842,3,0,-4.7,-0.360786099,-4.7,0,1,0,0,4.37E-09
10060097,207,719,843,3,-0.360786099,-3,-0.491832116,-3,0,1,0,0,1.19E-08
10060097,207,720,844,4,0,-4.7,-0.428368398,-4.7,0,1,0,0,3.79E-09
10060097,207,720,845,4,-0.428368398,-3,-0.572671967,-3,0,1,0,0,1.08E-08
10060098,208,721,846,1,0,-3,-0.473289187,-3,0,1,0,0,3.09E-09
10060098,208,722,847,2,0,-3,-0.503018616,-3,0,1,0,0,2.92E-09
10060098,208,723,848,3,0,-3,-0.548069282,-3,0,1,0,0,2.68E-09
10060098,208,724,849,4,0,-3,-0.608082533,-3,0,1,0,0,2.48E-09
10060099,209,725,850,1,0,-3,-0.231874685,-3,0,1,0,0,6.51E-09
10060099,209,726,851,2,0,-3,-0.253461477,-3,0,1,0,0,5.93E-09
10060099,209,727,852,3,0,-3,-0.286467972,-3,0,1,0,0,5.23E-09
10060099,209,728,853,4,0,-3,-0.340129031,-3,0,1,0,0,4.50E-09
10060100,210,729,854,1,0,-4.7,-0.291889326,-4.7,0,1,0,0,5.28E-09
10060100,210,729,855,1,-0.291889326,-3,-0.387839726,-3,0,1,0,0,1.72E-08
10060100,210,730,856,2,0,-4.7,-0.319063289,-4.7,0,1,0,0,4.82E-09
10060100,210,730,857,2,-0.319063289,-3,-0.423946365,-3,0,1,0,0,1.56E-08
10060100,210,731,858,3,0,-4.7,-0.360612645,-4.7,0,1,0,0,4.32E-09
10060100,210,731,859,3,-0.360612645,-3,-0.479153901,-3,0,1,0,0,1.32E-08
10060100,210,732,860,4,0,-4.7,-0.428162452,-4.7,0,1,0,0,3.74E-09
10060100,210,732,861,4,-0.428162452,-3,-0.568908806,-3,0,1,0,0,1.09E-08
10060101,211,733,862,1,0,-3,-0.329513765,-3,0,1,0,0,4.53E-09
10060101,211,734,863,2,0,-3,-0.360190443,-3,0,1,0,0,4.14E-09
10060101,211,735,864,3,0,-3,-0.407095496,-3,0,1,0,0,3.73E-09
10060101,211,736,865,4,0,-3,-0.483352451,-3,0,1,0,0,3.24E-09
10060102,212,737,866,1,0,-3,-0.152010152,-3,0,1,0,0,1.03E-08
10060102,212,738,867,2,0,-3,-0.166161811,-3,0,1,0,0,9.44E-09
10060102,212,739,868,3,0,-3,-0.187799889,-3,0,1,0,0,8.05E-09
10060102,212,740,869,4,0,-3,-0.222978484,-3,0,1,0,0,6.79E-09
10060103,213,741,870,1,0,-3,-0.274249453,-3,0,1,0,0,5.42E-09
10060103,213,742,871,2,0,-3,-0.2997812,-3,0,1,0,0,4.99E-09
10060103,213,743,872,3,0,-3,-0.338819585,-3,0,1,0,0,4.33E-09
10060103,213,744,873,4,0,-3,-0.402287126,-3,0,1,0,0,3.64E-09
10060104,214,745,874,1,0,-3,-0.111107827,-3,0,1,0,0,1.46E-08
10060104,214,746,875,2,0,-3,-0.121451611,-3,0,1,0,0,1.32E-08
10060104,214,747,876,3,0,-3,-0.137267395,-3,0,1,0,0,1.12E-08
10060104,214,748,877,4,0,-3,-0.162980265,-3,0,1,0,0,9.52E-09
10060105,215,749,878,1,0,-3,-0.442044164,-3,0,1,0,0,3.34E-09
10060105,215,750,879,2,0,-3,-0.483197062,-3,0,1,0,0,3.06E-09
10060105,215,751,880,3,0,-3,-0.546120397,-3,0,1,0,0,2.75E-09
10060105,215,752,881,4,0,-3,-0.648419438,-3,0,1,0,0,2.38E-09
10060106,216,753,882,1,0,-3,-0.124360036,-3,0,1,0,0,1.28E-08
10060106,216,754,883,2,0,-3,-0.135937558,-3,0,1,0,0,1.17E-08
10060106,216,755,884,3,0,-3,-0.153639745,-3,0,1,0,0,9.96E-09
10060106,216,756,885,4,0,-3,-0.182419476,-3,0,1,0,0,8.32E-09
10060107,217,757,886,1,0,-4.7,-0.292380723,-4.7,0,1,0,0,5.24E-09
10060107,217,757,887,1,-0.292380723,-3,-0.672703295,-3,0,1,0,0,3.87E-09
10060107,217,758,888,2,0,-4.7,-0.319600433,-4.7,0,1,0,0,4.80E-09
10060107,217,758,889,2,-0.319600433,-3,-0.735329821,-3,0,1,0,0,3.55E-09
10060107,217,759,890,3,0,-4.7,-0.361219737,-4.7,0,1,0,0,4.22E-09
10060107,217,759,891,3,-0.361219737,-3,-0.831086622,-3,0,1,0,0,3.14E-09
10060107,217,760,892,4,0,-4.7,-0.428883264,-4.7,0,1,0,0,3.64E-09
10060107,217,760,893,4,-0.428883264,-3,-0.986765414,-3,0,1,0,0,2.71E-09
10060108,218,761,894,1,0,-3,-0.054742587,-3,0,1,0,0,3.14E-08
10060108,218,762,895,2,0,-3,-0.059838947,-3,0,1,0,0,2.85E-08
10060108,218,763,896,3,0,-3,-0.06763135,-3,0,1,0,0,2.54E-08
10060108,218,764,897,4,0,-3,-0.080300026,-3,0,1,0,0,1.89E-08
10060109,219,765,898,1,0,-3,-0.264500561,-3,0,1,0,0,5.63E-09
10060109,219,766,899,2,0,-3,-0.289124718,-3,0,1,0,0,5.17E-09
10060109,219,767,900,3,0,-3,-0.326775385,-3,0,1,0,0,4.47E-09
10060109,219,768,901,4,0,-3,-0.387986811,-3,0,1,0,0,3.84E-09
10060114,220,769,902,1,0,25.1,0.0375,25.1,0,1,0,0,1
10060114,220,769,903,1,0,-4.7,-2.27681104,-4.7,0,1,0,0,6.03E-10
10060114,220,769,904,1,-2.27681104,-3,-14.03256056,-3,0,1,0,0,1.14E-10
10060114,220,770,905,2,0,25.1,0.0375,25.1,0,1,0,0,1
10060114,220,770,906,2,0,-4.7,-2.488774868,-4.7,0,1,0,0,5.53E-10
10060114,220,770,907,2,-2.488774868,-3,-15.33825154,-3,0,1,0,0,1.04E-10
