QtBids,QBid,RampConstr,RCFrom,RCTo,RCRealPowerIncr,RCMin
111333,299407,13887,-1,-1,4.000,0
111333,299405,13888,-1,-1,-4.000,1
111333,299406,13888,-1,-1,-4.000,1
111333,299407,13888,-1,-1,-4.000,1
111204,299018,13629,-1,-1,20.000,0
111204,299019,13629,-1,-1,20.000,0
111204,299020,13629,-1,-1,20.000,0
111204,299018,13630,-1,-1,-20.000,1
111204,299019,13630,-1,-1,-20.000,1
111204,299020,13630,-1,-1,-20.000,1
111205,299021,13631,-1,-1,4.000,0
111205,299022,13631,-1,-1,4.000,0
111205,299023,13631,-1,-1,4.000,0
111205,299021,13632,-1,-1,-4.000,1
111205,299022,13632,-1,-1,-4.000,1
111205,299023,13632,-1,-1,-4.000,1
111228,299090,13677,-1,-1,11.400,0
111228,299091,13677,-1,-1,11.400,0
111228,299092,13677,-1,-1,11.400,0
111228,299090,13678,-1,-1,-11.400,1
111228,299091,13678,-1,-1,-11.400,1
111228,299092,13678,-1,-1,-11.400,1
111163,298895,13547,-1,-1,24.500,0
111163,298896,13547,-1,-1,24.500,0
111163,298897,13547,-1,-1,24.500,0
111163,298895,13548,-1,-1,-24.500,1
111163,298896,13548,-1,-1,-24.500,1
111163,298897,13548,-1,-1,-24.500,1
111154,298868,13529,-1,-1,140.000,0
111154,298869,13529,-1,-1,140.000,0
111154,298870,13529,-1,-1,140.000,0
111154,298868,13530,-1,-1,-140.000,1
111154,298869,13530,-1,-1,-140.000,1
111154,298870,13530,-1,-1,-140.000,1
111178,298940,13577,-1,-1,142.100,0
111178,298941,13577,-1,-1,142.100,0
111178,298942,13577,-1,-1,142.100,0
111178,298940,13578,-1,-1,-142.100,1
111178,298941,13578,-1,-1,-142.100,1
111178,298942,13578,-1,-1,-142.100,1
111229,299093,13679,-1,-1,66.000,0
111229,299094,13679,-1,-1,66.000,0
111229,299095,13679,-1,-1,66.000,0
111229,299093,13680,-1,-1,-66.000,1
111229,299094,13680,-1,-1,-66.000,1
111229,299095,13680,-1,-1,-66.000,1
111206,299024,13633,-1,-1,7.000,0
111206,299025,13633,-1,-1,7.000,0
111206,299026,13633,-1,-1,7.000,0
111206,299024,13634,-1,-1,-7.000,1
111206,299025,13634,-1,-1,-7.000,1
111206,299026,13634,-1,-1,-7.000,1
111230,299096,13681,-1,-1,21.000,0
111230,299097,13681,-1,-1,21.000,0
111230,299098,13681,-1,-1,21.000,0
111230,299096,13682,-1,-1,-21.000,1
111230,299097,13682,-1,-1,-21.000,1
111230,299098,13682,-1,-1,-21.000,1
111231,299099,13683,-1,-1,37.360,0
111231,299100,13683,-1,-1,37.360,0
111231,299101,13683,-1,-1,37.360,0
111231,299099,13684,-1,-1,-37.360,1
111231,299100,13684,-1,-1,-37.360,1
111231,299101,13684,-1,-1,-37.360,1
111164,298898,13549,-1,-1,546.000,0
111164,298899,13549,-1,-1,546.000,0
111164,298900,13549,-1,-1,546.000,0
111164,298898,13550,-1,-1,-546.000,1
111164,298899,13550,-1,-1,-546.000,1
111164,298900,13550,-1,-1,-546.000,1
111165,298901,13551,-1,-1,9.800,0
111165,298902,13551,-1,-1,9.800,0
111165,298903,13551,-1,-1,9.800,0
111165,298901,13552,-1,-1,-9.800,1
111165,298902,13552,-1,-1,-9.800,1
111165,298903,13552,-1,-1,-9.800,1
111334,299408,13889,-1,-1,40.000,0
111334,299409,13889,-1,-1,40.000,0
111334,299410,13889,-1,-1,40.000,0
111334,299408,13890,-1,-1,-40.000,1
111334,299409,13890,-1,-1,-40.000,1
111334,299410,13890,-1,-1,-40.000,1
111207,299027,13635,-1,-1,9.000,0
111207,299028,13635,-1,-1,9.000,0
111207,299029,13635,-1,-1,9.000,0
111207,299027,13636,-1,-1,-9.000,1
111207,299028,13636,-1,-1,-9.000,1
111207,299029,13636,-1,-1,-9.000,1
111335,299411,13891,-1,-1,110.000,0
111335,299412,13891,-1,-1,110.000,0
111335,299413,13891,-1,-1,110.000,0
111335,299411,13892,-1,-1,-110.000,1
111335,299412,13892,-1,-1,-110.000,1
111335,299413,13892,-1,-1,-110.000,1
111281,299249,13783,-1,-1,14.600,0
111281,299250,13783,-1,-1,14.600,0
111281,299251,13783,-1,-1,14.600,0
111281,299249,13784,-1,-1,-14.600,1
111281,299250,13784,-1,-1,-14.600,1
111281,299251,13784,-1,-1,-14.600,1
111232,299102,13685,-1,-1,1.480,0
111232,299103,13685,-1,-1,1.480,0
111232,299104,13685,-1,-1,1.480,0
111232,299102,13686,-1,-1,-1.480,1
111232,299103,13686,-1,-1,-1.480,1
111232,299104,13686,-1,-1,-1.480,1
111233,299105,13687,-1,-1,3.270,0
111233,299106,13687,-1,-1,3.270,0
111233,299107,13687,-1,-1,3.270,0
111233,299105,13688,-1,-1,-3.270,1
111233,299106,13688,-1,-1,-3.270,1
111233,299107,13688,-1,-1,-3.270,1
111234,299108,13689,-1,-1,46.300,0
111234,299109,13689,-1,-1,46.300,0
111234,299110,13689,-1,-1,46.300,0
111234,299108,13690,-1,-1,-46.300,1
111234,299109,13690,-1,-1,-46.300,1
111234,299110,13690,-1,-1,-46.300,1
111235,299111,13691,-1,-1,12.800,0
111235,299112,13691,-1,-1,12.800,0
111235,299113,13691,-1,-1,12.800,0
111235,299111,13692,-1,-1,-12.800,1
111235,299112,13692,-1,-1,-12.800,1
111235,299113,13692,-1,-1,-12.800,1
111282,299252,13785,-1,-1,98.600,0
111282,299253,13785,-1,-1,98.600,0
111282,299254,13785,-1,-1,98.600,0
111282,299252,13786,-1,-1,-98.600,1
111282,299253,13786,-1,-1,-98.600,1
111282,299254,13786,-1,-1,-98.600,1
111166,298904,13553,-1,-1,56.000,0
111166,298905,13553,-1,-1,56.000,0
111166,298906,13553,-1,-1,56.000,0
111166,298904,13554,-1,-1,-56.000,1
111166,298905,13554,-1,-1,-56.000,1
111166,298906,13554,-1,-1,-56.000,1
111155,298871,13531,-1,-1,549.500,0
111155,298872,13531,-1,-1,549.500,0
111155,298873,13531,-1,-1,549.500,0
111155,298871,13532,-1,-1,-549.500,1
111155,298872,13532,-1,-1,-549.500,1
111155,298873,13532,-1,-1,-549.500,1
111208,299030,13637,-1,-1,8.000,0
111208,299031,13637,-1,-1,8.000,0
111208,299032,13637,-1,-1,8.000,0
111208,299030,13638,-1,-1,-8.000,1
111208,299031,13638,-1,-1,-8.000,1
111208,299032,13638,-1,-1,-8.000,1
111236,299114,13693,-1,-1,37.320,0
111236,299115,13693,-1,-1,37.320,0
111236,299116,13693,-1,-1,37.320,0
111236,299114,13694,-1,-1,-37.320,1
111236,299115,13694,-1,-1,-37.320,1
111236,299116,13694,-1,-1,-37.320,1
111283,299255,13787,-1,-1,40.000,0
111283,299256,13787,-1,-1,40.000,0
111283,299257,13787,-1,-1,40.000,0
111283,299255,13788,-1,-1,-40.000,1
111283,299256,13788,-1,-1,-40.000,1
111283,299257,13788,-1,-1,-40.000,1
111167,298907,13555,-1,-1,721.000,0
111167,298908,13555,-1,-1,721.000,0
111167,298909,13555,-1,-1,721.000,0
111167,298907,13556,-1,-1,-721.000,1
111167,298908,13556,-1,-1,-721.000,1
111167,298909,13556,-1,-1,-721.000,1
111175,298931,13571,-1,-1,35.000,0
111175,298932,13571,-1,-1,35.000,0
111175,298933,13571,-1,-1,35.000,0
111175,298931,13572,-1,-1,-35.000,1
111175,298932,13572,-1,-1,-35.000,1
111175,298933,13572,-1,-1,-35.000,1
111144,298838,13509,-1,-1,532.000,0
111144,298839,13509,-1,-1,532.000,0
111144,298840,13509,-1,-1,532.000,0
111144,298838,13510,-1,-1,-532.000,1
111144,298839,13510,-1,-1,-532.000,1
111144,298840,13510,-1,-1,-532.000,1
111159,298883,13539,-1,-1,16.800,0
111159,298884,13539,-1,-1,16.800,0
111159,298885,13539,-1,-1,16.800,0
111159,298883,13540,-1,-1,-16.800,1
111159,298884,13540,-1,-1,-16.800,1
111159,298885,13540,-1,-1,-16.800,1
111145,298841,13511,-1,-1,776.300,0
111145,298842,13511,-1,-1,776.300,0
111145,298843,13511,-1,-1,776.300,0
111145,298841,13512,-1,-1,-776.300,1
111145,298842,13512,-1,-1,-776.300,1
111145,298843,13512,-1,-1,-776.300,1
111156,298874,13533,-1,-1,23.800,0
111156,298875,13533,-1,-1,23.800,0
111156,298876,13533,-1,-1,23.800,0
111156,298874,13534,-1,-1,-23.800,1
111156,298875,13534,-1,-1,-23.800,1
111156,298876,13534,-1,-1,-23.800,1
111237,299117,13695,-1,-1,35.800,0
111237,299118,13695,-1,-1,35.800,0
111237,299119,13695,-1,-1,35.800,0
111237,299117,13696,-1,-1,-35.800,1
111237,299118,13696,-1,-1,-35.800,1
111237,299119,13696,-1,-1,-35.800,1
111183,298955,13587,-1,-1,17.500,0
111183,298956,13587,-1,-1,17.500,0
111183,298957,13587,-1,-1,17.500,0
111183,298955,13588,-1,-1,-17.500,1
111183,298956,13588,-1,-1,-17.500,1
111183,298957,13588,-1,-1,-17.500,1
111179,298943,13579,-1,-1,7.000,0
111179,298944,13579,-1,-1,7.000,0
111179,298945,13579,-1,-1,7.000,0
111179,298943,13580,-1,-1,-7.000,1
111179,298944,13580,-1,-1,-7.000,1
111179,298945,13580,-1,-1,-7.000,1
111180,298946,13581,-1,-1,70.000,0
111180,298947,13581,-1,-1,70.000,0
111180,298948,13581,-1,-1,70.000,0
111180,298946,13582,-1,-1,-70.000,1
111180,298947,13582,-1,-1,-70.000,1
111180,298948,13582,-1,-1,-70.000,1
111184,298958,13589,-1,-1,168.000,0
111184,298959,13589,-1,-1,168.000,0
111184,298960,13589,-1,-1,168.000,0
111184,298958,13590,-1,-1,-168.000,1
111184,298959,13590,-1,-1,-168.000,1
111184,298960,13590,-1,-1,-168.000,1
111336,299414,13893,-1,-1,42.000,0
111336,299415,13893,-1,-1,42.000,0
111336,299416,13893,-1,-1,42.000,0
111336,299414,13894,-1,-1,-42.000,1
111336,299415,13894,-1,-1,-42.000,1
111336,299416,13894,-1,-1,-42.000,1
111337,299417,13895,-1,-1,87.000,0
111337,299418,13895,-1,-1,87.000,0
111337,299419,13895,-1,-1,87.000,0
111337,299417,13896,-1,-1,-87.000,1
111337,299418,13896,-1,-1,-87.000,1
111337,299419,13896,-1,-1,-87.000,1
111185,298961,13591,-1,-1,35.000,0
111185,298962,13591,-1,-1,35.000,0
111185,298963,13591,-1,-1,35.000,0
111185,298961,13592,-1,-1,-35.000,1
111185,298962,13592,-1,-1,-35.000,1
111185,298963,13592,-1,-1,-35.000,1
111338,299420,13897,-1,-1,12.600,0
111338,299421,13897,-1,-1,12.600,0
111338,299422,13897,-1,-1,12.600,0
111338,299420,13898,-1,-1,-12.600,1
111338,299421,13898,-1,-1,-12.600,1
111338,299422,13898,-1,-1,-12.600,1
111238,299120,13697,-1,-1,11.000,0
111238,299121,13697,-1,-1,11.000,0
111238,299122,13697,-1,-1,11.000,0
111238,299120,13698,-1,-1,-11.000,1
111238,299121,13698,-1,-1,-11.000,1
111238,299122,13698,-1,-1,-11.000,1
111239,299123,13699,-1,-1,76.000,0
111239,299124,13699,-1,-1,76.000,0
111239,299125,13699,-1,-1,76.000,0
111239,299123,13700,-1,-1,-76.000,1
111239,299124,13700,-1,-1,-76.000,1
111239,299125,13700,-1,-1,-76.000,1
111240,299126,13701,-1,-1,62.000,0
111240,299127,13701,-1,-1,62.000,0
111240,299128,13701,-1,-1,62.000,0
111240,299126,13702,-1,-1,-62.000,1
111240,299127,13702,-1,-1,-62.000,1
111240,299128,13702,-1,-1,-62.000,1
111241,299129,13703,-1,-1,23.000,0
111241,299130,13703,-1,-1,23.000,0
111241,299131,13703,-1,-1,23.000,0
111241,299129,13704,-1,-1,-23.000,1
111241,299130,13704,-1,-1,-23.000,1
111241,299131,13704,-1,-1,-23.000,1
111146,298844,13513,-1,-1,127.400,0
111146,298845,13513,-1,-1,127.400,0
111146,298846,13513,-1,-1,127.400,0
111146,298844,13514,-1,-1,-127.400,1
111146,298845,13514,-1,-1,-127.400,1
111146,298846,13514,-1,-1,-127.400,1
111147,298847,13515,-1,-1,94.500,0
111147,298848,13515,-1,-1,94.500,0
111147,298849,13515,-1,-1,94.500,0
111147,298847,13516,-1,-1,-94.500,1
111147,298848,13516,-1,-1,-94.500,1
111147,298849,13516,-1,-1,-94.500,1
111339,299423,13899,-1,-1,105.000,0
111339,299424,13899,-1,-1,105.000,0
111339,299425,13899,-1,-1,105.000,0
111339,299423,13900,-1,-1,-105.000,1
111339,299424,13900,-1,-1,-105.000,1
111339,299425,13900,-1,-1,-105.000,1
111340,299426,13901,-1,-1,62.000,0
111340,299427,13901,-1,-1,62.000,0
111340,299428,13901,-1,-1,62.000,0
111340,299426,13902,-1,-1,-62.000,1
111340,299427,13902,-1,-1,-62.000,1
111340,299428,13902,-1,-1,-62.000,1
111341,299429,13903,-1,-1,43.600,0
111341,299430,13903,-1,-1,43.600,0
111341,299431,13903,-1,-1,43.600,0
111341,299429,13904,-1,-1,-43.600,1
111341,299430,13904,-1,-1,-43.600,1
111341,299431,13904,-1,-1,-43.600,1
111342,299432,13905,-1,-1,64.000,0
111342,299433,13905,-1,-1,64.000,0
111342,299434,13905,-1,-1,64.000,0
111342,299432,13906,-1,-1,-64.000,1
111342,299433,13906,-1,-1,-64.000,1
111342,299434,13906,-1,-1,-64.000,1
111343,299435,13907,-1,-1,65.000,0
111343,299436,13907,-1,-1,65.000,0
111343,299437,13907,-1,-1,65.000,0
111343,299435,13908,-1,-1,-65.000,1
111343,299436,13908,-1,-1,-65.000,1
111343,299437,13908,-1,-1,-65.000,1
111186,298964,13593,-1,-1,518.000,0
111186,298965,13593,-1,-1,518.000,0
111186,298966,13593,-1,-1,518.000,0
111186,298964,13594,-1,-1,-518.000,1
111186,298965,13594,-1,-1,-518.000,1
111186,298966,13594,-1,-1,-518.000,1
111344,299438,13909,-1,-1,24.800,0
111344,299439,13909,-1,-1,24.800,0
111344,299440,13909,-1,-1,24.800,0
111344,299438,13910,-1,-1,-24.800,1
111344,299439,13910,-1,-1,-24.800,1
111344,299440,13910,-1,-1,-24.800,1
111345,299441,13911,-1,-1,8.200,0
111345,299442,13911,-1,-1,8.200,0
111345,299443,13911,-1,-1,8.200,0
111345,299441,13912,-1,-1,-8.200,1
111345,299442,13912,-1,-1,-8.200,1
111345,299443,13912,-1,-1,-8.200,1
111242,299132,13705,-1,-1,130.000,0
111242,299133,13705,-1,-1,130.000,0
111242,299134,13705,-1,-1,130.000,0
111242,299132,13706,-1,-1,-130.000,1
111242,299133,13706,-1,-1,-130.000,1
111242,299134,13706,-1,-1,-130.000,1
111346,299444,13913,-1,-1,161.000,0
111346,299445,13913,-1,-1,161.000,0
111346,299446,13913,-1,-1,161.000,0
111346,299444,13914,-1,-1,-161.000,1
111346,299445,13914,-1,-1,-161.000,1
111346,299446,13914,-1,-1,-161.000,1
111190,298976,13601,-1,-1,5.500,0
111190,298977,13601,-1,-1,5.500,0
111190,298978,13601,-1,-1,5.500,0
111190,298976,13602,-1,-1,-5.500,1
111190,298977,13602,-1,-1,-5.500,1
111190,298978,13602,-1,-1,-5.500,1
111191,298979,13603,-1,-1,10.000,0
111191,298980,13603,-1,-1,10.000,0
111191,298981,13603,-1,-1,10.000,0
111191,298979,13604,-1,-1,-10.000,1
111191,298980,13604,-1,-1,-10.000,1
111191,298981,13604,-1,-1,-10.000,1
111192,298982,13605,-1,-1,6.000,0
111192,298983,13605,-1,-1,6.000,0
111192,298984,13605,-1,-1,6.000,0
111192,298982,13606,-1,-1,-6.000,1
111192,298983,13606,-1,-1,-6.000,1
111192,298984,13606,-1,-1,-6.000,1
111425,299681,14069,-1,-1,5.900,0
111425,299682,14069,-1,-1,5.900,0
111425,299683,14069,-1,-1,5.900,0
111425,299681,14070,-1,-1,-5.900,1
111425,299682,14070,-1,-1,-5.900,1
111425,299683,14070,-1,-1,-5.900,1
111429,299693,14077,-1,-1,4.000,0
111429,299694,14077,-1,-1,4.000,0
111429,299695,14077,-1,-1,4.000,0
111429,299693,14078,-1,-1,-4.000,1
111429,299694,14078,-1,-1,-4.000,1
111429,299695,14078,-1,-1,-4.000,1
111318,299360,13857,-1,-1,5.500,0
111318,299361,13857,-1,-1,5.500,0
111318,299362,13857,-1,-1,5.500,0
111318,299360,13858,-1,-1,-5.500,1
111318,299361,13858,-1,-1,-5.500,1
111318,299362,13858,-1,-1,-5.500,1
111319,299363,13859,-1,-1,5.000,0
111319,299364,13859,-1,-1,5.000,0
111319,299365,13859,-1,-1,5.000,0
111319,299363,13860,-1,-1,-5.000,1
111319,299364,13860,-1,-1,-5.000,1
111319,299365,13860,-1,-1,-5.000,1
111320,299366,13861,-1,-1,15.000,0
111320,299367,13861,-1,-1,15.000,0
111320,299368,13861,-1,-1,15.000,0
111320,299366,13862,-1,-1,-15.000,1
111320,299367,13862,-1,-1,-15.000,1
111320,299368,13862,-1,-1,-15.000,1
111436,299714,14091,-1,-1,1.100,0
111436,299715,14091,-1,-1,1.100,0
111436,299716,14091,-1,-1,1.100,0
111436,299714,14092,-1,-1,-1.100,1
111436,299715,14092,-1,-1,-1.100,1
111436,299716,14092,-1,-1,-1.100,1
111447,299747,14113,-1,-1,6.000,0
111447,299748,14113,-1,-1,6.000,0
111447,299749,14113,-1,-1,6.000,0
111447,299747,14114,-1,-1,-6.000,1
111447,299748,14114,-1,-1,-6.000,1
111447,299749,14114,-1,-1,-6.000,1
111193,298985,13607,-1,-1,30.000,0
111193,298986,13607,-1,-1,30.000,0
111193,298987,13607,-1,-1,30.000,0
111193,298985,13608,-1,-1,-30.000,1
111193,298986,13608,-1,-1,-30.000,1
111193,298987,13608,-1,-1,-30.000,1
111321,299369,13863,-1,-1,24.900,0
111321,299370,13863,-1,-1,24.900,0
111321,299371,13863,-1,-1,24.900,0
111321,299369,13864,-1,-1,-24.900,1
111321,299370,13864,-1,-1,-24.900,1
111321,299371,13864,-1,-1,-24.900,1
111194,298988,13609,-1,-1,82.000,0
111194,298989,13609,-1,-1,82.000,0
111194,298990,13609,-1,-1,82.000,0
111194,298988,13610,-1,-1,-82.000,1
111194,298989,13610,-1,-1,-82.000,1
111194,298990,13610,-1,-1,-82.000,1
111148,298850,13517,-1,-1,56.000,0
111148,298851,13517,-1,-1,56.000,0
111148,298852,13517,-1,-1,56.000,0
111148,298850,13518,-1,-1,-56.000,1
111148,298851,13518,-1,-1,-56.000,1
111148,298852,13518,-1,-1,-56.000,1
111195,298991,13611,-1,-1,12.000,0
111195,298992,13611,-1,-1,12.000,0
111195,298993,13611,-1,-1,12.000,0
111195,298991,13612,-1,-1,-12.000,1
111195,298992,13612,-1,-1,-12.000,1
111195,298993,13612,-1,-1,-12.000,1
111322,299372,13865,-1,-1,0.041,0
111322,299373,13865,-1,-1,0.041,0
111322,299374,13865,-1,-1,0.041,0
111322,299372,13866,-1,-1,-0.041,1
111322,299373,13866,-1,-1,-0.041,1
111322,299374,13866,-1,-1,-0.041,1
111323,299375,13867,-1,-1,5.500,0
111323,299376,13867,-1,-1,5.500,0
111323,299377,13867,-1,-1,5.500,0
111323,299375,13868,-1,-1,-5.500,1
111323,299376,13868,-1,-1,-5.500,1
111323,299377,13868,-1,-1,-5.500,1
111324,299378,13869,-1,-1,25.000,0
111324,299379,13869,-1,-1,25.000,0
111324,299380,13869,-1,-1,25.000,0
111324,299378,13870,-1,-1,-25.000,1
111324,299379,13870,-1,-1,-25.000,1
111324,299380,13870,-1,-1,-25.000,1
111435,299711,14089,-1,-1,1.200,0
111435,299712,14089,-1,-1,1.200,0
111435,299713,14089,-1,-1,1.200,0
111435,299711,14090,-1,-1,-1.200,1
111435,299712,14090,-1,-1,-1.200,1
111435,299713,14090,-1,-1,-1.200,1
111446,299744,14111,-1,-1,1.300,0
111446,299745,14111,-1,-1,1.300,0
111446,299746,14111,-1,-1,1.300,0
111446,299744,14112,-1,-1,-1.300,1
111446,299745,14112,-1,-1,-1.300,1
111446,299746,14112,-1,-1,-1.300,1
111451,299759,14121,-1,-1,1.600,0
111451,299760,14121,-1,-1,1.600,0
111451,299761,14121,-1,-1,1.600,0
111451,299759,14122,-1,-1,-1.600,1
111451,299760,14122,-1,-1,-1.600,1
111451,299761,14122,-1,-1,-1.600,1
111437,299717,14093,-1,-1,1.700,0
111437,299718,14093,-1,-1,1.700,0
111437,299719,14093,-1,-1,1.700,0
111437,299717,14094,-1,-1,-1.700,1
111437,299718,14094,-1,-1,-1.700,1
111437,299719,14094,-1,-1,-1.700,1
111325,299381,13871,-1,-1,0.350,0
111325,299382,13871,-1,-1,0.350,0
111325,299383,13871,-1,-1,0.350,0
111325,299381,13872,-1,-1,-0.350,1
111325,299382,13872,-1,-1,-0.350,1
111325,299383,13872,-1,-1,-0.350,1
111196,298994,13613,-1,-1,11.100,0
111196,298995,13613,-1,-1,11.100,0
111196,298996,13613,-1,-1,11.100,0
111196,298994,13614,-1,-1,-11.100,1
111196,298995,13614,-1,-1,-11.100,1
111196,298996,13614,-1,-1,-11.100,1
111197,298997,13615,-1,-1,4.700,0
111197,298998,13615,-1,-1,4.700,0
111197,298999,13615,-1,-1,4.700,0
111197,298997,13616,-1,-1,-4.700,1
111197,298998,13616,-1,-1,-4.700,1
111197,298999,13616,-1,-1,-4.700,1
111439,299723,14097,-1,-1,1.300,0
111439,299724,14097,-1,-1,1.300,0
111439,299725,14097,-1,-1,1.300,0
111439,299723,14098,-1,-1,-1.300,1
111439,299724,14098,-1,-1,-1.300,1
111439,299725,14098,-1,-1,-1.300,1
111427,299687,14073,-1,-1,1.700,0
111427,299688,14073,-1,-1,1.700,0
111427,299689,14073,-1,-1,1.700,0
111427,299687,14074,-1,-1,-1.700,1
111427,299688,14074,-1,-1,-1.700,1
111427,299689,14074,-1,-1,-1.700,1
111428,299690,14075,-1,-1,1.500,0
111428,299691,14075,-1,-1,1.500,0
111428,299692,14075,-1,-1,1.500,0
111428,299690,14076,-1,-1,-1.500,1
111428,299691,14076,-1,-1,-1.500,1
111428,299692,14076,-1,-1,-1.500,1
111433,299705,14085,-1,-1,1.000,0
111433,299706,14085,-1,-1,1.000,0
111433,299707,14085,-1,-1,1.000,0
111433,299705,14086,-1,-1,-1.000,1
111433,299706,14086,-1,-1,-1.000,1
111433,299707,14086,-1,-1,-1.000,1
111432,299702,14083,-1,-1,6.000,0
111432,299703,14083,-1,-1,6.000,0
111432,299704,14083,-1,-1,6.000,0
111432,299702,14084,-1,-1,-6.000,1
111432,299703,14084,-1,-1,-6.000,1
111432,299704,14084,-1,-1,-6.000,1
111434,299708,14087,-1,-1,1.900,0
111434,299709,14087,-1,-1,1.900,0
111434,299710,14087,-1,-1,1.900,0
111434,299708,14088,-1,-1,-1.900,1
111434,299709,14088,-1,-1,-1.900,1
111434,299710,14088,-1,-1,-1.900,1
111443,299735,14105,-1,-1,8.000,0
111443,299736,14105,-1,-1,8.000,0
111443,299737,14105,-1,-1,8.000,0
111443,299735,14106,-1,-1,-8.000,1
111443,299736,14106,-1,-1,-8.000,1
111443,299737,14106,-1,-1,-8.000,1
111440,299726,14099,-1,-1,1.300,0
111440,299727,14099,-1,-1,1.300,0
111440,299728,14099,-1,-1,1.300,0
111440,299726,14100,-1,-1,-1.300,1
111440,299727,14100,-1,-1,-1.300,1
111440,299728,14100,-1,-1,-1.300,1
111438,299720,14095,-1,-1,1.400,0
111438,299721,14095,-1,-1,1.400,0
111438,299722,14095,-1,-1,1.400,0
111438,299720,14096,-1,-1,-1.400,1
111438,299721,14096,-1,-1,-1.400,1
111438,299722,14096,-1,-1,-1.400,1
111448,299750,14115,-1,-1,1.800,0
111448,299751,14115,-1,-1,1.800,0
111448,299752,14115,-1,-1,1.800,0
111448,299750,14116,-1,-1,-1.800,1
111448,299751,14116,-1,-1,-1.800,1
111448,299752,14116,-1,-1,-1.800,1
111430,299696,14079,-1,-1,1.000,0
111430,299697,14079,-1,-1,1.000,0
111430,299698,14079,-1,-1,1.000,0
111430,299696,14080,-1,-1,-1.000,1
111430,299697,14080,-1,-1,-1.000,1
111430,299698,14080,-1,-1,-1.000,1
111449,299753,14117,-1,-1,6.000,0
111449,299754,14117,-1,-1,6.000,0
111449,299755,14117,-1,-1,6.000,0
111449,299753,14118,-1,-1,-6.000,1
111449,299754,14118,-1,-1,-6.000,1
