QtBids,QBid,RampConstr,RCFrom,RCTo,RCRealPowerIncr,RCMin
111449,299755,14118,-1,-1,-6.000,1
111149,298853,13519,-1,-1,525.000,0
111149,298854,13519,-1,-1,525.000,0
111149,298855,13519,-1,-1,525.000,0
111149,298853,13520,-1,-1,-525.000,1
111149,298854,13520,-1,-1,-525.000,1
111149,298855,13520,-1,-1,-525.000,1
111150,298856,13521,-1,-1,9.250,0
111150,298857,13521,-1,-1,9.250,0
111150,298858,13521,-1,-1,9.250,0
111150,298856,13522,-1,-1,-9.250,1
111150,298857,13522,-1,-1,-9.250,1
111150,298858,13522,-1,-1,-9.250,1
111326,299384,13873,-1,-1,23.100,0
111326,299385,13873,-1,-1,23.100,0
111326,299386,13873,-1,-1,23.100,0
111326,299384,13874,-1,-1,-23.100,1
111326,299385,13874,-1,-1,-23.100,1
111326,299386,13874,-1,-1,-23.100,1
111442,299732,14103,-1,-1,1.300,0
111442,299733,14103,-1,-1,1.300,0
111442,299734,14103,-1,-1,1.300,0
111442,299732,14104,-1,-1,-1.300,1
111442,299733,14104,-1,-1,-1.300,1
111442,299734,14104,-1,-1,-1.300,1
111426,299684,14071,-1,-1,6.800,0
111426,299685,14071,-1,-1,6.800,0
111426,299686,14071,-1,-1,6.800,0
111426,299684,14072,-1,-1,-6.800,1
111426,299685,14072,-1,-1,-6.800,1
111426,299686,14072,-1,-1,-6.800,1
111327,299387,13875,-1,-1,31.000,0
111327,299388,13875,-1,-1,31.000,0
111327,299389,13875,-1,-1,31.000,0
111327,299387,13876,-1,-1,-31.000,1
111327,299388,13876,-1,-1,-31.000,1
111327,299389,13876,-1,-1,-31.000,1
111198,299000,13617,-1,-1,11.900,0
111198,299001,13617,-1,-1,11.900,0
111198,299002,13617,-1,-1,11.900,0
111198,299000,13618,-1,-1,-11.900,1
111198,299001,13618,-1,-1,-11.900,1
111198,299002,13618,-1,-1,-11.900,1
111444,299738,14107,-1,-1,1.800,0
111444,299739,14107,-1,-1,1.800,0
111444,299740,14107,-1,-1,1.800,0
111444,299738,14108,-1,-1,-1.800,1
111444,299739,14108,-1,-1,-1.800,1
111444,299740,14108,-1,-1,-1.800,1
111445,299741,14109,-1,-1,1.700,0
111445,299742,14109,-1,-1,1.700,0
111445,299743,14109,-1,-1,1.700,0
111445,299741,14110,-1,-1,-1.700,1
111445,299742,14110,-1,-1,-1.700,1
111445,299743,14110,-1,-1,-1.700,1
111181,298949,13583,-1,-1,275.800,0
111181,298950,13583,-1,-1,275.800,0
111181,298951,13583,-1,-1,275.800,0
111181,298949,13584,-1,-1,-275.800,1
111181,298950,13584,-1,-1,-275.800,1
111181,298951,13584,-1,-1,-275.800,1
111431,299699,14081,-1,-1,4.000,0
111431,299700,14081,-1,-1,4.000,0
111431,299701,14081,-1,-1,4.000,0
111431,299699,14082,-1,-1,-4.000,1
111431,299700,14082,-1,-1,-4.000,1
111431,299701,14082,-1,-1,-4.000,1
111199,299003,13619,-1,-1,3.580,0
111199,299004,13619,-1,-1,3.580,0
111199,299005,13619,-1,-1,3.580,0
111199,299003,13620,-1,-1,-3.580,1
111199,299004,13620,-1,-1,-3.580,1
111199,299005,13620,-1,-1,-3.580,1
111200,299006,13621,-1,-1,18.500,0
111200,299007,13621,-1,-1,18.500,0
111200,299008,13621,-1,-1,18.500,0
111200,299006,13622,-1,-1,-18.500,1
111200,299007,13622,-1,-1,-18.500,1
111200,299008,13622,-1,-1,-18.500,1
111201,299009,13623,-1,-1,8.500,0
111201,299010,13623,-1,-1,8.500,0
111201,299011,13623,-1,-1,8.500,0
111201,299009,13624,-1,-1,-8.500,1
111201,299010,13624,-1,-1,-8.500,1
111201,299011,13624,-1,-1,-8.500,1
111441,299729,14101,-1,-1,1.700,0
111441,299730,14101,-1,-1,1.700,0
111441,299731,14101,-1,-1,1.700,0
111441,299729,14102,-1,-1,-1.700,1
111441,299730,14102,-1,-1,-1.700,1
111441,299731,14102,-1,-1,-1.700,1
111202,299012,13625,-1,-1,5.200,0
111202,299013,13625,-1,-1,5.200,0
111202,299014,13625,-1,-1,5.200,0
111202,299012,13626,-1,-1,-5.200,1
111202,299013,13626,-1,-1,-5.200,1
111202,299014,13626,-1,-1,-5.200,1
111328,299390,13877,-1,-1,7.500,0
111328,299391,13877,-1,-1,7.500,0
111328,299392,13877,-1,-1,7.500,0
111328,299390,13878,-1,-1,-7.500,1
111328,299391,13878,-1,-1,-7.500,1
111328,299392,13878,-1,-1,-7.500,1
111329,299393,13879,-1,-1,11.500,0
111329,299394,13879,-1,-1,11.500,0
111329,299395,13879,-1,-1,11.500,0
111329,299393,13880,-1,-1,-11.500,1
111329,299394,13880,-1,-1,-11.500,1
111329,299395,13880,-1,-1,-11.500,1
111330,299396,13881,-1,-1,3.000,0
111330,299397,13881,-1,-1,3.000,0
111330,299398,13881,-1,-1,3.000,0
111330,299396,13882,-1,-1,-3.000,1
111330,299397,13882,-1,-1,-3.000,1
111330,299398,13882,-1,-1,-3.000,1
111203,299015,13627,-1,-1,6.000,0
111203,299016,13627,-1,-1,6.000,0
111203,299017,13627,-1,-1,6.000,0
111203,299015,13628,-1,-1,-6.000,1
111203,299016,13628,-1,-1,-6.000,1
111203,299017,13628,-1,-1,-6.000,1
111331,299399,13883,-1,-1,67.000,0
111331,299400,13883,-1,-1,67.000,0
111331,299401,13883,-1,-1,67.000,0
111331,299399,13884,-1,-1,-67.000,1
111331,299400,13884,-1,-1,-67.000,1
111331,299401,13884,-1,-1,-67.000,1
111450,299756,14119,-1,-1,12.000,0
111450,299757,14119,-1,-1,12.000,0
111450,299758,14119,-1,-1,12.000,0
111450,299756,14120,-1,-1,-12.000,1
111450,299757,14120,-1,-1,-12.000,1
111450,299758,14120,-1,-1,-12.000,1
111332,299402,13885,-1,-1,22.000,0
111332,299403,13885,-1,-1,22.000,0
111332,299404,13885,-1,-1,22.000,0
111332,299402,13886,-1,-1,-22.000,1
111332,299403,13886,-1,-1,-22.000,1
111332,299404,13886,-1,-1,-22.000,1
111243,299135,13707,-1,-1,56.700,0
111243,299136,13707,-1,-1,56.700,0
111243,299137,13707,-1,-1,56.700,0
111243,299135,13708,-1,-1,-56.700,1
111243,299136,13708,-1,-1,-56.700,1
111243,299137,13708,-1,-1,-56.700,1
111244,299138,13709,-1,-1,7.620,0
111244,299139,13709,-1,-1,7.620,0
111244,299140,13709,-1,-1,7.620,0
111244,299138,13710,-1,-1,-7.620,1
111244,299139,13710,-1,-1,-7.620,1
111244,299140,13710,-1,-1,-7.620,1
111245,299141,13711,-1,-1,10.400,0
111245,299142,13711,-1,-1,10.400,0
111245,299143,13711,-1,-1,10.400,0
111245,299141,13712,-1,-1,-10.400,1
111245,299142,13712,-1,-1,-10.400,1
111245,299143,13712,-1,-1,-10.400,1
111246,299144,13713,-1,-1,48.000,0
111246,299145,13713,-1,-1,48.000,0
111246,299146,13713,-1,-1,48.000,0
111246,299144,13714,-1,-1,-48.000,1
111246,299145,13714,-1,-1,-48.000,1
111246,299146,13714,-1,-1,-48.000,1
111247,299147,13715,-1,-1,47.900,0
111247,299148,13715,-1,-1,47.900,0
111247,299149,13715,-1,-1,47.900,0
111247,299147,13716,-1,-1,-47.900,1
111247,299148,13716,-1,-1,-47.900,1
111247,299149,13716,-1,-1,-47.900,1
111248,299150,13717,-1,-1,36.500,0
111248,299151,13717,-1,-1,36.500,0
111248,299152,13717,-1,-1,36.500,0
111248,299150,13718,-1,-1,-36.500,1
111248,299151,13718,-1,-1,-36.500,1
111248,299152,13718,-1,-1,-36.500,1
111249,299153,13719,-1,-1,7.300,0
111249,299154,13719,-1,-1,7.300,0
111249,299155,13719,-1,-1,7.300,0
111249,299153,13720,-1,-1,-7.300,1
111249,299154,13720,-1,-1,-7.300,1
111249,299155,13720,-1,-1,-7.300,1
111250,299156,13721,-1,-1,9.100,0
111250,299157,13721,-1,-1,9.100,0
111250,299158,13721,-1,-1,9.100,0
111250,299156,13722,-1,-1,-9.100,1
111250,299157,13722,-1,-1,-9.100,1
111250,299158,13722,-1,-1,-9.100,1
111251,299159,13723,-1,-1,66.900,0
111251,299160,13723,-1,-1,66.900,0
111251,299161,13723,-1,-1,66.900,0
111251,299159,13724,-1,-1,-66.900,1
111251,299160,13724,-1,-1,-66.900,1
111251,299161,13724,-1,-1,-66.900,1
111252,299162,13725,-1,-1,43.400,0
111252,299163,13725,-1,-1,43.400,0
111252,299164,13725,-1,-1,43.400,0
111252,299162,13726,-1,-1,-43.400,1
111252,299163,13726,-1,-1,-43.400,1
111252,299164,13726,-1,-1,-43.400,1
111253,299165,13727,-1,-1,6.600,0
111253,299166,13727,-1,-1,6.600,0
111253,299167,13727,-1,-1,6.600,0
111253,299165,13728,-1,-1,-6.600,1
111253,299166,13728,-1,-1,-6.600,1
111253,299167,13728,-1,-1,-6.600,1
111254,299168,13729,-1,-1,4.200,0
111254,299169,13729,-1,-1,4.200,0
111254,299170,13729,-1,-1,4.200,0
111254,299168,13730,-1,-1,-4.200,1
111254,299169,13730,-1,-1,-4.200,1
111254,299170,13730,-1,-1,-4.200,1
111255,299171,13731,-1,-1,137.000,0
111255,299172,13731,-1,-1,137.000,0
111255,299173,13731,-1,-1,137.000,0
111255,299171,13732,-1,-1,-137.000,1
111255,299172,13732,-1,-1,-137.000,1
111255,299173,13732,-1,-1,-137.000,1
111256,299174,13733,-1,-1,13.800,0
111256,299175,13733,-1,-1,13.800,0
111256,299176,13733,-1,-1,13.800,0
111256,299174,13734,-1,-1,-13.800,1
111256,299175,13734,-1,-1,-13.800,1
111256,299176,13734,-1,-1,-13.800,1
111257,299177,13735,-1,-1,14.600,0
111257,299178,13735,-1,-1,14.600,0
111257,299179,13735,-1,-1,14.600,0
111257,299177,13736,-1,-1,-14.600,1
111257,299178,13736,-1,-1,-14.600,1
111257,299179,13736,-1,-1,-14.600,1
111258,299180,13737,-1,-1,6.270,0
111258,299181,13737,-1,-1,6.270,0
111258,299182,13737,-1,-1,6.270,0
111258,299180,13738,-1,-1,-6.270,1
111258,299181,13738,-1,-1,-6.270,1
111258,299182,13738,-1,-1,-6.270,1
111259,299183,13739,-1,-1,16.200,0
111259,299184,13739,-1,-1,16.200,0
111259,299185,13739,-1,-1,16.200,0
111259,299183,13740,-1,-1,-16.200,1
111259,299184,13740,-1,-1,-16.200,1
111259,299185,13740,-1,-1,-16.200,1
111151,298859,13523,-1,-1,1043.000,0
111151,298860,13523,-1,-1,1043.000,0
111151,298861,13523,-1,-1,1043.000,0
111151,298859,13524,-1,-1,-1043.000,1
111151,298860,13524,-1,-1,-1043.000,1
111151,298861,13524,-1,-1,-1043.000,1
111260,299186,13741,-1,-1,188.000,0
111260,299187,13741,-1,-1,188.000,0
111260,299188,13741,-1,-1,188.000,0
111260,299186,13742,-1,-1,-188.000,1
111260,299187,13742,-1,-1,-188.000,1
111260,299188,13742,-1,-1,-188.000,1
111261,299189,13743,-1,-1,7.400,0
111261,299190,13743,-1,-1,7.400,0
111261,299191,13743,-1,-1,7.400,0
111261,299189,13744,-1,-1,-7.400,1
111261,299190,13744,-1,-1,-7.400,1
111261,299191,13744,-1,-1,-7.400,1
111262,299192,13745,-1,-1,13.000,0
111262,299193,13745,-1,-1,13.000,0
111262,299194,13745,-1,-1,13.000,0
111262,299192,13746,-1,-1,-13.000,1
111262,299193,13746,-1,-1,-13.000,1
111262,299194,13746,-1,-1,-13.000,1
111263,299195,13747,-1,-1,20.000,0
111263,299196,13747,-1,-1,20.000,0
111263,299197,13747,-1,-1,20.000,0
111263,299195,13748,-1,-1,-20.000,1
111263,299196,13748,-1,-1,-20.000,1
111263,299197,13748,-1,-1,-20.000,1
111264,299198,13749,-1,-1,56.000,0
111264,299199,13749,-1,-1,56.000,0
111264,299200,13749,-1,-1,56.000,0
111264,299198,13750,-1,-1,-56.000,1
111264,299199,13750,-1,-1,-56.000,1
111264,299200,13750,-1,-1,-56.000,1
111168,298910,13557,-1,-1,806.400,0
111168,298911,13557,-1,-1,806.400,0
111168,298912,13557,-1,-1,806.400,0
111168,298910,13558,-1,-1,-806.400,1
111168,298911,13558,-1,-1,-806.400,1
111168,298912,13558,-1,-1,-806.400,1
111265,299201,13751,-1,-1,13.500,0
111265,299202,13751,-1,-1,13.500,0
111265,299203,13751,-1,-1,13.500,0
111265,299201,13752,-1,-1,-13.500,1
111265,299202,13752,-1,-1,-13.500,1
111265,299203,13752,-1,-1,-13.500,1
111266,299204,13753,-1,-1,12.000,0
111266,299205,13753,-1,-1,12.000,0
111266,299206,13753,-1,-1,12.000,0
111266,299204,13754,-1,-1,-12.000,1
111266,299205,13754,-1,-1,-12.000,1
111266,299206,13754,-1,-1,-12.000,1
111152,298862,13525,-1,-1,598.500,0
111152,298863,13525,-1,-1,598.500,0
111152,298864,13525,-1,-1,598.500,0
111152,298862,13526,-1,-1,-598.500,1
111152,298863,13526,-1,-1,-598.500,1
111152,298864,13526,-1,-1,-598.500,1
111267,299207,13755,-1,-1,23.500,0
111267,299208,13755,-1,-1,23.500,0
111267,299209,13755,-1,-1,23.500,0
111267,299207,13756,-1,-1,-23.500,1
111267,299208,13756,-1,-1,-23.500,1
111267,299209,13756,-1,-1,-23.500,1
111268,299210,13757,-1,-1,38.100,0
111268,299211,13757,-1,-1,38.100,0
111268,299212,13757,-1,-1,38.100,0
111268,299210,13758,-1,-1,-38.100,1
111268,299211,13758,-1,-1,-38.100,1
111268,299212,13758,-1,-1,-38.100,1
111269,299213,13759,-1,-1,34.200,0
111269,299214,13759,-1,-1,34.200,0
111269,299215,13759,-1,-1,34.200,0
111269,299213,13760,-1,-1,-34.200,1
111269,299214,13760,-1,-1,-34.200,1
111269,299215,13760,-1,-1,-34.200,1
111270,299216,13761,-1,-1,13.000,0
111270,299217,13761,-1,-1,13.000,0
111270,299218,13761,-1,-1,13.000,0
111270,299216,13762,-1,-1,-13.000,1
111270,299217,13762,-1,-1,-13.000,1
111270,299218,13762,-1,-1,-13.000,1
111169,298913,13559,-1,-1,539.000,0
111169,298914,13559,-1,-1,539.000,0
111169,298915,13559,-1,-1,539.000,0
111169,298913,13560,-1,-1,-539.000,1
111169,298914,13560,-1,-1,-539.000,1
111169,298915,13560,-1,-1,-539.000,1
111271,299219,13763,-1,-1,144.000,0
111271,299220,13763,-1,-1,144.000,0
111271,299221,13763,-1,-1,144.000,0
111271,299219,13764,-1,-1,-144.000,1
111271,299220,13764,-1,-1,-144.000,1
111271,299221,13764,-1,-1,-144.000,1
111272,299222,13765,-1,-1,18.200,0
111272,299223,13765,-1,-1,18.200,0
111272,299224,13765,-1,-1,18.200,0
111272,299222,13766,-1,-1,-18.200,1
111272,299223,13766,-1,-1,-18.200,1
111272,299224,13766,-1,-1,-18.200,1
111170,298916,13561,-1,-1,560.000,0
111170,298917,13561,-1,-1,560.000,0
111170,298918,13561,-1,-1,560.000,0
111170,298916,13562,-1,-1,-560.000,1
111170,298917,13562,-1,-1,-560.000,1
111170,298918,13562,-1,-1,-560.000,1
111171,298919,13563,-1,-1,798.000,0
111171,298920,13563,-1,-1,798.000,0
111171,298921,13563,-1,-1,798.000,0
111171,298919,13564,-1,-1,-798.000,1
111171,298920,13564,-1,-1,-798.000,1
111171,298921,13564,-1,-1,-798.000,1
111172,298922,13565,-1,-1,11.900,0
111172,298923,13565,-1,-1,11.900,0
111172,298924,13565,-1,-1,11.900,0
111172,298922,13566,-1,-1,-11.900,1
111172,298923,13566,-1,-1,-11.900,1
111172,298924,13566,-1,-1,-11.900,1
111173,298925,13567,-1,-1,595.000,0
111173,298926,13567,-1,-1,595.000,0
111173,298927,13567,-1,-1,595.000,0
111173,298925,13568,-1,-1,-595.000,1
111173,298926,13568,-1,-1,-595.000,1
111173,298927,13568,-1,-1,-595.000,1
111273,299225,13767,-1,-1,10.000,0
111273,299226,13767,-1,-1,10.000,0
111273,299227,13767,-1,-1,10.000,0
111273,299225,13768,-1,-1,-10.000,1
111273,299226,13768,-1,-1,-10.000,1
111273,299227,13768,-1,-1,-10.000,1
111274,299228,13769,-1,-1,31.800,0
111274,299229,13769,-1,-1,31.800,0
111274,299230,13769,-1,-1,31.800,0
111274,299228,13770,-1,-1,-31.800,1
111274,299229,13770,-1,-1,-31.800,1
111274,299230,13770,-1,-1,-31.800,1
111275,299231,13771,-1,-1,13.000,0
111275,299232,13771,-1,-1,13.000,0
111275,299233,13771,-1,-1,13.000,0
111275,299231,13772,-1,-1,-13.000,1
111275,299232,13772,-1,-1,-13.000,1
111275,299233,13772,-1,-1,-13.000,1
111276,299234,13773,-1,-1,14.000,0
111276,299235,13773,-1,-1,14.000,0
111276,299236,13773,-1,-1,14.000,0
111276,299234,13774,-1,-1,-14.000,1
111276,299235,13774,-1,-1,-14.000,1
111276,299236,13774,-1,-1,-14.000,1
111182,298952,13585,-1,-1,255.500,0
111182,298953,13585,-1,-1,255.500,0
111182,298954,13585,-1,-1,255.500,0
111182,298952,13586,-1,-1,-255.500,1
111182,298953,13586,-1,-1,-255.500,1
111182,298954,13586,-1,-1,-255.500,1
111373,299525,13967,-1,-1,13.000,0
111373,299526,13967,-1,-1,13.000,0
111373,299527,13967,-1,-1,13.000,0
111373,299525,13968,-1,-1,-13.000,1
111373,299526,13968,-1,-1,-13.000,1
111373,299527,13968,-1,-1,-13.000,1
111277,299237,13775,-1,-1,26.000,0
111277,299238,13775,-1,-1,26.000,0
111277,299239,13775,-1,-1,26.000,0
111277,299237,13776,-1,-1,-26.000,1
111277,299238,13776,-1,-1,-26.000,1
111277,299239,13776,-1,-1,-26.000,1
111278,299240,13777,-1,-1,10.500,0
111278,299241,13777,-1,-1,10.500,0
111278,299242,13777,-1,-1,10.500,0
111278,299240,13778,-1,-1,-10.500,1
111278,299241,13778,-1,-1,-10.500,1
111278,299242,13778,-1,-1,-10.500,1
111374,299528,13969,-1,-1,7.200,0
111374,299529,13969,-1,-1,7.200,0
111374,299530,13969,-1,-1,7.200,0
111374,299528,13970,-1,-1,-7.200,1
111374,299529,13970,-1,-1,-7.200,1
111374,299530,13970,-1,-1,-7.200,1
111279,299243,13779,-1,-1,28.000,0
111279,299244,13779,-1,-1,28.000,0
111279,299245,13779,-1,-1,28.000,0
111279,299243,13780,-1,-1,-28.000,1
111279,299244,13780,-1,-1,-28.000,1
111279,299245,13780,-1,-1,-28.000,1
111284,299258,13789,-1,-1,18.000,0
111284,299259,13789,-1,-1,18.000,0
111284,299260,13789,-1,-1,18.000,0
111284,299258,13790,-1,-1,-18.000,1
111284,299259,13790,-1,-1,-18.000,1
111284,299260,13790,-1,-1,-18.000,1
111285,299261,13791,-1,-1,65.000,0
111285,299262,13791,-1,-1,65.000,0
111285,299263,13791,-1,-1,65.000,0
111285,299261,13792,-1,-1,-65.000,1
111285,299262,13792,-1,-1,-65.000,1
111285,299263,13792,-1,-1,-65.000,1
111376,299534,13971,-1,-1,126.000,0
111376,299535,13971,-1,-1,126.000,0
111376,299536,13971,-1,-1,126.000,0
111376,299534,13972,-1,-1,-126.000,1
111376,299535,13972,-1,-1,-126.000,1
111376,299536,13972,-1,-1,-126.000,1
111377,299537,13973,-1,-1,8.600,0
111377,299538,13973,-1,-1,8.600,0
111377,299539,13973,-1,-1,8.600,0
111377,299537,13974,-1,-1,-8.600,1
111377,299538,13974,-1,-1,-8.600,1
111377,299539,13974,-1,-1,-8.600,1
111286,299264,13793,-1,-1,36.200,0
111286,299265,13793,-1,-1,36.200,0
111286,299266,13793,-1,-1,36.200,0
111286,299264,13794,-1,-1,-36.200,1
111286,299265,13794,-1,-1,-36.200,1
111286,299266,13794,-1,-1,-36.200,1
111287,299267,13795,-1,-1,71.000,0
111287,299268,13795,-1,-1,71.000,0
111287,299269,13795,-1,-1,71.000,0
111287,299267,13796,-1,-1,-71.000,1
111287,299268,13796,-1,-1,-71.000,1
111287,299269,13796,-1,-1,-71.000,1
111217,299057,13655,-1,-1,7.000,0
111217,299058,13655,-1,-1,7.000,0
111217,299059,13655,-1,-1,7.000,0
111217,299057,13656,-1,-1,-7.000,1
111217,299058,13656,-1,-1,-7.000,1
111217,299059,13656,-1,-1,-7.000,1
111288,299270,13797,-1,-1,23.000,0
111288,299271,13797,-1,-1,23.000,0
111288,299272,13797,-1,-1,23.000,0
111288,299270,13798,-1,-1,-23.000,1
111288,299271,13798,-1,-1,-23.000,1
111288,299272,13798,-1,-1,-23.000,1
111289,299273,13799,-1,-1,28.000,0
111289,299274,13799,-1,-1,28.000,0
111289,299275,13799,-1,-1,28.000,0
111289,299273,13800,-1,-1,-28.000,1
111289,299274,13800,-1,-1,-28.000,1
111289,299275,13800,-1,-1,-28.000,1
111174,298928,13569,-1,-1,269.500,0
111174,298929,13569,-1,-1,269.500,0
111174,298930,13569,-1,-1,269.500,0
111174,298928,13570,-1,-1,-269.500,1
111174,298929,13570,-1,-1,-269.500,1
111174,298930,13570,-1,-1,-269.500,1
111378,299540,13975,-1,-1,11.500,0
111378,299541,13975,-1,-1,11.500,0
111378,299542,13975,-1,-1,11.500,0
111378,299540,13976,-1,-1,-11.500,1
111378,299541,13976,-1,-1,-11.500,1
111378,299542,13976,-1,-1,-11.500,1
111379,299543,13977,-1,-1,29.000,0
111379,299544,13977,-1,-1,29.000,0
111379,299545,13977,-1,-1,29.000,0
111379,299543,13978,-1,-1,-29.000,1
111379,299544,13978,-1,-1,-29.000,1
111379,299545,13978,-1,-1,-29.000,1
111380,299546,13979,-1,-1,29.000,0
111380,299547,13979,-1,-1,29.000,0
111380,299548,13979,-1,-1,29.000,0
111380,299546,13980,-1,-1,-29.000,1
111380,299547,13980,-1,-1,-29.000,1
111380,299548,13980,-1,-1,-29.000,1
111381,299549,13981,-1,-1,27.000,0
111381,299550,13981,-1,-1,27.000,0
111381,299551,13981,-1,-1,27.000,0
111381,299549,13982,-1,-1,-27.000,1
111381,299550,13982,-1,-1,-27.000,1
111381,299551,13982,-1,-1,-27.000,1
111290,299276,13801,-1,-1,22.800,0
111290,299277,13801,-1,-1,22.800,0
111290,299278,13801,-1,-1,22.800,0
111290,299276,13802,-1,-1,-22.800,1
111290,299277,13802,-1,-1,-22.800,1
111290,299278,13802,-1,-1,-22.800,1
111382,299552,13983,-1,-1,41.000,0
111382,299553,13983,-1,-1,41.000,0
111382,299554,13983,-1,-1,41.000,0
111382,299552,13984,-1,-1,-41.000,1
111382,299553,13984,-1,-1,-41.000,1
111382,299554,13984,-1,-1,-41.000,1
111291,299279,13803,-1,-1,32.500,0
111291,299280,13803,-1,-1,32.500,0
111291,299281,13803,-1,-1,32.500,0
111291,299279,13804,-1,-1,-32.500,1
111291,299280,13804,-1,-1,-32.500,1
111291,299281,13804,-1,-1,-32.500,1
111292,299282,13805,-1,-1,7.000,0
111292,299283,13805,-1,-1,7.000,0
111292,299284,13805,-1,-1,7.000,0
111292,299282,13806,-1,-1,-7.000,1
111292,299283,13806,-1,-1,-7.000,1
111292,299284,13806,-1,-1,-7.000,1
111293,299285,13807,-1,-1,17.000,0
111293,299286,13807,-1,-1,17.000,0
111293,299287,13807,-1,-1,17.000,0
111293,299285,13808,-1,-1,-17.000,1
111293,299286,13808,-1,-1,-17.000,1
111293,299287,13808,-1,-1,-17.000,1
111294,299288,13809,-1,-1,5.200,0
111294,299289,13809,-1,-1,5.200,0
111294,299290,13809,-1,-1,5.200,0
111294,299288,13810,-1,-1,-5.200,1
111294,299289,13810,-1,-1,-5.200,1
111294,299290,13810,-1,-1,-5.200,1
111295,299291,13811,-1,-1,5.650,0
111295,299292,13811,-1,-1,5.650,0
111295,299293,13811,-1,-1,5.650,0
111295,299291,13812,-1,-1,-5.650,1
111295,299292,13812,-1,-1,-5.650,1
111295,299293,13812,-1,-1,-5.650,1
111296,299294,13813,-1,-1,10.300,0
111296,299295,13813,-1,-1,10.300,0
111296,299296,13813,-1,-1,10.300,0
111296,299294,13814,-1,-1,-10.300,1
111296,299295,13814,-1,-1,-10.300,1
111296,299296,13814,-1,-1,-10.300,1
111297,299297,13815,-1,-1,10.000,0
111297,299298,13815,-1,-1,10.000,0
111297,299299,13815,-1,-1,10.000,0
111297,299297,13816,-1,-1,-10.000,1
111297,299298,13816,-1,-1,-10.000,1
111297,299299,13816,-1,-1,-10.000,1
111298,299300,13817,-1,-1,9.000,0
111298,299301,13817,-1,-1,9.000,0
111298,299302,13817,-1,-1,9.000,0
111298,299300,13818,-1,-1,-9.000,1
111298,299301,13818,-1,-1,-9.000,1
111298,299302,13818,-1,-1,-9.000,1
111299,299303,13819,-1,-1,13.900,0
111299,299304,13819,-1,-1,13.900,0
111299,299305,13819,-1,-1,13.900,0
111299,299303,13820,-1,-1,-13.900,1
111299,299304,13820,-1,-1,-13.900,1
111299,299305,13820,-1,-1,-13.900,1
111300,299306,13821,-1,-1,19.600,0
111300,299307,13821,-1,-1,19.600,0
111300,299308,13821,-1,-1,19.600,0
111300,299306,13822,-1,-1,-19.600,1
111300,299307,13822,-1,-1,-19.600,1
111300,299308,13822,-1,-1,-19.600,1
111383,299555,13985,-1,-1,16.000,0
111383,299556,13985,-1,-1,16.000,0
111383,299557,13985,-1,-1,16.000,0
111383,299555,13986,-1,-1,-16.000,1
111383,299556,13986,-1,-1,-16.000,1
111383,299557,13986,-1,-1,-16.000,1
111384,299558,13987,-1,-1,18.500,0
111384,299559,13987,-1,-1,18.500,0
111384,299560,13987,-1,-1,18.500,0
111384,299558,13988,-1,-1,-18.500,1
111384,299559,13988,-1,-1,-18.500,1
111384,299560,13988,-1,-1,-18.500,1
111385,299561,13989,-1,-1,11.000,0
111385,299562,13989,-1,-1,11.000,0
111385,299563,13989,-1,-1,11.000,0
111385,299561,13990,-1,-1,-11.000,1
111385,299562,13990,-1,-1,-11.000,1
111385,299563,13990,-1,-1,-11.000,1
111386,299564,13991,-1,-1,32.000,0
111386,299565,13991,-1,-1,32.000,0
111386,299566,13991,-1,-1,32.000,0
111386,299564,13992,-1,-1,-32.000,1
111386,299565,13992,-1,-1,-32.000,1
111386,299566,13992,-1,-1,-32.000,1
111301,299309,13823,-1,-1,23.800,0
111301,299310,13823,-1,-1,23.800,0
111301,299311,13823,-1,-1,23.800,0
111301,299309,13824,-1,-1,-23.800,1
111301,299310,13824,-1,-1,-23.800,1
111301,299311,13824,-1,-1,-23.800,1
111176,298934,13573,-1,-1,560.000,0
111176,298935,13573,-1,-1,560.000,0
111176,298936,13573,-1,-1,560.000,0
111176,298934,13574,-1,-1,-560.000,1
111176,298935,13574,-1,-1,-560.000,1
111176,298936,13574,-1,-1,-560.000,1
111387,299567,13993,-1,-1,47.000,0
111387,299568,13993,-1,-1,47.000,0
111387,299569,13993,-1,-1,47.000,0
111387,299567,13994,-1,-1,-47.000,1
111387,299568,13994,-1,-1,-47.000,1
111387,299569,13994,-1,-1,-47.000,1
111388,299570,13995,-1,-1,50.000,0
111388,299571,13995,-1,-1,50.000,0
111388,299572,13995,-1,-1,50.000,0
111388,299570,13996,-1,-1,-50.000,1
111388,299571,13996,-1,-1,-50.000,1
111388,299572,13996,-1,-1,-50.000,1
111302,299312,13825,-1,-1,41.900,0
111302,299313,13825,-1,-1,41.900,0
111302,299314,13825,-1,-1,41.900,0
111302,299312,13826,-1,-1,-41.900,1
111302,299313,13826,-1,-1,-41.900,1
111302,299314,13826,-1,-1,-41.900,1
111389,299573,13997,-1,-1,24.000,0
111389,299574,13997,-1,-1,24.000,0
111389,299575,13997,-1,-1,24.000,0
111389,299573,13998,-1,-1,-24.000,1
111389,299574,13998,-1,-1,-24.000,1
111389,299575,13998,-1,-1,-24.000,1
111303,299315,13827,-1,-1,39.700,0
111303,299316,13827,-1,-1,39.700,0
111303,299317,13827,-1,-1,39.700,0
111303,299315,13828,-1,-1,-39.700,1
111303,299316,13828,-1,-1,-39.700,1
