ID,RefNode
896,0
1468,1
1505,0
1507,0
1508,0
1537,0
1557,0
1558,0
1579,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,0
1590,0
1598,0
1743,0
1744,0
1745,0
1746,0
1825,0
1834,0
1835,0
1837,0
1863,0
2218,0
