ID,R,G,X,B,Pmin,Pmax,Qmin,Qmax,S,NodeFrom,NodeTo,DecNetFrom,DecNetTo
75,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,477,308,IT_Transmission,IT_Transmission
76,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,477,483,IT_Transmission,IT_Transmission
77,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,478,482,IT_Transmission,IT_Transmission
78,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,203,204,IT_Transmission,IT_Transmission
79,0.0000000210,0.0000000000,0.0000000210,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,326,327,IT_Transmission,IT_Transmission
80,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,330,333,IT_Transmission,IT_Transmission
81,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,330,334,IT_Transmission,IT_Transmission
82,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,336,337,IT_Transmission,IT_Transmission
83,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,336,338,IT_Transmission,IT_Transmission
84,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,325,347,IT_Transmission,IT_Transmission
85,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,350,351,IT_Transmission,IT_Transmission
86,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,356,357,IT_Transmission,IT_Transmission
87,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,356,358,IT_Transmission,IT_Transmission
88,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,356,359,IT_Transmission,IT_Transmission
89,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,369,370,IT_Transmission,IT_Transmission
90,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,371,372,IT_Transmission,IT_Transmission
91,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,371,373,IT_Transmission,IT_Transmission
92,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,371,374,IT_Transmission,IT_Transmission
93,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,371,375,IT_Transmission,IT_Transmission
94,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,377,378,IT_Transmission,IT_Transmission
95,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,377,379,IT_Transmission,IT_Transmission
96,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,395,396,IT_Transmission,IT_Transmission
97,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,392,393,IT_Transmission,IT_Transmission
98,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,408,409,IT_Transmission,IT_Transmission
99,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,408,410,IT_Transmission,IT_Transmission
100,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,408,411,IT_Transmission,IT_Transmission
101,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,406,413,IT_Transmission,IT_Transmission
102,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,415,416,IT_Transmission,IT_Transmission
103,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,430,431,IT_Transmission,IT_Transmission
104,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,435,436,IT_Transmission,IT_Transmission
105,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,225,227,IT_Transmission,IT_Transmission
106,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,225,228,IT_Transmission,IT_Transmission
107,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,223,225,IT_Transmission,IT_Transmission
108,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,223,225,IT_Transmission,IT_Transmission
109,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,224,226,IT_Transmission,IT_Transmission
110,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,448,449,IT_Transmission,IT_Transmission
111,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,448,449,IT_Transmission,IT_Transmission
112,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,447,448,IT_Transmission,IT_Transmission
113,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,447,448,IT_Transmission,IT_Transmission
114,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,456,457,IT_Transmission,IT_Transmission
115,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,464,465,IT_Transmission,IT_Transmission
116,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,464,466,IT_Transmission,IT_Transmission
117,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,471,472,IT_Transmission,IT_Transmission
118,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,469,470,IT_Transmission,IT_Transmission
119,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,491,492,IT_Transmission,IT_Transmission
120,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,491,492,IT_Transmission,IT_Transmission
121,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,126,129,IT_Transmission,IT_Transmission
122,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,126,130,IT_Transmission,IT_Transmission
123,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,126,127,IT_Transmission,IT_Transmission
124,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,127,128,IT_Transmission,IT_Transmission
125,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,127,128,IT_Transmission,IT_Transmission
126,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,127,128,IT_Transmission,IT_Transmission
127,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,763,764,IT_Transmission,IT_Transmission
128,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,763,765,IT_Transmission,IT_Transmission
129,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,762,763,IT_Transmission,IT_Transmission
130,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,762,763,IT_Transmission,IT_Transmission
131,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,517,520,IT_Transmission,IT_Transmission
132,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,515,516,IT_Transmission,IT_Transmission
133,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,515,516,IT_Transmission,IT_Transmission
134,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,515,517,IT_Transmission,IT_Transmission
135,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,515,517,IT_Transmission,IT_Transmission
136,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,760,761,IT_Transmission,IT_Transmission
137,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,536,537,IT_Transmission,IT_Transmission
138,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,580,581,IT_Transmission,IT_Transmission
139,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,580,567,IT_Transmission,IT_Transmission
140,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,582,583,IT_Transmission,IT_Transmission
141,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,582,584,IT_Transmission,IT_Transmission
142,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,582,585,IT_Transmission,IT_Transmission
143,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,595,596,IT_Transmission,IT_Transmission
144,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,637,638,IT_Transmission,IT_Transmission
145,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,629,630,IT_Transmission,IT_Transmission
146,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,641,642,IT_Transmission,IT_Transmission
147,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,643,644,IT_Transmission,IT_Transmission
148,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,656,659,IT_Transmission,IT_Transmission
149,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,657,659,IT_Transmission,IT_Transmission
150,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,658,661,IT_Transmission,IT_Transmission
151,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,656,659,IT_Transmission,IT_Transmission
152,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,657,660,IT_Transmission,IT_Transmission
153,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,651,652,IT_Transmission,IT_Transmission
154,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,651,653,IT_Transmission,IT_Transmission
155,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,625,626,IT_Transmission,IT_Transmission
156,0.0000125000,0.0000000000,0.0002500000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,625,627,IT_Transmission,IT_Transmission
