ID,R,G,X,B,Pmin,Pmax,Qmin,Qmax,S,NodeFrom,NodeTo,DecNetFrom,DecNetTo
1208,0.0001918040,0.0000000000,0.0004004820,0.7844114520,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,93.7385900000,408,133,IT_Transmission,IT_Transmission
1209,0.0000325410,0.0000000000,0.0001606980,0.3464985690,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,156.8406650000,408,456,IT_Transmission,IT_Transmission
1210,0.0000005740,0.0000000000,0.0000009180,0.0071160840,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,80.0207470000,455,298,IT_Transmission,IT_Transmission
1211,0.0001647150,0.0000000000,0.0003132460,0.5933719570,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,80.0207470000,455,479,IT_Transmission,IT_Transmission
1212,0.0000883840,0.0000000000,0.0001647150,0.3235081420,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,84.1361000000,493,153,IT_Transmission,IT_Transmission
1213,0.0000539490,0.0000000000,0.0001980030,0.3935742040,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,84.1361000000,493,492,IT_Transmission,IT_Transmission
1214,0.0000487830,0.0000000000,0.0000849400,0.1724281980,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,80.2493780000,471,183,IT_Transmission,IT_Transmission
1215,0.0000024680,0.0000000000,0.0000092980,0.0208008620,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,469,272,IT_Transmission,IT_Transmission
1216,0.0000084370,0.0000000000,0.0000206610,0.0437912880,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,131.0053950000,473,276,IT_Transmission,IT_Transmission
1217,0.0000883840,0.0000000000,0.0001647150,0.3235081420,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,84.1361000000,488,153,IT_Transmission,IT_Transmission
1218,0.0000068300,0.0000000000,0.0000167580,0.0350330310,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,106.3132790000,126,120,IT_Transmission,IT_Transmission
1219,0.0002000000,0.0000000000,0.0008000000,0.0350287580,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,15.5884570000,448,186,IT_Transmission,IT_Transmission
1220,0.0000005740,0.0000000000,0.0000022960,0.0054739110,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,131.0053950000,195,960,IT_Transmission,IT_Transmission
1221,0.0000002870,0.0000000000,0.0000007460,0.1691438510,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,196.3937770000,207,878,IT_Transmission,IT_Transmission
1222,0.0000046490,0.0000000000,0.0000223260,0.0049265200,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,156.8406650000,346,698,IT_Transmission,IT_Transmission
1223,0.0000005740,0.0000000000,0.0000017220,0.0016421730,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,88.0228220000,198,1071,IT_Transmission,IT_Transmission
1224,0.0000006820,0.0000000000,0.0000038430,0.0608212340,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,274.3568480000,1301,98,IT_Transmission,IT_Transmission
1225,0.0000009300,0.0000000000,0.0000046900,0.0729854810,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,261.4011080000,360,1354,IT_Transmission,IT_Transmission
1226,0.0001585170,0.0000000000,0.0003793620,0.7422623370,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,88.0228220000,1327,354,IT_Transmission,IT_Transmission
1227,0.0001585170,0.0000000000,0.0003793620,0.7422623370,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,88.0228220000,1327,354,IT_Transmission,IT_Transmission
1228,0.0000933770,0.0000000000,0.0003054980,0.6284049870,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,116.6016600000,479,1327,IT_Transmission,IT_Transmission
1229,0.0000933770,0.0000000000,0.0003054980,0.6284049870,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,116.6016600000,479,1327,IT_Transmission,IT_Transmission
1230,0.0000001150,0.0000000000,0.0000005740,0.0016421730,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,182.4473040000,1399,223,IT_Transmission,IT_Transmission
1231,0.0000016070,0.0000000000,0.0000154960,1.3066225650,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,196.6224080000,1399,224,IT_Transmission,IT_Transmission
1232,0.0000004020,0.0000000000,0.0000016070,0.0032843470,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,120.7170130000,1613,87,IT_Transmission,IT_Transmission
1233,0.0000004020,0.0000000000,0.0000016070,0.0032843470,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,120.7170130000,1613,87,IT_Transmission,IT_Transmission
1234,0.0000004020,0.0000000000,0.0000028700,0.0071160840,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,166.6717850000,1697,342,IT_Transmission,IT_Transmission
1235,0.0000005740,0.0000000000,0.0000017220,0.0043791290,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,166.6717850000,1698,344,IT_Transmission,IT_Transmission
1236,0.0000000570,0.0000000000,0.0000005740,0.0016421730,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,88.2514530000,1696,345,IT_Transmission,IT_Transmission
1237,0.0000006310,0.0000000000,0.0000019510,0.0043791290,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,105.8560170000,1699,343,IT_Transmission,IT_Transmission
1238,0.0000014350,0.0000000000,0.0000051650,0.0125899950,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,120.7170130000,1822,433,IT_Transmission,IT_Transmission
1239,0.0000142330,0.0000000000,0.0000534320,0.1149521320,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,120.7170130000,1839,78,IT_Transmission,IT_Transmission
1240,0.0000097310,0.0000000000,0.0000588840,0.9244827530,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,289.2178440000,68,2486,IT_Transmission,IT_Transmission
1241,0.0000014260,0.0000000000,0.0000111570,0.1596557390,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,331.1334730000,68,3045,IT_Transmission,IT_Transmission
1242,0.0000411570,0.0000000000,0.0002179750,3.2813055620,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,261.4011080000,72,3074,IT_Transmission,IT_Transmission
1243,0.0000140290,0.0000000000,0.0000755370,28.6620064160,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,361.9986190000,2433,377,IT_Transmission,IT_Transmission
1244,0.0000167150,0.0000000000,0.0000853310,1.3304644890,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,262.9253130000,2486,310,IT_Transmission,IT_Transmission
1245,0.0000167150,0.0000000000,0.0000853310,1.3304644890,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,262.9253130000,2486,310,IT_Transmission,IT_Transmission
1246,0.0000041740,0.0000000000,0.0000219630,0.3253936010,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,274.3568480000,454,3074,IT_Transmission,IT_Transmission
1247,0.0000100000,0.0000000000,0.0000100000,0.0000000000,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,2722,14,IT_Transmission,IT_Transmission
1248,0.0000014350,0.0000000000,0.0000406340,0.0076634750,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,102.8838180000,74,3165,IT_Transmission,IT_Transmission
1249,0.0000952710,0.0000000000,0.0003194440,0.5654550100,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,112.0290460000,60,3052,IT_Transmission,IT_Transmission
1250,0.0000311640,0.0000000000,0.0001526630,0.3448563950,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,131.0053950000,195,2610,IT_Transmission,IT_Transmission
1251,0.0000245060,0.0000000000,0.0001721760,0.4072589810,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,106.7705400000,2435,355,IT_Transmission,IT_Transmission
1252,0.0000000570,0.0000000000,0.0000002870,0.0016421730,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,2724,135,IT_Transmission,IT_Transmission
1253,0.0000005740,0.0000000000,0.0000057390,0.0016421730,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,131.0053950000,2725,146,IT_Transmission,IT_Transmission
1254,0.0000017790,0.0000000000,0.0000177920,4.0233246140,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,90.7663910000,2458,437,IT_Transmission,IT_Transmission
1255,0.0000336320,0.0000000000,0.0001021010,0.2162194860,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,121.1742740000,2441,371,IT_Transmission,IT_Transmission
1256,0.0000007460,0.0000000000,0.0000022960,0.0049265200,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,121.1742740000,2441,406,IT_Transmission,IT_Transmission
1257,0.0000000570,0.0000000000,0.0000004590,0.0010947820,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,210.3402500000,2613,205,IT_Transmission,IT_Transmission
1258,0.0000708220,0.0000000000,0.0002611340,0.5818767440,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,198.6800840000,2482,202,IT_Transmission,IT_Transmission
1259,0.0001159890,0.0000000000,0.0003522150,0.7449992920,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,121.1742740000,2500,406,IT_Transmission,IT_Transmission
1260,0.0000005740,0.0000000000,0.0000017220,0.0016421730,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,131.0053950000,2726,192,IT_Transmission,IT_Transmission
1261,0.0000115930,0.0000000000,0.0000562440,0.1291843010,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,198.6800840000,2603,194,IT_Transmission,IT_Transmission
1262,0.0000340910,0.0000000000,0.0001606980,0.3607307380,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,262.0107900000,194,2601,IT_Transmission,IT_Transmission
1263,0.0000214650,0.0000000000,0.0000786270,0.5156424200,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,198.6800840000,2566,473,IT_Transmission,IT_Transmission
1264,0.0001083560,0.0000000000,0.0003007350,1.0592017860,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,88.4800830000,116,3023,IT_Transmission,IT_Transmission
1265,0.0000752980,0.0000000000,0.0002203860,1.1117513320,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,131.0053950000,116,3171,IT_Transmission,IT_Transmission
1266,0.0000005740,0.0000000000,0.0000017220,0.0016421730,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,137.1784240000,2617,397,IT_Transmission,IT_Transmission
1267,0.0000000570,0.0000000000,0.0000004020,0.0010947820,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,210.3402500000,2723,92,IT_Transmission,IT_Transmission
1268,0.0000061980,0.0000000000,0.0000433880,0.1045517010,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,156.8406650000,2663,355,IT_Transmission,IT_Transmission
1269,0.0000037880,0.0000000000,0.0000378790,0.1762599350,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,156.8406650000,2665,110,IT_Transmission,IT_Transmission
1270,0.0000548090,0.0000000000,0.0002031680,0.4510502700,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,131.0053950000,2704,467,IT_Transmission,IT_Transmission
1271,0.0000396010,0.0000000000,0.0001779160,0.8763731570,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,156.8406650000,2699,473,IT_Transmission,IT_Transmission
1272,0.0000447660,0.0000000000,0.0002324380,0.5068841620,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,156.8406650000,2738,198,IT_Transmission,IT_Transmission
1273,0.0000004020,0.0000000000,0.0000029270,0.0071160840,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,210.3402500000,467,3159,IT_Transmission,IT_Transmission
1274,0.0000000570,0.0000000000,0.0000004590,0.0021895640,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,101,2612,IT_Transmission,IT_Transmission
1275,0.0000976810,0.0000000000,0.0002054640,0.3169394490,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,88.0228220000,301,2648,IT_Transmission,IT_Transmission
1276,0.0000004020,0.0000000000,0.0000041900,0.0104004310,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,250.3506240000,315,2488,IT_Transmission,IT_Transmission
1277,0.0001376260,0.0000000000,0.0003697200,0.7597788520,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,105.3987560000,400,2901,IT_Transmission,IT_Transmission
1278,0.0000022380,0.0000000000,0.0000045910,0.0087582580,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,88.0228220000,478,3136,IT_Transmission,IT_Transmission
1279,0.0000001150,0.0000000000,0.0000004590,0.0010947820,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,137.1784240000,2847,139,IT_Transmission,IT_Transmission
1280,0.0000005740,0.0000000000,0.0000022960,0.0054739110,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,97.8539420000,2656,325,IT_Transmission,IT_Transmission
1281,0.0000005740,0.0000000000,0.0000017220,0.0016421730,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,194.3361010000,2807,432,IT_Transmission,IT_Transmission
1282,0.0000005740,0.0000000000,0.0000017220,0.0016421730,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,137.1784240000,2809,430,IT_Transmission,IT_Transmission
1283,0.0000005740,0.0000000000,0.0000017220,0.0016421730,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,162,2611,IT_Transmission,IT_Transmission
1284,0.0000396580,0.0000000000,0.0001709140,0.3826263820,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,131.0053950000,2944,200,IT_Transmission,IT_Transmission
1285,0.0000005740,0.0000000000,0.0000017220,0.0016421730,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,137.1784240000,2727,203,IT_Transmission,IT_Transmission
1286,0.0000000570,0.0000000000,0.0000002870,0.0016421730,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,137.1784240000,2728,392,IT_Transmission,IT_Transmission
1287,0.0000050510,0.0000000000,0.0000154960,0.0328434660,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,198.6800840000,2967,271,IT_Transmission,IT_Transmission
1288,0.0000002300,0.0000000000,0.0000011480,0.0016421730,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,198.6800840000,2992,150,IT_Transmission,IT_Transmission
1289,0.0000005740,0.0000000000,0.0000017220,0.0016421730,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,137.1784240000,2625,394,IT_Transmission,IT_Transmission
1290,0.0000924590,0.0000000000,0.0004826680,1.0088418050,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,131.0053950000,3067,438,IT_Transmission,IT_Transmission
1291,0.0000005740,0.0000000000,0.0000009180,0.0071160840,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,80.0207470000,455,3082,IT_Transmission,IT_Transmission
1292,0.0000056820,0.0000000000,0.0000390270,0.0974356170,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,131.0053950000,3125,485,IT_Transmission,IT_Transmission
1293,0.0000056820,0.0000000000,0.0000390270,0.0974356170,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,131.0053950000,3125,485,IT_Transmission,IT_Transmission
1294,0.0002295680,0.0000000000,0.0006887050,0.0217587960,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,102.8838180000,273,3059,IT_Transmission,IT_Transmission
1295,0.0000751030,0.0000000000,0.0004411570,7.4825322850,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,291.1231000000,4781,407,IT_Transmission,IT_Transmission
1296,0.0000003510,0.0000000000,0.0000024590,2.4495751900,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,279.6915640000,322,4826,IT_Transmission,IT_Transmission
1297,0.0000512600,0.0000000000,0.0002743600,3.9913934660,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,261.4011080000,326,4833,IT_Transmission,IT_Transmission
1298,0.0000143800,0.0000000000,0.0000723350,1.2711637860,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,261.4011080000,327,4880,IT_Transmission,IT_Transmission
1299,0.0000507850,0.0000000000,0.0002549590,4.6224137670,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,261.4011080000,349,4656,IT_Transmission,IT_Transmission
1300,0.0000060950,0.0000000000,0.0000563430,1.6072011020,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,291.1231000000,349,4986,IT_Transmission,IT_Transmission
1301,0.0000006610,0.0000000000,0.0000003310,0.0045615930,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,291.1231000000,350,4833,IT_Transmission,IT_Transmission
1302,0.0000603510,0.0000000000,0.0003020660,4.9599716140,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,261.4011080000,487,5103,IT_Transmission,IT_Transmission
1303,0.0000009180,0.0000000000,0.0000063130,0.0153269510,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,198.6800840000,145,4610,IT_Transmission,IT_Transmission
1304,0.0000092400,0.0000000000,0.0000466020,0.0968882250,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,156.8406650000,346,4987,IT_Transmission,IT_Transmission
1305,0.0000101580,0.0000000000,0.0000382230,0.0821086660,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,131.0053950000,4832,447,IT_Transmission,IT_Transmission
1306,0.0000151520,0.0000000000,0.0001024450,0.2605581650,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,198.6800840000,369,4643,IT_Transmission,IT_Transmission
1307,0.0000078630,0.0000000000,0.0000284090,2.6225507790,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,96.0248970000,5030,353,IT_Transmission,IT_Transmission
1308,0.0000247360,0.0000000000,0.0000929750,0.1997977530,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,131.0053950000,447,5082,IT_Transmission,IT_Transmission
1309,0.0000001860,0.0000000000,0.0000013220,0.0228079630,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,331.1334730000,5437,367,IT_Transmission,IT_Transmission
1310,0.0000020660,0.0000000000,0.0000169420,0.2706544900,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,331.1334730000,365,5118,IT_Transmission,IT_Transmission
1311,0.0000002480,0.0000000000,0.0000018600,0.0288900860,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,182.9045650000,5680,491,IT_Transmission,IT_Transmission
1312,0.0001515150,0.0000000000,0.0003793620,0.6858810530,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,88.4800830000,5142,317,IT_Transmission,IT_Transmission
1313,0.0000022960,0.0000000000,0.0000051650,0.0098530400,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,131.0053950000,5134,173,IT_Transmission,IT_Transmission
1314,0.0000734620,0.0000000000,0.0001974290,0.4023324610,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,105.3987560000,5184,182,IT_Transmission,IT_Transmission
1315,0.0001101930,0.0000000000,0.0003477960,0.6793123600,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,115.0012450000,5189,494,IT_Transmission,IT_Transmission
1316,0.0000063710,0.0000000000,0.0000239330,0.0514547640,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,131.0053950000,5198,156,IT_Transmission,IT_Transmission
1317,0.0000326560,0.0000000000,0.0001344700,0.2923068500,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,131.0053950000,5198,161,IT_Transmission,IT_Transmission
1318,0.0000005740,0.0000000000,0.0000011480,0.0016421730,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,198.6800840000,182,5255,IT_Transmission,IT_Transmission
1319,0.0000004590,0.0000000000,0.0000023530,0.0049265200,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,131.0053950000,190,5269,IT_Transmission,IT_Transmission
1320,0.0000304180,0.0000000000,0.0002123510,0.5068841620,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,131.0053950000,169,5552,IT_Transmission,IT_Transmission
1321,0.0001388890,0.0000000000,0.0003024560,0.5331589350,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,91.4522830000,317,5369,IT_Transmission,IT_Transmission
1322,0.0000613520,0.0000000000,0.0002310610,0.5068841620,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,131.0053950000,5355,484,IT_Transmission,IT_Transmission
1323,0.0000366160,0.0000000000,0.0000137170,0.0295591200,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,131.0053950000,5357,320,IT_Transmission,IT_Transmission
1324,0.0000040170,0.0000000000,0.0000086090,0.0169691240,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,91.4522830000,5369,330,IT_Transmission,IT_Transmission
1325,0.0000023530,0.0000000000,0.0000088380,0.0191586890,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,125.7468890000,335,5435,IT_Transmission,IT_Transmission
1326,0.0001130620,0.0000000000,0.0002582640,0.5178319840,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,80.2493780000,336,5365,IT_Transmission,IT_Transmission
1327,0.0000055100,0.0000000000,0.0000120520,0.0235378170,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,91.4522830000,5421,435,IT_Transmission,IT_Transmission
1328,0.0000382230,0.0000000000,0.0000779960,16.7972434160,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,228.6307070000,5433,207,IT_Transmission,IT_Transmission
1329,0.0000126260,0.0000000000,0.0000482090,0.1040043100,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,131.0053950000,5497,395,IT_Transmission,IT_Transmission
1330,0.0000292700,0.0000000000,0.0001124890,0.2288094810,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,131.0053950000,5603,161,IT_Transmission,IT_Transmission
1331,0.0000390270,0.0000000000,0.0001233930,0.2413994770,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,115.0012450000,5603,494,IT_Transmission,IT_Transmission
1332,0.0000189390,0.0000000000,0.0000478650,0.0859404030,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,88.4800830000,5624,151,IT_Transmission,IT_Transmission
1333,0.0000499310,0.0000000000,0.0001865240,0.4034272440,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,131.0053950000,5656,484,IT_Transmission,IT_Transmission
1334,0.0000000620,0.0000000000,0.0000004130,0.0152053080,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,100000.0000000000,310,629,IT_Transmission,IT_Transmission
1335,0.0000003440,0.0000000000,0.0000014350,0.2337360010,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,198.9087150000,518,879,IT_Transmission,IT_Transmission
1336,0.0000063130,0.0000000000,0.0000154960,2.8322015720,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,162.3278020000,573,845,IT_Transmission,IT_Transmission
1337,0.0000081500,0.0000000000,0.0000118800,0.8528353400,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,45.7261410000,655,656,IT_Transmission,IT_Transmission
1338,0.0000081500,0.0000000000,0.0000118800,0.8528353400,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,45.7261410000,655,657,IT_Transmission,IT_Transmission
1339,0.0000011480,0.0000000000,0.0000175620,1.0285478840,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,196.6224080000,655,658,IT_Transmission,IT_Transmission
1340,0.0000106750,0.0000000000,0.0000403470,0.0853930120,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,131.0053950000,675,782,IT_Transmission,IT_Transmission
1341,0.0000043620,0.0000000000,0.0000138310,4.2285962780,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,130.3195030000,681,779,IT_Transmission,IT_Transmission
1342,0.0000012050,0.0000000000,0.0000045910,0.0098530400,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,131.0053950000,749,506,IT_Transmission,IT_Transmission
1343,0.0000332870,0.0000000000,0.0002318640,0.5539597970,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,198.6800840000,756,854,IT_Transmission,IT_Transmission
1344,0.0000557280,0.0000000000,0.0002094810,0.4357233190,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,137.1784240000,1024,807,IT_Transmission,IT_Transmission
1345,0.0000202590,0.0000000000,0.0001392330,0.3317190090,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,131.0053950000,778,860,IT_Transmission,IT_Transmission
1346,0.0000011480,0.0000000000,0.0000045910,0.3120129290,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,162.3278020000,833,1086,IT_Transmission,IT_Transmission
1347,0.0000030990,0.0000000000,0.0000083790,0.7948118830,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,196.6224080000,838,839,IT_Transmission,IT_Transmission
1348,0.0000030990,0.0000000000,0.0000083790,0.7948118830,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,196.6224080000,838,840,IT_Transmission,IT_Transmission
1349,0.0000049360,0.0000000000,0.0000086660,0.7833166700,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,108.3709550000,838,841,IT_Transmission,IT_Transmission
1350,0.0002355560,0.0000000000,0.0004755560,0.0356610040,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,10.3923050000,605,606,IT_Transmission,IT_Transmission
1351,0.0000041250,0.0000000000,0.0000458000,14.3809545310,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,1105.7412360000,1397,836,IT_Transmission,IT_Transmission
1352,0.0000158400,0.0000000000,0.0000606060,0.1253525630,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,120.7170130000,699,1583,IT_Transmission,IT_Transmission
1353,0.0000001150,0.0000000000,0.0000004590,0.0010947820,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,182.4473040000,536,1486,IT_Transmission,IT_Transmission
1354,0.0000021810,0.0000000000,0.0000059690,0.0131373860,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,98.5398350000,1547,799,IT_Transmission,IT_Transmission
1355,0.0000080350,0.0000000000,0.0000327130,0.0591182390,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,120.7170130000,1453,571,IT_Transmission,IT_Transmission
1356,0.0000001720,0.0000000000,0.0000005740,0.0010947820,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,120.7170130000,1453,574,IT_Transmission,IT_Transmission
1357,0.0000087810,0.0000000000,0.0000149790,2.0034514400,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,114.3153530000,1425,851,IT_Transmission,IT_Transmission
1358,0.0000000570,0.0000000000,0.0000004020,0.0010947820,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,227.4875530000,1513,635,IT_Transmission,IT_Transmission
1359,0.0000090680,0.0000000000,0.0000342630,0.0733504080,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,120.7170130000,1491,703,IT_Transmission,IT_Transmission
1360,0.0000048210,0.0000000000,0.0000180790,0.0388647680,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,120.7170130000,1515,808,IT_Transmission,IT_Transmission
1361,0.0000024680,0.0000000000,0.0000091830,0.0208008620,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,182.4473040000,1516,762,IT_Transmission,IT_Transmission
1362,0.0000024680,0.0000000000,0.0000091830,0.0208008620,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,182.4473040000,1516,762,IT_Transmission,IT_Transmission
1363,0.0000006310,0.0000000000,0.0000022960,0.0054739110,-10.0000000000,10.0000000000,-10.0000000000,10.0000000000,120.7170130000,1516,640,IT_Transmission,IT_Transmission
